Symbol,Date,Open,High,Low,Close,Volume,LIZI SMA,LIZI spanTwelveEMA,LIZI spanTwntySixEMA,LIZI_x,LIZI_y
LIZI,2020-10-21,2.12,2.1698,2.08,2.0801,146253,2.0801,2.4366556161055644,2.6942965965337624,-0.25764098042819805,-0.25310554911636235
LIZI,2020-10-20,2.23,2.27,2.1431,2.175,242402,2.175,2.50148390994294,2.7434323242564638,-0.24194841431352376,-0.2519716912884034
LIZI,2020-10-19,2.31,2.3357,2.21,2.23,247448,2.2299999999999995,2.560844620841656,2.7889069101969803,-0.22806228935532455,-0.2544775105321233
LIZI,2020-10-16,2.5,2.5399,2.3877,2.41,247149,2.41,2.620998188267411,2.833619463012739,-0.21262127474532774,-0.2610813158263231
LIZI,2020-10-15,2.49,2.515,2.36,2.41,216767,2.41,2.6593614952251223,2.867509020053758,-0.20814752482863552,-0.2731963260965719
LIZI,2020-10-14,2.61,2.64,2.5,2.5,306304,2.5,2.7046999489024173,2.904109741658058,-0.19940979275564089,-0.289458526413556
LIZI,2020-10-13,3.03,3.06,2.8,2.865,964094,2.865,2.7419181214301296,2.936438520990703,-0.19452039956057326,-0.31197070982803476
LIZI,2020-10-12,3.93,4.45,3.73,4.1,28604663,4.1,2.7195395980537898,2.942153602669959,-0.2226140046161693,-0.3413332873949001
LIZI,2020-10-09,2.39,2.41,2.3,2.34,59377,2.34,2.4685467976999336,2.849525890883556,-0.3809790931836221,-0.3710131080895828
LIZI,2020-10-08,2.21,2.31,2.21,2.23,19960,2.2300000000000004,2.491918942736285,2.89028796215424,-0.398369019417955,-0.36852161181607285
LIZI,2020-10-07,2.24,2.3,2.23,2.28,18513,2.28,2.539540568688337,2.94311099912658,-0.4035704304382426,-0.3610597599156023
LIZI,2020-10-06,2.3,2.305,2.21,2.23,11991,2.23,2.5867297629953074,2.9961598790567057,-0.4094301160613987,-0.35043209228494204
LIZI,2020-10-05,2.28,2.42,2.25,2.27,34779,2.27,2.6515897199035448,3.0574526693812425,-0.4058629494776973,-0.335682586340828
LIZI,2020-10-02,2.49,2.49,2.39,2.46,19178,2.4600000000000004,2.720969668976917,3.1204488829317416,-0.3994792139548249,-0.31813749555661053
LIZI,2020-10-01,2.3,2.4,2.3,2.4,60159,2.4000000000000004,2.7684186996999927,3.1732847935662813,-0.4048660938662887,-0.297802065957057
LIZI,2020-09-30,2.13,2.21,2.13,2.2013,15973,2.2013000000000003,2.8354039178272643,3.2351475770515843,-0.3997436592243195,-0.27103605897974903
LIZI,2020-09-29,2.33,2.3764,2.3,2.3,1931,2.3000000000000007,2.950695539250403,3.3178553832157105,-0.3671598439653074,-0.23885915891860626
LIZI,2020-09-28,2.5,2.5035,2.4,2.49,10185,2.490000000000001,3.0690038191141134,3.3992838138729677,-0.3302799947588544,-0.20678398765693096
LIZI,2020-09-25,2.5,2.6499,2.5,2.53,6914,2.5300000000000007,3.1742772407712243,3.4720265189828052,-0.2977492782115805,-0.17590998588145013
LIZI,2020-09-24,2.63,2.63,2.4,2.5,17056,2.5000000000000013,3.291418557275083,3.547388640501429,-0.2559700832263463,-0.1454501627989174
LIZI,2020-09-23,2.78,2.91,2.78,2.88,11329,2.880000000000001,3.435312840416008,3.631179731741544,-0.1958668913255361,-0.11782018269206027
LIZI,2020-09-22,3.27,3.27,3.1,3.165,15535,3.1650000000000014,3.5362788114007366,3.6912741102808666,-0.15499529888013042,-0.09830850553369128
LIZI,2020-09-21,3.35,3.49,3.3,3.3,12853,3.3000000000000007,3.6037840498372335,3.733376039103337,-0.12959198926610238,-0.08413680719708158
LIZI,2020-09-18,3.61,3.7,3.36,3.41,41569,3.410000000000001,3.659017513444004,3.768046122231603,-0.1090286087875998,-0.07277301167982615
LIZI,2020-09-17,3.63,3.8,3.58,3.62,28150,3.620000000000001,3.704293424979277,3.796689812010132,-0.09239638703085484,-0.06370911240288296
LIZI,2020-09-16,3.58,3.66,3.58,3.58,12651,3.5800000000000014,3.7196195022482366,3.8108249969709433,-0.0912054947227059,-0.05653729374588998
LIZI,2020-09-15,3.52,3.58,3.52,3.53,4697,3.530000000000001,3.7450048662933715,3.829290996728618,-0.08428613043524713,-0.04787024350168577
LIZI,2020-09-14,3.65,3.65,3.5,3.5,3377,3.5000000000000013,3.784096660164893,3.853234276466908,-0.06913761630201433,-0.03876627176829553
LIZI,2020-09-11,3.7,3.79,3.7,3.79,700,3.790000000000002,3.835750598376692,3.8814930185842598,-0.04574242020756847,-0.031173435634865607
LIZI,2020-09-10,3.89,3.94,3.86,3.94,470,3.94,3.8440688889906363,3.888812460071001,-0.04474357108036475,-0.027531189491690113
LIZI,2020-09-09,3.63,3.68,3.63,3.68,1301,3.680000000000001,3.8266268688071152,3.8847174568766807,-0.05809058806956546,-0.02322809409452145
LIZI,2020-09-08,3.73,3.7302,3.625,3.625,3175,3.6250000000000013,3.8532862994993176,3.9010948534268146,-0.0478085539274975,-0.014512470600760448
LIZI,2020-09-08,3.73,3.7302,3.625,3.625,3175,3.6250000000000018,3.894792899408285,3.92318244170096,-0.028389542292675433,-0.006188449769076296
LIZI,2020-09-04,4.08,4.08,3.91,3.91,600,3.910000000000002,3.943846153846154,3.947037037037037,-0.0031908831908826762,-0.0006381766381766241
LIZI,2020-09-03,4.0,4.02,3.9,3.95,2203,3.950000000000002,3.95,3.95,0.0,0.0
