Symbol,Date,Open,High,Low,Close,Volume,SPAQ SMA,SPAQ spanTwelveEMA,SPAQ spanTwntySixEMA,SPAQ_x,SPAQ_y
SPAQ,2020-10-21,12.34,12.45,11.81,12.16,1838452,12.16,13.550539412748673,14.04677526001488,-0.4962358472662078,-0.2652698053738969
SPAQ,2020-10-20,12.63,12.65,11.85,11.95,2082616,11.95,13.80336476052116,14.197717280816073,-0.3943525202949125,-0.2075282949008196
SPAQ,2020-10-19,13.43,13.65,13.26,13.375,647001,13.375,14.140340171525006,14.377534663281358,-0.23719449175635174,-0.16082223855229588
SPAQ,2020-10-16,14.01,14.15,13.71,13.8485,728792,13.8485,14.279492929984094,14.457737436343866,-0.17824450635976952,-0.14172917525128192
SPAQ,2020-10-15,14.99,15.0,14.23,14.4,1556714,14.4,14.357855280890295,14.506476431251375,-0.14862115036108034,-0.13260034247415955
SPAQ,2020-10-14,14.25,14.41,14.17,14.315,528682,14.315,14.35019260468853,14.514994545751483,-0.16480194106295445,-0.12859514050242934
SPAQ,2020-10-13,14.15,14.37,14.08,14.3,343498,14.300000000000002,14.356591260086446,14.530994109411605,-0.17440284932516192,-0.11954344036229853
SPAQ,2020-10-12,14.49,14.8,14.27,14.7174,595230,14.7174,14.36688058010216,14.549473638164535,-0.18259305806237336,-0.10582858812158355
SPAQ,2020-10-09,13.98,14.04,13.82,13.885,264061,13.885000000000005,14.303149776484373,14.536039529217696,-0.2328897527333265,-0.08663747063638566
SPAQ,2020-10-08,13.87,13.88,13.63,13.8098,491673,13.8098,14.37917700857244,14.588122691555116,-0.2089456829826748,-0.05007440011215135
SPAQ,2020-10-07,14.0,14.13,13.7,13.865,600580,13.865000000000002,14.482700101040153,14.650388506879525,-0.1676884058393675,-0.01035657939452048
SPAQ,2020-10-06,14.87,15.0,14.21,14.4378,1297444,14.4378,14.595009210320187,14.713219587429887,-0.11821037710970116,0.028976377216692165
SPAQ,2020-10-05,14.59,14.775,14.3,14.3701,350856,14.370100000000004,14.623592703105672,14.735253154424276,-0.11166045131860257,0.06577306579829005
SPAQ,2020-10-02,13.86,14.6,13.53,14.39,1211385,14.390000000000004,14.66968228548852,14.764465406778214,-0.09478312128969613,0.11013144507751366
SPAQ,2020-10-01,14.38,14.44,14.23,14.285,283776,14.285000000000005,14.720533610122795,14.794422639320473,-0.07388902919767659,0.16136008666931564
SPAQ,2020-09-30,14.44,14.69,14.2845,14.38,401689,14.380000000000004,14.799721539236028,14.835176450466108,-0.03545491123007949,0.22017236563606413
SPAQ,2020-09-29,14.65,14.75,14.15,14.34,669089,14.340000000000005,14.876034546369851,14.871590566503393,0.0044439798664566155,0.28407918485260003
SPAQ,2020-09-28,14.15,14.51,14.11,14.1825,1172780,14.182500000000005,14.973495372982551,14.914117811823669,0.05937756115888426,0.35398798609913545
SPAQ,2020-09-25,13.3,13.8,13.27,13.5801,933234,13.580100000000007,15.117312713524836,14.972647236769559,0.14466547675527508,0.42764059233419865
SPAQ,2020-09-24,13.35,13.59,12.52,12.95,2682059,12.950000000000005,15.396805934165714,15.084051015711124,0.3127549184545888,0.4983843712289291
SPAQ,2020-09-23,15.65,15.91,14.83,14.9604,1769345,14.960400000000005,15.841679740377662,15.254775096968016,0.5869046434096461,0.5447917344225137
SPAQ,2020-09-22,16.55,16.6,16.2,16.375,527378,16.375000000000004,16.001912420446327,15.278325104725456,0.7235873157208701,0.5342635071757306
SPAQ,2020-09-21,17.05,17.2,16.4,16.73,1242206,16.730000000000004,15.934078315072929,15.190591113103492,0.7434872019694385,0.4869325550394452
SPAQ,2020-09-18,16.5,16.76,16.32,16.55,581868,16.55,15.789365281449824,15.06743840215177,0.7219268792980547,0.4227938933069473
SPAQ,2020-09-17,15.91,16.8499,15.54,16.745,1494244,16.745,15.651068059895248,14.948833474323912,0.7022345855713361,0.3480106468091708
SPAQ,2020-09-16,16.82,17.01,16.6,16.84,938001,16.84,15.452171343512568,14.805140152269823,0.6470311912427427,0.2594546621186295
SPAQ,2020-09-15,17.01,18.19,16.82,18.075,2904800,18.075,15.19983886051485,14.642351364451413,0.5574874960634411,0.16256052983760075
SPAQ,2020-09-14,16.32,17.1,16.03,16.79,3100624,16.789999999999996,14.677082289699369,14.367739473607525,0.3093428160918457,0.06382878828114155
SPAQ,2020-09-11,14.98,15.48,14.98,15.22,1306525,15.22,14.292915433281074,14.173958631496127,0.11895680178494672,0.0024502813284659544
SPAQ,2020-09-10,14.82,15.2,14.61,14.975,1530269,14.975,14.124354602968545,14.090275322015815,0.034079280952726165,-0.02667634878565424
SPAQ,2020-09-09,14.55,14.65,14.26,14.34,770945,14.339999999999998,13.969691803508278,14.019497347777085,-0.049805544268805235,-0.041865256220250224
SPAQ,2020-09-08,13.75,14.1,13.5547,13.73,727472,13.73,13.902363040509785,13.993857135599251,-0.09149409508946604,-0.03988018420811102
SPAQ,2020-09-08,13.75,14.1,13.5547,13.73,727472,13.73,13.933701775147927,14.014965706447187,-0.08126393129926157,-0.026976706487772263
SPAQ,2020-09-04,13.55,13.73,13.22,13.2598,599732,13.259800000000002,13.970738461538463,14.037762962962965,-0.06702450142450189,-0.013404900284900378
SPAQ,2020-09-03,14.56,14.6,13.86,14.1,1148077,14.1,14.1,14.1,0.0,0.0
