Symbol,Date,Open,High,Low,Close,Volume,HBM SMA,HBM spanTwelveEMA,HBM spanTwntySixEMA,HBM_x,HBM_y
HBM,2021-08-06,6.78,6.78,6.75,6.75,7115,6.75,6.880528304707767,6.81525414750471,0.0652741572030572,0.07269401194904124
HBM,2021-08-05,6.68,6.77,6.68,6.73,34850,6.73,6.904260723745543,6.820474479305087,0.0837862444404562,0.07454897563553722
HBM,2021-08-04,6.95,6.9527,6.95,6.95,4822,6.95,6.935944491699278,6.8277124376494935,0.1082320540497843,0.07223965843430746
HBM,2021-08-03,6.94,6.94,6.92,6.92,15699,6.92,6.933388944735511,6.817929432661453,0.1154595120740582,0.06324155953043825
HBM,2021-08-02,7.29,7.29,7.26,7.26,6721,7.26,6.935823298323786,6.8097637872743695,0.1260595110494167,0.05018707139453325
HBM,2021-07-30,7.19,7.21,7.17,7.17,12086,7.17,6.876882079837202,6.773744890256319,0.1031371895808828,0.031218961480812393
HBM,2021-07-29,7.29,7.385,7.29,7.37,48052,7.37,6.823587912534875,6.742044481476824,0.0815434310580514,0.013239404455794789
HBM,2021-07-28,7.05,7.08,7.0,7.0,34539,7.0,6.724240260268489,6.69180803999497,0.0324322202735194,-0.0038366021947693653
HBM,2021-07-27,6.89,6.92,6.84,6.87,37343,6.87,6.674102125771851,6.667152683194568,0.0069494425772829,-0.012903807811841566
HBM,2021-07-26,6.79,6.85,6.79,6.85,41586,6.85,6.638484330457643,6.650924897850135,-0.0124405673924918,-0.017867120409122684
HBM,2021-07-23,6.73,6.7399,6.69,6.73,9975,6.73,6.6000269359953965,6.634998889678146,-0.0349719536827493,-0.01922375866328016
HBM,2021-07-22,6.56,6.65,6.56,6.62,20103,6.62,6.5763954698127405,6.627398800852397,-0.0510033310396567,-0.015286709908412872
HBM,2021-07-21,6.31,6.41,6.31,6.4,35123,6.4,6.568467373415057,6.627990704920589,-0.0595233315055319,-0.006357554625601911
HBM,2021-07-20,6.0,6.02,5.99,6.01,12049,6.01,6.599097804945068,6.646229961314236,-0.0471321563691686,0.0069338895943805885
HBM,2021-07-19,6.27,6.31,6.1604,6.2,65687,6.2,6.7062064967532615,6.697128358219375,0.0090781385338862,0.020450401085267682
HBM,2021-07-16,7.02,7.05,7.02,7.05,15339,7.05,6.79824404161749,6.736898626876925,0.0613454147405656,0.023293466723113034
HBM,2021-07-15,6.79,6.79,6.78,6.78,17067,6.78,6.752470231002489,6.711850517027079,0.0406197139754098,0.01378047971874988
HBM,2021-07-14,6.95,7.02,6.95,7.02,49767,7.02,6.747464818457487,6.706398558389245,0.0410662600682414,0.007070671154584885
HBM,2021-07-13,6.73,6.83,6.72,6.82,31362,6.82,6.697912967267938,6.681310443060386,0.0166025242075527,-0.0014282260738292512
HBM,2021-07-12,6.76,6.83,6.76,6.82,32939,6.82,6.675715324953018,6.670215278505216,0.0055000464478016,-0.00593591364417474
HBM,2021-07-09,6.74,6.7585,6.72,6.72,20796,6.72,6.649481747671748,6.658232500785633,-0.008750753113885,-0.00879490366716884
HBM,2021-07-08,6.54,6.595,6.5,6.55,28327,6.55,6.63666024724843,6.6532911008484845,-0.0166308536000547,-0.008805941305489784
HBM,2021-07-07,6.4,6.55,6.4,6.52,55290,6.52,6.652416655839053,6.661554388916364,-0.0091377330773108,-0.006849713231848533
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.676492411446154,6.672878740029672,0.003613671416482,-0.006277708270482964
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.663127395345455,6.666709039232046,-0.0035816438865907,-0.008750553192224219
HBM,2021-07-02,6.7,6.76,6.67,6.68,32250,6.68,6.647332376317356,6.6600457623706095,-0.0127133860532531,-0.010042780518632582
HBM,2021-07-01,6.69,6.73,6.69,6.72,8983,6.72,6.641392808375057,6.658449423360259,-0.0170566149852016,-0.009375129134977449
HBM,2021-06-30,6.43,6.48,6.43,6.48,16005,6.48,6.627100591715976,6.65352537722908,-0.0264247855131039,-0.007454757672421408
HBM,2021-06-29,6.53,6.55,6.5,6.51,22726,6.51,6.653846153846153,6.667407407407407,-0.0135612535612539,-0.0027122507122507855
HBM,2021-06-28,6.72,6.72,6.6792,6.68,16797,6.68,6.68,6.68,0.0,0.0
