Symbol,Date,Open,High,Low,Close,Volume,AXU SMA,AXU spanTwelveEMA,AXU spanTwntySixEMA,AXU_x,AXU_y
AXU,2021-08-06,2.08,2.08,2.06,2.06,8905,2.06,2.161744553827261,2.228012734569248,-0.0662681807419867,-0.0752091672788452
AXU,2021-08-05,2.15,2.17,2.14,2.14,24899,2.14,2.180243563614036,2.241453753334788,-0.0612101897207515,-0.07744441391305971
AXU,2021-08-04,2.15,2.18,2.15,2.1782,14231,2.1782,2.187560575180224,2.24957005360157,-0.0620094784213463,-0.08150296996113665
AXU,2021-08-03,2.21,2.21,2.16,2.19,5864,2.19,2.1892624979402644,2.255279657889696,-0.0660171599494314,-0.08637634284608423
AXU,2021-08-02,2.22,2.23,2.22,2.2226,5539,2.2226,2.189128406656676,2.2605020305208714,-0.0713736238641953,-0.09146613857024741
AXU,2021-07-30,2.25,2.26,2.25,2.25,14889,2.25,2.1830426624124355,2.263534192962541,-0.0804915305501059,-0.09648926724676041
AXU,2021-07-29,2.31,2.31,2.23,2.26,121021,2.26,2.1708686010328786,2.264616928399545,-0.0937483273666663,-0.10048870142092413
AXU,2021-07-28,2.07,2.07,2.0643,2.0643,6764,2.0643,2.1546628921297657,2.264986282671509,-0.1103233905417431,-0.10217379493448855
AXU,2021-07-27,2.15,2.15,2.13,2.13,3275,2.13,2.171092508880632,2.281041185285229,-0.1099486764045973,-0.10013639603267491
AXU,2021-07-26,2.05,2.1,2.05,2.08,11573,2.08,2.178563874131656,2.293124480108048,-0.1145606059763921,-0.09768332593969441
AXU,2021-07-23,2.08,2.09,2.08,2.09,14298,2.09,2.1964845785192297,2.310174438516692,-0.113689859997462,-0.09346400593051996
AXU,2021-07-22,2.18,2.18,2.18,2.18,4821,2.18,2.215845410977271,2.327788393598027,-0.1119429826207558,-0.08840754241378443
AXU,2021-07-21,2.03,2.07,2.03,2.07,17615,2.07,2.222362758427684,2.339611465085869,-0.1172487066581848,-0.08252368236204156
AXU,2021-07-20,2.0,2.03,2.0,2.03,18529,2.03,2.250065078141809,2.3611803822927384,-0.1111153041509296,-0.07384242628800573
AXU,2021-07-19,2.05,2.06,2.0,2.06,58591,2.06,2.2900769105312286,2.387674812876157,-0.0975979023449284,-0.06452420682227475
AXU,2021-07-16,2.21,2.22,2.21,2.22,2969,2.22,2.3319090760823613,2.4138887979062496,-0.0819797218238882,-0.0562557829416113
AXU,2021-07-15,2.27,2.27,2.26,2.27,10165,2.27,2.3522561808246087,2.429399901738749,-0.0771437209141407,-0.04982479822104206
AXU,2021-07-14,2.29,2.29,2.28,2.28,9022,2.28,2.3672118500654467,2.44215189387785,-0.0749400438124032,-0.04299506754776749
AXU,2021-07-13,2.2,2.2,2.19,2.19,11001,2.19,2.383068550077346,2.455124045388078,-0.0720554953107317,-0.03500882348160854
AXU,2021-07-12,2.26,2.27,2.15,2.21,115903,2.21,2.418171922818682,2.476333969019124,-0.0581620462004419,-0.025747155524327735
AXU,2021-07-09,2.26,2.26,2.26,2.26,29395,2.26,2.45602136333117,2.4976406865406537,-0.0416193232094839,-0.017643432855299176
AXU,2021-07-08,2.36,2.36,2.36,2.36,5579,2.36,2.4916616112095644,2.5166519414639064,-0.0249903302543419,-0.01164946026675299
AXU,2021-07-07,2.43,2.455,2.43,2.455,7603,2.455,2.51560008597494,2.529184096781019,-0.0135840108060789,-0.008314242769855752
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.5266182834249293,2.535118824523501,-0.0085005410985714,-0.006996800760799947
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.526003425865825,2.535528330485381,-0.0095249046195555,-0.006620865676357069
AXU,2021-07-02,2.59,2.59,2.5,2.5,30661,2.5,2.525276776023248,2.535970596924212,-0.0106938209009634,-0.005894855940557331
AXU,2021-07-01,2.51,2.55,2.51,2.55,16009,2.55,2.529872553482021,2.5388482446781486,-0.0089756911961278,-0.00469511470045568
AXU,2021-06-30,2.48,2.5,2.48,2.48,16729,2.48,2.526213017751479,2.537956104252401,-0.0117430865009215,-0.0036249705765376387
AXU,2021-06-29,2.45,2.47,2.45,2.45,15589,2.45,2.5346153846153845,2.5425925925925927,-0.0079772079772082,-0.001595441595441649
AXU,2021-06-28,2.55,2.56,2.55,2.55,8759,2.55,2.55,2.55,0.0,0.0
