Symbol,Date,Open,High,Low,Close,Volume,PHX SMA,PHX spanTwelveEMA,PHX spanTwntySixEMA,PHX_x,PHX_y
PHX,2020-09-23,1.7,1.72,1.7,1.72,1436,1.72,1.788576935006811,1.8948374911568824,-0.10626055615007136,-0.11219174142135621
PHX,2020-09-22,1.72,1.76,1.72,1.74,3048,1.74,1.8010454686444128,1.908824490449433,-0.10777902180502008,-0.1136745377391774
PHX,2020-09-21,1.77,1.77,1.73,1.739,4325,1.739,1.8121446447615788,1.922330449685388,-0.11018580492380893,-0.11514841672271674
PHX,2020-09-18,1.74,1.74,1.74,1.74,3329,1.74,1.825443671081866,1.9369968856602189,-0.11155321457835267,-0.11638906967244363
PHX,2020-09-17,1.76,1.8,1.7590000000000001,1.8,3395,1.8,1.8409788840058416,1.952756636513036,-0.11177775250719456,-0.11759803344596631
PHX,2020-09-16,1.78,1.8116,1.77,1.81,9456,1.8100000000000005,1.8484295901887215,1.964977167434079,-0.11654757724535725,-0.11905310368065929
PHX,2020-09-15,1.79,1.8,1.7899,1.8,7729,1.8000000000000005,1.8554167884048531,1.9773753408288053,-0.12195855242395234,-0.11967948528948474
PHX,2020-09-14,1.82,1.82,1.7993,1.7993,1876,1.7993000000000003,1.8654925681148258,1.9915653680951095,-0.12607279998028376,-0.11910971850586789
PHX,2020-09-11,1.77,1.77,1.73,1.73,2873,1.7300000000000002,1.87752758049934,2.0069465975427185,-0.12941901704337866,-0.11736894813726392
PHX,2020-09-10,1.78,1.81,1.75,1.7866,12954,1.7866000000000004,1.904350776953765,2.029102325346136,-0.12475154839237045,-0.11435643091073529
PHX,2020-09-09,1.92,1.92,1.82,1.84,15893,1.8400000000000007,1.9257600091271767,2.0485025113738264,-0.12274250224664927,-0.11175765154032632
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9413527380593916,2.0651827122837325,-0.12382997422434115,-0.10901143886374547
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.963416872252008,2.084797329266431,-0.12138045701442303,-0.10530680502359659
PHX,2020-09-04,1.97,2.0,1.93,1.964,37984,1.9640000000000009,1.9894926672069184,2.105981115607745,-0.11648844840082685,-0.10128839202588998
PHX,2020-09-03,2.04,2.2,1.8693,1.92,463656,1.9200000000000004,1.9941276976081763,2.1173396048563653,-0.12321190724818876,-0.09748837793215581
PHX,2020-09-02,1.8,1.8201,1.8,1.81,14728,1.8100000000000005,2.0076054608096627,2.1331267732448747,-0.12552131243521147,-0.09105749560314752
PHX,2020-09-01,1.89,1.89,1.8,1.8301,15989,1.8301000000000005,2.04353372641142,2.1589769151044647,-0.11544318869304472,-0.08244154139513142
PHX,2020-08-31,1.91,1.93,1.87,1.88,10468,1.88,2.082339858486224,2.185287068312822,-0.10294720982659822,-0.07419112957065309
PHX,2020-08-28,1.95,2.08,1.87,1.9,178505,1.9000000000000004,2.119128923665537,2.2097100337778475,-0.09058111011231064,-0.06700210950666691
PHX,2020-08-27,2.22,2.22,2.15,2.15,7515,2.150000000000001,2.15897054615018,2.234486836480075,-0.07551629032989515,-0.06110735935525598
PHX,2020-08-26,2.11,2.11,2.0773,2.0773,3713,2.077300000000001,2.1606015545411217,2.241245783398481,-0.08064422885735922,-0.05750512661159618
PHX,2020-08-25,2.02,2.05,2.01,2.05,8114,2.0500000000000016,2.1757472917304166,2.25436144607036,-0.07861415433994301,-0.05172035105015542
PHX,2020-08-24,2.07,2.1,2.05,2.07,19994,2.0700000000000007,2.1986104356814016,2.2707103617559885,-0.07209992607458693,-0.044996900227708414
PHX,2020-08-21,2.13,2.13,2.07,2.11,5936,2.1100000000000017,2.2219941512598385,2.286767190696468,-0.06477303943662926,-0.038221143765988785
PHX,2020-08-20,2.12,2.134,2.0725,2.1092,16545,2.1092000000000017,2.2423567242161733,2.3009085659521853,-0.058551841736012473,-0.031583169848328554
PHX,2020-08-19,2.15,2.1708,2.15,2.16,6433,2.160000000000001,2.2665670377100224,2.31624525122836,-0.04967821351833779,-0.024841001876407684
PHX,2020-08-18,2.15,2.19,2.15,2.1701,6495,2.170100000000001,2.2859428627482083,2.328744871326629,-0.04280200857842065,-0.01863169896592527
PHX,2020-08-17,2.2,2.2,2.11,2.15,32218,2.1500000000000017,2.3070052014297007,2.3414364610327594,-0.03443125960305826,-0.012589121562801422
PHX,2020-08-14,2.21,2.29,2.15,2.2081,25159,2.208100000000002,2.3355516016896463,2.3567513779153795,-0.021199776225733213,-0.0071285870527371
PHX,2020-08-13,2.34,2.34,2.26,2.2968,7255,2.296800000000003,2.3587246201786733,2.36864348814861,-0.009918867969937128,-0.003610789759488072
PHX,2020-08-12,2.41,2.41,2.3,2.31,7923,2.310000000000003,2.3699836420293403,2.374390967200499,-0.004407325171158494,-0.002033770206875918
PHX,2020-08-11,2.43,2.48,2.42,2.45,5333,2.450000000000004,2.380889758761948,2.3795422445765384,0.0013475141854093484,-0.0014403814658052738
PHX,2020-08-10,2.39,2.4,2.36,2.3718,3922,2.371800000000003,2.3683242603550294,2.3739056241426613,-0.0055813637876318545,-0.0021373553786090405
PHX,2020-08-07,2.32,2.32,2.27,2.3,7128,2.300000000000003,2.3676923076923075,2.3740740740740742,-0.006381766381766685,-0.001276353276353337
PHX,2020-08-06,2.37,2.4399,2.3301,2.38,8081,2.3800000000000034,2.38,2.38,0.0,0.0
