Symbol,Date,Open,High,Low,Close,Volume,GMHIW SMA,GMHIW spanTwelveEMA,GMHIW spanTwntySixEMA,GMHIW_x,GMHIW_y
GMHIW,2020-09-23,3.95,4.1,3.75,3.7891,36797,3.7891,3.8831944946104566,3.421400629365904,0.4617938652445535,0.5006059969161747
GMHIW,2020-09-22,4.01,4.2,4.0,4.0,9392,4.0,3.9003025845396317,3.391984679715176,0.5083179048244548,0.5103090298340802
GMHIW,2020-09-21,3.99,3.9999,3.79,3.8,44622,3.799999999999999,3.8821757817286544,3.3433434540923903,0.5388323276362645,0.5108068110864863
GMHIW,2020-09-18,4.39,4.39,4.08,4.2194,22242,4.219399999999999,3.8971168329520474,3.3068109304197817,0.5903059025322648,0.5038004319490419
GMHIW,2020-09-17,4.05,4.23,4.0,4.12,36060,4.119999999999999,3.8385198934887823,3.2338038048533644,0.6047160886354179,0.4821740643032359
GMHIW,2020-09-16,4.6,4.74,4.51,4.6571,46722,4.657099999999999,3.787341692304925,3.1629081092416333,0.6244335830632912,0.45153855822019034
GMHIW,2020-09-15,5.0,5.0,4.61,4.65,54288,4.649999999999999,3.629203818178547,3.0433727579809635,0.5858310601975831,0.408314802009415
GMHIW,2020-09-14,4.4,4.5,4.2,4.4999,125775,4.4998999999999985,3.4436045123928283,2.9148425786194414,0.5287619337733873,0.36393573746237284
GMHIW,2020-09-11,4.25,4.25,4.02,4.15,71431,4.149999999999999,3.2515507873733425,2.788037984908996,0.4635128024643462,0.3227291883846193
GMHIW,2020-09-10,4.18,4.18,3.78,3.9932,131846,3.993199999999998,3.088196385077586,2.6790810237017157,0.4091153613758705,0.28753328486468743
GMHIW,2020-09-09,3.4,3.66,3.35,3.66,102632,3.6599999999999984,2.9236502732735112,2.573951505597853,0.3496987676756578,0.2571377657368916
GMHIW,2020-09-08,3.25,3.25,3.09,3.1,41455,3.0999999999999983,2.7897685047777863,2.4870676260456817,0.3027008787321046,0.23399751525219994
GMHIW,2020-09-08,3.25,3.25,3.09,3.1,41455,3.099999999999997,2.7333627783737477,2.438033036129336,0.29532974224441144,0.21682167438222374
GMHIW,2020-09-04,3.35,3.35,2.98,2.98,89697,2.9799999999999973,2.6667014653507923,2.3850756790196823,0.28162578633111,0.1971946574166767
GMHIW,2020-09-03,3.3,3.3,3.1,3.15,40746,3.149999999999997,2.6097380954145732,2.3374817333412565,0.2722563620733163,0.17608687518806834
GMHIW,2020-09-02,3.12,3.5,2.9,2.9,154699,2.899999999999997,2.5115086582172226,2.272480272008557,0.2390283862086657,0.15204450346675624
GMHIW,2020-09-01,2.75,2.75,2.6,2.63,29140,2.6299999999999977,2.440873868802172,2.2222786937692414,0.21859517503293047,0.13029853278127884
GMHIW,2020-08-31,2.9,2.9,2.6647,2.7,27208,2.6999999999999984,2.406487299493476,2.189660989270781,0.21682631022269527,0.10822437221836594
GMHIW,2020-08-28,2.96,2.96,2.75,2.75,29086,2.7499999999999982,2.353121353946835,2.148833868412443,0.20428748553439213,0.0810738877172836
GMHIW,2020-08-27,3.0,3.0,2.7,2.76,36401,2.759999999999998,2.280961600118987,2.1007405778854387,0.1802210222335483,0.05027048826300646
GMHIW,2020-08-26,3.42,3.42,2.91,2.91,47292,2.9099999999999984,2.1938637092315303,2.0479998241162742,0.14586388511525605,0.017782854770370997
GMHIW,2020-08-25,3.2,3.3,2.94,2.98,201611,2.979999999999998,2.0636571109099897,1.9790398100455755,0.08461730086441421,-0.014237402815850269
GMHIW,2020-08-24,2.59,2.6,2.1,2.3645,212390,2.3644999999999983,1.8970493128936248,1.8989629948492217,-0.0019136819555971574,-0.03895107873591639
GMHIW,2020-08-21,1.73,2.1,1.73,1.9502,25432,1.9501999999999984,1.812058278874284,1.86172003443716,-0.049661755562876,-0.048210427930996246
GMHIW,2020-08-20,1.6913,1.6913,1.65,1.6801,1500,1.6800999999999984,1.7869416023059717,1.8546416371921324,-0.06770003488616072,-0.04784759602302631
GMHIW,2020-08-19,1.725,1.725,1.725,1.725,333,1.7249999999999983,1.8063673481797848,1.8686049681675032,-0.06223761998771837,-0.0428844863072427
GMHIW,2020-08-18,1.74,1.74,1.74,1.74,7781,1.739999999999998,1.8211614114852,1.8800933656209031,-0.058931954135702964,-0.038046202887123785
GMHIW,2020-08-17,1.72,1.76,1.72,1.75,10164,1.749999999999998,1.8359180317552368,1.8913008348705755,-0.05538280311533872,-0.03282476507497894
GMHIW,2020-08-14,1.75,1.75,1.75,1.75,300,1.7499999999999982,1.8515394920743704,1.9026049016602211,-0.05106540958585093,-0.027185255564888988
GMHIW,2020-08-13,1.85,1.85,1.75,1.75,5300,1.7499999999999982,1.8700012179060743,1.914813293793039,-0.04481207588696479,-0.02121521705964856
GMHIW,2020-08-13,1.85,1.85,1.75,1.75,5300,1.7499999999999982,1.891819621161724,1.9279983572964825,-0.03617873613475808,-0.015316002352819501
GMHIW,2020-08-11,1.9,1.9,1.9,1.9,200,1.899999999999998,1.917605006827492,1.942238225880201,-0.02463321905270877,-0.010100318907334746
GMHIW,2020-08-10,1.91,1.91,1.75,1.75,3877,1.7499999999999982,1.9208059171597636,1.945617283950617,-0.02481136679085361,-0.006467093870991186
GMHIW,2020-08-07,1.95,1.95,1.85,1.8521,51352,1.8520999999999983,1.9518615384615383,1.9612666666666665,-0.009405128205127957,-0.0018810256410256355
GMHIW,2020-08-06,1.97,1.97,1.97,1.97,500,1.969999999999998,1.97,1.97,0.0,0.0
