Symbol,Date,Open,High,Low,Close,Volume,AHT SMA,AHT spanTwelveEMA,AHT spanTwntySixEMA,AHT_x,AHT_y
AHT,2020-09-23,1.72,1.72,1.35,1.5,512548,1.5,2.0740888257860917,2.5233204863116794,-0.4492316605255873,-0.39780024238163764
AHT,2020-09-22,1.84,1.8689,1.77,1.78,128797,1.7800000000000002,2.1784686122926544,2.6051861252166137,-0.4267175129239593,-0.38494238784565005
AHT,2020-09-21,2.0,2.0,1.82,1.87,145524,1.8700000000000003,2.250917450891319,2.6712010152339434,-0.42028356434262415,-0.3744986065760727
AHT,2020-09-18,2.08,2.09,1.9823,2.01,152771,2.01,2.320175169235194,2.7352970964526584,-0.4151219272174633,-0.3630523671344347
AHT,2020-09-17,2.06,2.06,1.98,2.0049,68353,2.0049,2.376570654550685,2.7933208641688703,-0.41675020961818543,-0.35003497711367726
AHT,2020-09-16,2.15,2.1821,1.97,1.99,138519,1.99,2.444147137196264,2.85639453330238,-0.41224739610611616,-0.3333561689875502
AHT,2020-09-15,1.89,2.02,1.89,1.97,55670,1.97,2.5267193439592206,2.9257060959665706,-0.39898675200734995,-0.31363336220790883
AHT,2020-09-14,1.9,1.94,1.78,1.94,132056,1.94,2.627941042860897,3.0021625836438965,-0.3742215407829996,-0.29229501475804853
AHT,2020-09-11,2.25,2.2502,2.11,2.1116,159818,2.1116000000000006,2.753021232471969,3.0871355903354085,-0.3341143578634393,-0.2718133832518107
AHT,2020-09-10,2.46,2.49,2.32,2.3247,254807,2.324700000000001,2.8696432747396003,3.165178437562241,-0.2955351628226408,-0.2562381395989035
AHT,2020-09-09,2.4,2.57,2.32,2.5501,262544,2.5501000000000005,2.9687238701467997,3.2324167125672205,-0.26369284242042035,-0.2464138837929692
AHT,2020-09-08,2.91,2.99,2.8,2.88,86411,2.8800000000000003,3.0448373010825818,3.2870020495725982,-0.242164748490016,-0.2420941441361063
AHT,2020-09-08,2.91,2.99,2.8,2.88,86411,2.88,3.074807719461233,3.3195622135384064,-0.2447544940771724,-0.24207649304762874
AHT,2020-09-04,2.92,3.0010000000000003,2.92,2.9603,13815,2.9603,3.1102273048178217,3.3547271906214786,-0.2444998858036569,-0.24140699279024258
AHT,2020-09-03,2.99,3.15,2.95,3.116,84925,3.116,3.1374868147846984,3.3862813658711968,-0.2487945510864984,-0.24063376953688898
AHT,2020-09-02,3.01,3.04,2.8799,2.92,60241,2.9199999999999995,3.1413935083819164,3.4079038751408923,-0.2665103667589759,-0.23859357414948662
AHT,2020-09-01,3.14,3.14,3.03,3.11,81626,3.1099999999999994,3.1816468735422654,3.4469361851521634,-0.2652893116098989,-0.2316143759971143
AHT,2020-08-31,3.13,3.2162,3.07,3.13,71299,3.1299999999999994,3.1946735778226767,3.4738910799643365,-0.27921750214165986,-0.22319564209391834
AHT,2020-08-28,2.84,2.9273,2.7409,2.7929,31985,2.7928999999999995,3.2064324101540733,3.501402366361484,-0.2949699562074111,-0.20919017708198295
AHT,2020-08-27,2.71,2.94,2.7,2.8564,104224,2.8563999999999994,3.281620121091177,3.5580825556704028,-0.2764624345792259,-0.187745232300626
AHT,2020-08-26,2.92,2.9345,2.82,2.84,99340,2.839999999999999,3.3589328703804817,3.614217160124035,-0.2552842897435532,-0.16556593173097603
AHT,2020-08-25,3.13,3.14,3.03,3.09,43360,3.089999999999999,3.4532843013587518,3.676154532933957,-0.222870231575206,-0.14313634222783173
AHT,2020-08-24,3.11,3.15,3.01,3.1001,165716,3.1000999999999994,3.519335992514888,3.7230468955686735,-0.20371090305378606,-0.12320286989098839
AHT,2020-08-21,3.33,3.4,3.26,3.28,71943,3.279999999999999,3.595560718426686,3.7728826472141677,-0.1773219287874821,-0.10307586160028906
AHT,2020-08-20,3.33,3.4,3.3,3.34,96861,3.3399999999999994,3.652935394504265,3.812313258991301,-0.15937786448703628,-0.0845143448034909
AHT,2020-08-19,3.33,3.35,3.26,3.27,127058,3.27,3.7098327389595864,3.8500983197106056,-0.14026558075101958,-0.06579846488260467
AHT,2020-08-18,3.44,3.54,3.41,3.44,111972,3.4399999999999986,3.7898023278613286,3.8965061852874534,-0.10670385742612476,-0.04718168591550105
AHT,2020-08-17,3.63,3.64,3.48,3.5601,183415,3.560099999999999,3.853402751108844,3.9330266801104505,-0.07962392900160653,-0.03230114303784513
AHT,2020-08-14,3.58,3.65,3.51,3.65,87279,3.649999999999999,3.9067305240377235,3.9628608145192863,-0.05613029048156193,-0.020470446546904775
AHT,2020-08-13,3.71,3.84,3.68,3.77,60941,3.769999999999999,3.953408801135492,3.987889679680829,-0.03448087854533677,-0.011555485563240264
AHT,2020-08-12,3.91,3.98,3.76,3.82,81055,3.819999999999999,3.9867558558873992,4.005320854055295,-0.01856499816789592,-0.0058241373177161364
AHT,2020-08-11,4.18,4.18,3.99,4.0555,243697,4.0554999999999986,4.017075102412381,4.020146522379719,-0.0030714199673376186,-0.0026389221051711905
AHT,2020-08-10,3.97,4.03,3.94,4.0,45935,3.9999999999999982,4.01008875739645,4.017318244170096,-0.007229486773645988,-0.0025307976396295832
AHT,2020-08-07,3.91,3.99,3.85,3.94,60755,3.9399999999999977,4.011923076923076,4.018703703703704,-0.0067806267806265206,-0.0013561253561254817
AHT,2020-08-06,3.94,4.06,3.94,4.025,25460,4.024999999999999,4.025,4.025,0.0,0.0
