Symbol,Date,Open,High,Low,Close,Volume,RIOT SMA,RIOT spanTwelveEMA,RIOT spanTwntySixEMA,RIOT_x,RIOT_y
RIOT,2020-09-23,2.9,2.92,2.85,2.8699,333346,2.8699,3.001977767692821,3.2305657604430986,-0.22858799275027766,-0.2576310302001845
RIOT,2020-09-22,2.95,2.96,2.835,2.915,577004,2.9150000000000005,3.025991907273334,3.2594190212785463,-0.2334271140052122,-0.2648917895626612
RIOT,2020-09-21,2.85,3.03,2.85,2.9401,629590,2.9401,3.046172254050304,3.28697254298083,-0.24080028893052585,-0.2727579584520234
RIOT,2020-09-18,3.03,3.06,2.97,3.0135,320503,3.0135,3.0654581184230865,3.3147223464192965,-0.2492642279962101,-0.28074737583239767
RIOT,2020-09-17,2.92,3.02,2.9,2.99,564543,2.99,3.0749050490454657,3.33882013413284,-0.2639150850873744,-0.28861816279144453
RIOT,2020-09-16,3.02,3.03,2.96,3.0291,563216,3.0291,3.090342330690096,3.3667257448634667,-0.2763834141733712,-0.29479393221746203
RIOT,2020-09-15,3.11,3.13,3.0301,3.04,540836,3.04,3.1014772999064775,3.3937358044525445,-0.2922585045460675,-0.29939656172848483
RIOT,2020-09-14,3.0683,3.0683,2.8737,2.9989999999999997,836045,2.9989999999999997,3.112654990798564,3.422034668808748,-0.30937967801018385,-0.3011810760240893
RIOT,2020-09-11,2.86,2.9,2.8,2.81,523746,2.81,3.133319534580121,3.455877442313448,-0.3225579077333265,-0.29913142552756566
RIOT,2020-09-10,3.01,3.14,3.0033,3.125,808827,3.125,3.19210490450378,3.5075476376985235,-0.3154427331947436,-0.2932748049761252
RIOT,2020-09-09,2.88,3.01,2.88,2.9803,694298,2.9803,3.2043057962317403,3.5381514487144057,-0.33384565248266584,-0.28773282292147057
RIOT,2020-09-08,2.84,2.84,2.63,2.7977,1276078,2.7976999999999994,3.2450341228193285,3.5827795646115583,-0.3377454417922299,-0.2762046155311718
RIOT,2020-09-08,2.84,2.84,2.63,2.7977,1276078,2.7977,3.32636759969557,3.6455859297804825,-0.31921833008491296,-0.26081940896590733
RIOT,2020-09-04,3.08,3.14,2.85,2.8801,1691260,2.8801,3.4224889814584007,3.7134168041629216,-0.2909278227045209,-0.24621967868615605
RIOT,2020-09-03,3.12,3.29,3.09,3.2173,1240330,3.2172999999999994,3.521105159905382,3.7800821484959553,-0.2589769885905726,-0.23504264268156483
RIOT,2020-09-02,3.51,3.52,3.3,3.3073,1879606,3.3073,3.576342461706361,3.825104720375632,-0.2487622586692701,-0.22905905620431274
RIOT,2020-09-01,3.52,3.5899,3.4568,3.5122,744741,3.5121999999999995,3.6252592729257,3.8665290980056817,-0.2412698250799821,-0.22413325558807315
RIOT,2020-08-31,3.66,3.7,3.51,3.53,945778,3.53,3.6458155043667366,3.894875425846137,-0.24905992147940026,-0.219849113215096
RIOT,2020-08-28,3.25,3.43,3.21,3.42,713744,3.4199999999999995,3.6668728687970527,3.924065459913828,-0.2571925911167749,-0.21254641114901995
RIOT,2020-08-27,3.46,3.5,3.36,3.37,627229,3.3699999999999988,3.711758844941971,3.9643906967069333,-0.2526318517649626,-0.2013848661570811
RIOT,2020-08-26,3.4,3.45,3.35,3.4401,806883,3.4401,3.773896816749602,4.011941952443489,-0.2380451356938869,-0.18857311975511082
RIOT,2020-08-25,3.43,3.45,3.3,3.3249,1392310,3.324899999999998,3.834587147067712,4.0576893086389685,-0.22310216157125584,-0.1762051157704168
RIOT,2020-08-24,3.78,3.79,3.57,3.6178,1053522,3.617799999999999,3.9272575374436594,4.116312453330084,-0.18905491588642587,-0.16448085432020693
RIOT,2020-08-21,3.84,3.94,3.82,3.9141,758455,3.914099999999999,3.983522544251597,4.1561934495964925,-0.17267090534489515,-0.1583373389286524
RIOT,2020-08-20,3.73,3.94,3.71,3.9199,1164982,3.919899999999999,3.9961448250246154,4.175560925564212,-0.1794161005395969,-0.1547539473245916
RIOT,2020-08-19,3.86,3.97,3.77,3.9129,1187182,3.9128999999999987,4.0100075204836365,4.196013799609349,-0.18600627912571355,-0.1485884090208404
RIOT,2020-08-18,4.0,4.1,3.91,3.9869,1977715,3.986899999999999,4.027663433298842,4.218662903578097,-0.19099947027925526,-0.13923394149462232
RIOT,2020-08-17,3.95,4.12,3.9,4.0201,2592270,4.020099999999999,4.0350749666259045,4.237203935864343,-0.20212896923843984,-0.12629255929846406
RIOT,2020-08-14,3.67,3.68,3.44,3.535,1079506,3.535,4.037797687830614,4.254572250733491,-0.2167745629028772,-0.10733345681347033
RIOT,2020-08-13,3.42,3.56,3.41,3.475,789503,3.475,4.129215449254362,4.3121380307921715,-0.1829225815378086,-0.0799731802911186
RIOT,2020-08-12,3.75,3.83,3.68,3.78,1015492,3.779999999999999,4.248163712755155,4.3791090732555435,-0.1309453605003892,-0.05423582997944587
RIOT,2020-08-11,3.77,4.0,3.61,3.97,2174953,3.9699999999999993,4.333284387801547,4.427037799115988,-0.0937534113144407,-0.035058447349210264
RIOT,2020-08-10,4.255,4.28,4.11,4.18,2119955,4.179999999999998,4.399336094674557,4.463600823045267,-0.06426472837071097,-0.020384706357902654
RIOT,2020-08-07,4.12,4.13,3.86,3.9399,2287533,3.9398999999999984,4.439215384615385,4.486288888888889,-0.04707350427350399,-0.009414700854700798
RIOT,2020-08-06,4.37,4.58,4.22,4.53,6821908,4.529999999999999,4.53,4.53,0.0,0.0
