Symbol,Date,Open,High,Low,Close,Volume,SBBP SMA,SBBP spanTwelveEMA,SBBP spanTwntySixEMA,SBBP_x,SBBP_y
SBBP,2020-09-23,2.26,2.29,2.2105,2.255,120159,2.255,2.5711646077195485,2.9939281461462004,-0.4227635384266515,-0.36107125729134093
SBBP,2020-09-22,2.2,2.26,2.15,2.185,174705,2.185,2.628649081850375,3.0530423978378964,-0.4243933159875208,-0.34564818700751315
SBBP,2020-09-21,2.17,2.17,2.11,2.1499,100371,2.1499,2.7093125512777156,3.1224857896649283,-0.41317323838721176,-0.3259619047625111
SBBP,2020-09-18,2.25,2.28,2.23,2.245,160400,2.245,2.811023924237301,3.2002926528381224,-0.38926872860082096,-0.30415907135633563
SBBP,2020-09-17,2.12,2.22,2.08,2.22,921508,2.22,2.9139373650077194,3.2767160650651714,-0.3627787000574521,-0.2828816570452142
SBBP,2020-09-16,2.81,2.8310000000000004,2.7829,2.79,9845,2.79,3.040107795009123,3.3612533502703847,-0.3211455552612623,-0.2629073962921547
SBBP,2020-09-15,2.84,2.88,2.805,2.805,25190,2.805,3.0855819395562363,3.4069536182920164,-0.3213716787357801,-0.2483478565498779
SBBP,2020-09-14,2.62,2.8,2.62,2.7502,81750,2.750199999999998,3.1365968376573696,3.4551099077553773,-0.3185130700980077,-0.23009190100340232
SBBP,2020-09-11,2.7,2.76,2.63,2.63,25660,2.6299999999999986,3.206850808140528,3.5115027003758077,-0.3046518922352797,-0.20798660872975097
SBBP,2020-09-10,2.84,2.84,2.68,2.72,103786,2.719999999999999,3.3117327732569874,3.582022916405872,-0.27029014314888444,-0.1838202878533688
SBBP,2020-09-09,2.9,2.95,2.83,2.84,110687,2.8399999999999985,3.4193205502128032,3.650984749718341,-0.23166419950553815,-0.16220282402948985
SBBP,2020-09-08,3.22,3.37,3.07,3.07,230495,3.0699999999999985,3.524651559342404,3.7158635296958087,-0.1912119703534048,-0.14483748016047787
SBBP,2020-09-08,3.22,3.37,3.07,3.07,230495,3.069999999999999,3.6073154792228412,3.7675326120714736,-0.16021713284863282,-0.13324385761224614
SBBP,2020-09-04,3.62,3.67,3.48,3.5291,87090,3.5290999999999992,3.7050092027179033,3.823335221037192,-0.1183260183192889,-0.12650053880314957
SBBP,2020-09-03,3.74,3.76,3.6771,3.73,21327,3.729999999999999,3.7369926941211578,3.846874038720167,-0.109881344599009,-0.12854416892411483
SBBP,2020-09-02,3.79,3.79,3.69,3.74,22926,3.739999999999999,3.738264093052277,3.8562239618177796,-0.11795986876550303,-0.13320987500539117
SBBP,2020-09-01,3.82,3.8960000000000004,3.8080000000000003,3.85,20891,3.8499999999999988,3.737948473607237,3.8655218787632015,-0.12757340515596605,-0.13702237656536329
SBBP,2020-08-31,3.74,3.79,3.66,3.78,109883,3.779999999999999,3.717575468808552,3.866763629064258,-0.14918816025570658,-0.13938461941771293
SBBP,2020-08-28,3.6,3.6,3.56,3.58,4553,3.58,3.7062255540464704,3.8737047193894,-0.16747916534292928,-0.13693373420821464
SBBP,2020-08-27,3.68,3.68,3.6038,3.615,8427,3.615,3.7291756547821926,3.897201096940552,-0.1680254421583589,-0.12929737642453587
SBBP,2020-08-26,3.53,3.622,3.43,3.464,31784,3.4640000000000004,3.7499348647425914,3.9197771846957954,-0.16984231995320442,-0.11961535999108001
SBBP,2020-08-25,3.61,3.61,3.45,3.4501,43319,3.4501000000000004,3.801923021968516,3.956239359471459,-0.1543163375029426,-0.10705862000054901
SBBP,2020-08-24,3.78,3.82,3.44,3.44,220561,3.4400000000000004,3.8658908441446096,3.996730508229176,-0.1308396640845655,-0.09524419062495049
SBBP,2020-08-21,4.0,4.022,3.8801,3.95,50668,3.9500000000000006,3.9433255430799936,4.0412689488875095,-0.09794340580751593,-0.0863453222600465
SBBP,2020-08-20,3.95,3.95,3.81,3.91,31383,3.910000000000001,3.9421120054581738,4.0485704647985115,-0.10645845934033638,-0.08344580137317914
SBBP,2020-08-19,3.91,3.9274,3.85,3.88,28876,3.880000000000001,3.9479505519051155,4.059656101982392,-0.11170555007727677,-0.0776926368813895
SBBP,2020-08-18,3.9,3.9,3.853,3.86,34960,3.86,3.960305197706045,4.0740285901409825,-0.11372339243493812,-0.06918940858241779
SBBP,2020-08-17,3.74,3.7799,3.5301,3.6910000000000003,63582,3.6910000000000003,3.978542506379872,4.091150877352264,-0.11260837097239128,-0.0580559126192878
SBBP,2020-08-14,3.8,3.8,3.64,3.6877,60695,3.6877,4.030822962085303,4.123162947540444,-0.09233998545514144,-0.04441779803101182
SBBP,2020-08-13,4.01,4.04,3.9010000000000002,3.9560000000000004,21138,3.956000000000001,4.093208955191722,4.15799998334368,-0.0647910281519577,-0.03243725117497941
SBBP,2020-08-12,3.99,4.05,3.93,3.93,13394,3.9300000000000006,4.118156037953853,4.174159982011174,-0.05600394405732079,-0.02434880693073484
SBBP,2020-08-11,4.11,4.1996,3.96,4.04,38638,4.040000000000001,4.152366226672736,4.193692780572068,-0.04132655389933237,-0.016435022649088353
SBBP,2020-08-10,4.06,4.06,3.95,4.0401,35008,4.040100000000002,4.172796449704142,4.205988203017833,-0.03319175331369095,-0.01021213983652757
SBBP,2020-08-07,4.0,4.0,3.88,3.96,17937,3.9600000000000017,4.196923076923077,4.21925925925926,-0.02233618233618273,-0.004467236467236724
SBBP,2020-08-06,4.24,4.4,4.2101,4.24,60419,4.240000000000003,4.24,4.24,0.0,0.0
