Symbol,Date,Open,High,Low,Close,Volume,AHT SMA,AHT spanTwelveEMA,AHT spanTwntySixEMA,AHT_x,AHT_y
AHT,2020-09-25,1.48,1.48,1.37,1.3889,194820,1.3889,1.8903534134032536,2.3659653044651487,-0.4756118910618952,-0.42244818247359095
AHT,2020-09-24,1.46,1.485,1.43,1.4727,59119,1.4727,1.9815267612947545,2.444130528822361,-0.4626037675276067,-0.4091572553265148
AHT,2020-09-23,1.72,1.72,1.35,1.5,512548,1.5000000000000002,2.0740407178938005,2.5218449711281496,-0.4478042532343491,-0.39579562727624185
AHT,2020-09-22,1.84,1.8689,1.77,1.78,128797,1.7800000000000002,2.1784117575108555,2.6035925688184016,-0.42518081130754615,-0.38279347078671505
AHT,2020-09-21,2.0,2.0,1.82,1.87,145524,1.8700000000000003,2.2508502588764654,2.669479974323873,-0.4186297154474081,-0.3721966356565073
AHT,2020-09-18,2.08,2.09,1.9823,2.01,152771,2.01,2.3200957604903683,2.733438372269783,-0.4133426117794148,-0.36058836570878217
AHT,2020-09-17,2.06,2.06,1.98,2.0049,68353,2.0049,2.3764768078522533,2.791313442051365,-0.4148366341991121,-0.347399804191124
AHT,2020-09-16,2.15,2.1821,1.97,1.99,138519,1.99,2.444036227461754,2.8542265174154746,-0.41019028995372064,-0.33054059668912705
AHT,2020-09-15,1.89,2.02,1.89,1.97,55670,1.97,2.526588268818436,2.923364638808713,-0.3967763699902767,-0.3106281733729786
AHT,2020-09-14,1.9,1.94,1.78,1.94,132056,1.94,2.6277861358763337,2.99963380991341,-0.3718476740370762,-0.28909112421865396
AHT,2020-09-11,2.25,2.2502,2.11,2.1116,159818,2.1116000000000006,2.7528381605811214,3.0844045147064825,-0.33156635412536106,-0.26840198676404836
AHT,2020-09-10,2.46,2.49,2.32,2.3247,254807,2.324700000000001,2.8694269170504163,3.1622288758830006,-0.2928019588325843,-0.2526108949237202
AHT,2020-09-09,2.4,2.57,2.32,2.5501,262544,2.5501000000000005,2.9684681746959467,3.2292311859536404,-0.2607630112576937,-0.24256312894650414
AHT,2020-09-08,2.91,2.99,2.8,2.88,86411,2.8800000000000003,3.0445351155497558,3.283561680829932,-0.2390265652801764,-0.23801315836870673
AHT,2020-09-08,2.91,2.99,2.8,2.88,86411,2.88,3.0744505911042563,3.3158466152963264,-0.2413960241920696,-0.23775980664083932
AHT,2020-09-04,2.92,3.0010000000000003,2.92,2.9603,13815,2.9603,3.1098052440323034,3.350714344520032,-0.24090910048772865,-0.2368507522530316
AHT,2020-09-03,2.99,3.15,2.95,3.116,84925,3.116,3.1369880156745404,3.381947492081635,-0.2449594764070944,-0.23583616519435732
AHT,2020-09-02,3.01,3.04,2.8799,2.92,60241,2.9199999999999995,3.1408040185244572,3.4032232914481657,-0.2624192729237089,-0.23355533739117307
AHT,2020-09-01,3.14,3.14,3.03,3.11,81626,3.1099999999999994,3.1809502037107213,3.4418811547640185,-0.2609309510532976,-0.2263393535080392
AHT,2020-08-31,3.13,3.2162,3.07,3.13,71299,3.1299999999999994,3.1938502407490343,3.46843164714514,-0.2745814063961056,-0.2176914541217247
AHT,2020-08-28,2.84,2.9273,2.7409,2.7929,31985,2.7928999999999995,3.205459375430677,3.495506178916752,-0.2900468034860739,-0.20346896605312945
AHT,2020-08-27,2.71,2.94,2.7,2.8564,104224,2.8563999999999994,3.280470170963528,3.5517146732300917,-0.2712445022665637,-0.18182450669489308
AHT,2020-08-26,2.92,2.9345,2.82,2.84,99340,2.839999999999999,3.357573838411441,3.6073398470884985,-0.24976600867705698,-0.15946950780197544
AHT,2020-08-25,3.13,3.14,3.03,3.09,43360,3.089999999999999,3.4516781726680668,3.668727034855578,-0.21704886218751085,-0.13689538258320494
AHT,2020-08-24,3.11,3.15,3.01,3.1001,165716,3.1000999999999994,3.517437840425898,3.715025197644025,-0.1975873572181266,-0.11685701268212835
AHT,2020-08-21,3.33,3.4,3.26,3.28,71943,3.279999999999999,3.5933174477760614,3.7642192134555463,-0.17090176567948578,-0.09667442654812866
AHT,2020-08-20,3.33,3.4,3.3,3.34,96861,3.3399999999999994,3.6502842564626174,3.8029567505319903,-0.1526724940693729,-0.07811759176528961
AHT,2020-08-19,3.33,3.35,3.26,3.27,127058,3.27,3.7066995758194574,3.8399932905745495,-0.1332937147550921,-0.059478866189268786
AHT,2020-08-18,3.44,3.54,3.41,3.44,111972,3.4399999999999986,3.7860994986957226,3.8855927538205135,-0.0994932551247909,-0.041025154047812956
AHT,2020-08-17,3.63,3.64,3.48,3.5601,183415,3.560099999999999,3.8490266802767623,3.9212401741261536,-0.07221349384939169,-0.02640812877856847
AHT,2020-08-14,3.58,3.65,3.51,3.65,87279,3.649999999999999,3.901558803963447,3.9501313880562474,-0.04857258409279997,-0.014956787510862777
AHT,2020-08-13,3.71,3.84,3.68,3.77,60941,3.769999999999999,3.9472967683204367,3.9741418991007462,-0.026845130780309926,-0.006552838365378367
AHT,2020-08-12,3.91,3.98,3.76,3.82,81055,3.819999999999999,3.9795325443786984,3.9904732510288063,-0.010940706650108822,-0.0014797652616455894
AHT,2020-08-11,4.18,4.18,3.99,4.0555,243697,4.0554999999999986,4.008538461538461,4.004111111111111,0.004427350427349985,0.0008854700854699971
AHT,2020-08-10,3.97,4.03,3.94,4.0,45935,3.9999999999999982,4.0,4.0,0.0,0.0
