Symbol,Date,Open,High,Low,Close,Volume,PHX SMA,PHX spanTwelveEMA,PHX spanTwntySixEMA,PHX_x,PHX_y
PHX,2020-09-25,1.61,1.63,1.6,1.6,1806,1.6,1.741537364397327,1.8560511761703216,-0.11451381177299425,-0.11198689981984981
PHX,2020-09-24,1.67,1.68,1.6101,1.65,23115,1.65,1.7672714306513868,1.8765352702639475,-0.10926383961256048,-0.11135517183156364
PHX,2020-09-23,1.7,1.72,1.7,1.72,1436,1.7200000000000002,1.7885935089516392,1.8946580918850633,-0.10606458293342412,-0.11187800488631436
PHX,2020-09-22,1.72,1.76,1.72,1.74,3048,1.74,1.8010650560337549,1.908630739235868,-0.10756568320211303,-0.11333136037453691
PHX,2020-09-21,1.77,1.77,1.73,1.739,4325,1.739,1.8121677934944382,1.9221211983747375,-0.1099534048802997,-0.11477277966764288
PHX,2020-09-18,1.74,1.74,1.74,1.74,3329,1.74,1.8254710286752451,1.9367708942447168,-0.11129986556947168,-0.11597762336447877
PHX,2020-09-17,1.76,1.8,1.7590000000000001,1.8,3395,1.8,1.841011215707108,1.9525125657842937,-0.1115013500771862,-0.11714706281323053
PHX,2020-09-16,1.78,1.8116,1.77,1.81,9456,1.8100000000000005,1.848467800381127,1.9647135710470371,-0.11624577066591035,-0.11855849099724172
PHX,2020-09-15,1.79,1.8,1.7899,1.8,7729,1.8000000000000005,1.855461945904968,1.9770906567308004,-0.12162871082583225,-0.11913667108007461
PHX,2020-09-14,1.82,1.82,1.7993,1.7993,1876,1.7993000000000003,1.8655459360695081,1.9912579092692644,-0.12571197319975647,-0.11851366114363512
PHX,2020-09-11,1.77,1.77,1.73,1.73,2873,1.7300000000000002,1.8775906517185093,2.006614542010805,-0.12902389029229622,-0.11671408312960485
PHX,2020-09-10,1.78,1.81,1.75,1.7866,12954,1.7866000000000004,1.9044253156673288,2.02874370537167,-0.12431838970434073,-0.11363663133893212
PHX,2020-09-09,1.92,1.92,1.82,1.84,15893,1.8400000000000007,1.9258481003341164,2.0481152018014037,-0.12226710146728692,-0.11096619174757985
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9414568458494104,2.064764417945516,-0.12330757209610545,-0.10814096431765297
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9635399087311212,2.084345571381157,-0.12080566265003555,-0.10434931237303985
PHX,2020-09-04,1.97,2.0,1.93,1.964,37984,1.9640000000000009,1.9896380739549613,2.1054932170916496,-0.1158551431366881,-0.10023522480379085
PHX,2020-09-03,2.04,2.2,1.8693,1.92,463656,1.9200000000000004,1.9942995419467728,2.116812674458981,-0.12251313251220886,-0.09633024522056648
PHX,2020-09-02,1.8,1.8201,1.8,1.81,14728,1.8100000000000005,2.0078085495734586,2.1325576884157003,-0.1247491388422417,-0.08978452339765604
PHX,2020-09-01,1.89,1.89,1.8,1.8301,15989,1.8301000000000005,2.0437737404049967,2.158362303488956,-0.11458856308395934,-0.08104336953650962
PHX,2020-08-31,1.91,1.93,1.87,1.88,10468,1.88,2.082623511387724,2.1846232877680727,-0.10199977638034907,-0.07265707114964717
PHX,2020-08-28,1.95,2.08,1.87,1.9,178505,1.9000000000000004,2.119464149821855,2.208993150789518,-0.08952900096766303,-0.0653213948419718
PHX,2020-08-27,2.22,2.22,2.15,2.15,7515,2.150000000000001,2.1593667225167383,2.2337126028526795,-0.07434588033594157,-0.059269493310548996
PHX,2020-08-26,2.11,2.11,2.0773,2.0773,3713,2.077300000000001,2.1610697629743267,2.240409611080893,-0.0793398481065668,-0.055500396554200956
PHX,2020-08-25,2.02,2.05,2.01,2.05,8114,2.0500000000000016,2.1763006289696594,2.2534583799673653,-0.07715775099770594,-0.049540533666109596
PHX,2020-08-24,2.07,2.1,2.05,2.07,19994,2.0700000000000007,2.199264379691415,2.269735050364754,-0.0704706706733389,-0.042636229333210506
PHX,2020-08-21,2.13,2.13,2.07,2.11,5936,2.1100000000000017,2.2227669941807635,2.285713854393934,-0.06294686021317064,-0.0356776189981784
PHX,2020-08-20,2.12,2.134,2.0725,2.1092,16545,2.1092000000000017,2.243270084031811,2.2997709627454492,-0.056500878713637626,-0.028860308694430344
PHX,2020-08-19,2.15,2.1708,2.15,2.16,6433,2.160000000000001,2.2676464629466864,2.315016639765085,-0.04737017681839895,-0.02195016618962841
PHX,2020-08-18,2.15,2.19,2.15,2.1701,6495,2.170100000000001,2.287218547118811,2.3274179709462914,-0.04019942382748054,-0.015595163532435882
PHX,2020-08-17,2.2,2.2,2.11,2.15,32218,2.1500000000000017,2.30851282841314,2.3400034086219947,-0.03149058020885453,-0.009444098458674718
PHX,2020-08-14,2.21,2.29,2.15,2.2081,25159,2.208100000000002,2.337333342670074,2.355203681311754,-0.017870338641679414,-0.003932478021129762
PHX,2020-08-13,2.34,2.34,2.26,2.2968,7255,2.296800000000003,2.3608303140646343,2.3669719758166945,-0.006141661752060657,-0.0004480128659922365
PHX,2020-08-12,2.41,2.41,2.3,2.31,7923,2.310000000000003,2.3724721893491125,2.3725857338820298,-0.00011354453291767538,0.0009753993555247577
PHX,2020-08-11,2.43,2.48,2.42,2.45,5333,2.450000000000004,2.383830769230769,2.3775925925925927,0.006238176638176275,0.0012476353276352548
PHX,2020-08-10,2.39,2.4,2.36,2.3718,3922,2.371800000000003,2.3718,2.3718,0.0,0.0
