Symbol,Date,Open,High,Low,Close,Volume,GNBT SMA,GNBT spanTwelveEMA,GNBT spanTwntySixEMA,GNBT_x,GNBT_y
GNBT,2020-09-25,0.18100000000000002,0.19699999999999998,0.179,0.19399999999999998,344546,0.19399999999999998,0.2465596078358254,0.2986478699536073,-0.05208826211778192,-0.04297456068219815
GNBT,2020-09-24,0.1999,0.1999,0.171,0.1711,427087,0.1711,0.25611590016961183,0.3070196995498959,-0.05090379938028405,-0.0406961353233022
GNBT,2020-09-23,0.23,0.23,0.21255,0.2174,123688,0.2174,0.2715733365640867,0.3178932755138876,-0.04631993894980085,-0.03814421930905674
GNBT,2020-09-22,0.2299,0.2299,0.21,0.2299,170157,0.2299,0.2814230341211934,0.3259327375549986,-0.04450970343380517,-0.03610028939887071
GNBT,2020-09-21,0.25,0.25,0.225,0.239,387206,0.239,0.2907908585068649,0.33361535655939845,-0.04282449805253352,-0.033997935890137096
GNBT,2020-09-18,0.2599,0.29,0.24,0.24545,816579,0.24545,0.3002073782353858,0.3411845850841503,-0.040977206848764484,-0.03179129534953799
GNBT,2020-09-17,0.2599,0.2599,0.2322,0.242,133910,0.242,0.3101632651872741,0.34884335189088234,-0.03868008670360823,-0.029494817474731365
GNBT,2020-09-16,0.28600000000000003,0.2879,0.265,0.27105,273831,0.27105,0.3225565861304149,0.3573908200421529,-0.03483423391173806,-0.027198500167512147
GNBT,2020-09-15,0.3,0.305,0.3,0.301,54638,0.30099999999999993,0.3319214199723085,0.3642980856455251,-0.03237666567321662,-0.02528956673145568
GNBT,2020-09-14,0.3088,0.31,0.28,0.2801,126043,0.2801,0.33754349633090996,0.3693619324971671,-0.03181843616625707,-0.023517791996015443
GNBT,2020-09-11,0.335,0.335,0.33,0.33475,13302,0.3347499999999999,0.3479877683910755,0.3765028870969405,-0.02851511870586498,-0.02144263095345502
GNBT,2020-09-10,0.32,0.35,0.31,0.34299999999999997,44750,0.34299999999999986,0.350394635371271,0.3798431180646957,-0.02944848269342465,-0.01967450901535251
GNBT,2020-09-09,0.32,0.32,0.289,0.3,70726,0.2999999999999998,0.3517391145296839,0.38279056750987134,-0.031051452980187414,-0.017231015595834474
GNBT,2020-09-08,0.3,0.3,0.2801,0.3,18567,0.2999999999999999,0.36114622626235376,0.3894138129106611,-0.028267586648307308,-0.013775906249746237
GNBT,2020-09-08,0.3,0.3,0.2801,0.3,18567,0.2999999999999999,0.3722637219464181,0.396566917943514,-0.02430319599709585,-0.010152986150105969
GNBT,2020-09-04,0.34,0.34,0.32,0.33,18911,0.3299999999999999,0.3854025804821305,0.4042922713789951,-0.0188896908968646,-0.006615433688358482
GNBT,2020-09-03,0.36,0.36,0.32,0.36,16173,0.35999999999999993,0.39547577693342695,0.4102356530893147,-0.014759876155887752,-0.003546869386231953
GNBT,2020-09-02,0.365,0.365,0.35,0.3501,52926,0.3501,0.4019259181940501,0.4142545053364599,-0.012328587142409808,-0.0007436176938180031
GNBT,2020-09-01,0.38,0.38,0.355,0.37655,31511,0.37655,0.4113488124111501,0.4193868657633767,-0.008038053352226626,0.0021526246683299484
GNBT,2020-08-31,0.33,0.39,0.325,0.35700000000000004,45612,0.35700000000000004,0.4176758692131773,0.4228138150244468,-0.005137945811269472,0.004700294173469078
GNBT,2020-08-28,0.35,0.37799999999999995,0.35,0.35675,88769,0.3567500000000001,0.4287078454337551,0.4280789202264026,0.0006289252073524709,0.00715985416965373
GNBT,2020-08-27,0.41,0.425,0.41,0.42,46228,0.42,0.4417910900580741,0.4337852338445149,0.00800585621355926,0.00879258641022903
GNBT,2020-08-26,0.45,0.46,0.4370000000000001,0.46,28819,0.4600000000000001,0.4457531064322694,0.43488805255207597,0.010865053880193376,0.008989268959396486
GNBT,2020-08-25,0.41505,0.44,0.41505,0.435,12972,0.4350000000000001,0.4431627621472275,0.4328790967562421,0.010283665390985408,0.008520322729197248
GNBT,2020-08-24,0.4521,0.47,0.41,0.4255,74147,0.4255,0.4446469007194507,0.4327094244967415,0.011937476222709187,0.008079487063750206
GNBT,2020-08-21,0.4835,0.49,0.47200000000000003,0.4801,48390,0.4801000000000001,0.4481281553957144,0.4332861784564808,0.014841976939233613,0.007114989774010461
GNBT,2020-08-20,0.47,0.47,0.4603,0.47,38988,0.47,0.44231509274038977,0.4295410727329993,0.012774020007390474,0.005183242982704687
GNBT,2020-08-19,0.51,0.519,0.505,0.5095,87902,0.5095000000000001,0.4372814732386425,0.4263043585516392,0.010977114687003242,0.00328554872653324
GNBT,2020-08-18,0.449,0.45799999999999996,0.43,0.452,144326,0.4520000000000001,0.4241508320093048,0.4196487072357704,0.0045021247735344,0.001362657236415711
GNBT,2020-08-17,0.45,0.45,0.4111,0.43,40983,0.4300000000000001,0.4190873469200874,0.417060603814632,0.002026743105455475,0.0005777903521360388
GNBT,2020-08-14,0.45,0.45,0.42505,0.42905,14321,0.4290500000000001,0.4171032281782851,0.4160254521198025,0.0010777760584825824,0.00021555216380619345
GNBT,2020-08-13,0.4,0.42,0.4,0.42,38179,0.4200000000000001,0.4149310878470642,0.4149834882893868,-5.2400442322519953e-05,-3.809862903814921e-09
GNBT,2020-08-12,0.4001,0.42,0.4001,0.4001,114861,0.4001000000000001,0.4140094674556213,0.4145821673525377,-0.0005726998969163842,1.3095348252027973e-05
GNBT,2020-08-11,0.44,0.44,0.4151,0.425,37106,0.425,0.4165384615384615,0.4157407407407408,0.0007977207977207801,0.00015954415954414492
GNBT,2020-08-10,0.4124,0.44,0.41,0.415,111741,0.4150000000000001,0.415,0.415,0.0,0.0
