Symbol,Date,Open,High,Low,Close,Volume
CBWTF,2020-10-01,0.0921,0.1049,0.0921,0.1025,60875
CBWTF,2020-09-30,0.091,0.1,0.091,0.1,40759
CBWTF,2020-09-29,0.105,0.105,0.09903,0.1,90764
CBWTF,2020-09-28,0.088,0.1038,0.088,0.0987,270809
CBWTF,2020-09-25,0.099,0.105,0.0882,0.09745,94845
CBWTF,2020-09-24,0.0989,0.0989,0.09,0.0912,297990
CBWTF,2020-09-23,0.1067,0.1067,0.1,0.1,106686
CBWTF,2020-09-22,0.0961,0.1068,0.0922,0.10544,201078
CBWTF,2020-09-21,0.116,0.116,0.101,0.101,108479
CBWTF,2020-09-18,0.118,0.118,0.1123,0.1165,200461
CBWTF,2020-09-17,0.11595,0.1249,0.11595,0.1223,106069
CBWTF,2020-09-16,0.12,0.128,0.12,0.1261,64973
CBWTF,2020-09-15,0.11885,0.1244,0.11661,0.1212,117332
CBWTF,2020-09-14,0.121,0.132,0.121,0.1285,49881
CBWTF,2020-09-11,0.1271,0.1271,0.116,0.1224,27898
CBWTF,2020-09-10,0.11755,0.12944,0.11755,0.122,75266
CBWTF,2020-09-09,0.12575,0.13,0.124,0.125,110266
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634
CBWTF,2020-09-04,0.14,0.14,0.1275,0.134,183556
CBWTF,2020-09-03,0.132,0.1499,0.132,0.14,129944
CBWTF,2020-09-02,0.133,0.1437,0.133,0.139548,109485
CBWTF,2020-09-01,0.1211,0.1324,0.1211,0.13,203024
CBWTF,2020-08-31,0.1277,0.1383,0.1277,0.13125,225105
CBWTF,2020-08-28,0.15,0.1585,0.1259,0.1259,1267761
CBWTF,2020-08-27,0.161,0.161,0.148,0.1549,125135
CBWTF,2020-08-26,0.15,0.1567,0.14515,0.1515,70032
CBWTF,2020-08-25,0.15,0.155,0.14825,0.1516,224514
CBWTF,2020-08-24,0.1531,0.1639,0.1531,0.1582,344868
CBWTF,2020-08-21,0.16,0.164,0.16,0.1615,128183
CBWTF,2020-08-20,0.15825,0.173,0.15825,0.164,277819
CBWTF,2020-08-19,0.167,0.1727,0.1626,0.17157,69113
CBWTF,2020-08-18,0.164,0.1721,0.164,0.172,85692
CBWTF,2020-08-17,0.174,0.174,0.1635,0.17,103447
CBWTF,2020-08-14,0.1705,0.1765,0.162,0.1661,504525
