Symbol,Date,Open,High,Low,Close,Volume
PHX,2020-10-01,1.5,1.53,1.4502,1.465,17635
PHX,2020-09-30,1.62,1.6499,1.6,1.6362,29910
PHX,2020-09-29,1.75,1.7622,1.66,1.75,12353
PHX,2020-09-28,1.65,1.67,1.6312,1.64,12738
PHX,2020-09-25,1.61,1.63,1.6,1.6,1806
PHX,2020-09-24,1.67,1.68,1.6101,1.65,23115
PHX,2020-09-23,1.7,1.72,1.7,1.72,1436
PHX,2020-09-22,1.72,1.76,1.72,1.74,3048
PHX,2020-09-21,1.77,1.77,1.73,1.739,4325
PHX,2020-09-18,1.74,1.74,1.74,1.74,3329
PHX,2020-09-17,1.76,1.8,1.759,1.8,3395
PHX,2020-09-16,1.78,1.8116,1.77,1.81,9456
PHX,2020-09-15,1.79,1.8,1.7899,1.8,7729
PHX,2020-09-14,1.82,1.82,1.7993,1.7993,1876
PHX,2020-09-11,1.77,1.77,1.73,1.73,2873
PHX,2020-09-10,1.78,1.81,1.75,1.7866,12954
PHX,2020-09-09,1.92,1.92,1.82,1.84,15893
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517
PHX,2020-09-04,1.97,2.0,1.93,1.964,37984
PHX,2020-09-03,2.04,2.2,1.8693,1.92,463656
PHX,2020-09-02,1.8,1.8201,1.8,1.81,14728
PHX,2020-09-01,1.89,1.89,1.8,1.8301,15989
PHX,2020-08-31,1.91,1.93,1.87,1.88,10468
PHX,2020-08-28,1.95,2.08,1.87,1.9,178505
PHX,2020-08-27,2.22,2.22,2.15,2.15,7515
PHX,2020-08-26,2.11,2.11,2.0773,2.0773,3713
PHX,2020-08-25,2.02,2.05,2.01,2.05,8114
PHX,2020-08-24,2.07,2.1,2.05,2.07,19994
PHX,2020-08-21,2.13,2.13,2.07,2.11,5936
PHX,2020-08-20,2.12,2.134,2.0725,2.1092,16545
PHX,2020-08-19,2.15,2.1708,2.15,2.16,6433
PHX,2020-08-18,2.15,2.19,2.15,2.1701,6495
PHX,2020-08-17,2.2,2.2,2.11,2.15,32218
PHX,2020-08-14,2.21,2.29,2.15,2.2081,25159
