Symbol,Date,Open,High,Low,Close,Volume
GMHIW,2020-10-01,3.06,3.2,3.06,3.14,9757
GMHIW,2020-09-30,3.4,3.45,3.3,3.35,9089
GMHIW,2020-09-29,3.4,3.46,3.3,3.46,12389
GMHIW,2020-09-28,3.3,3.46,3.27,3.4,20411
GMHIW,2020-09-25,3.48,3.48,3.1501,3.1928,13205
GMHIW,2020-09-24,3.01,3.26,2.94,2.97,45563
GMHIW,2020-09-23,3.95,4.1,3.75,3.7891,36797
GMHIW,2020-09-22,4.01,4.2,4.0,4.0,9392
GMHIW,2020-09-21,3.99,3.9999,3.79,3.8,44622
GMHIW,2020-09-18,4.39,4.39,4.08,4.2194,22242
GMHIW,2020-10-01,3.06,3.2,3.06,3.14,9757
GMHIW,2020-09-30,3.4,3.45,3.3,3.35,9089
GMHIW,2020-09-29,3.4,3.46,3.3,3.46,12389
GMHIW,2020-09-28,3.3,3.46,3.27,3.4,20411
GMHIW,2020-09-25,3.48,3.48,3.1501,3.1928,13205
GMHIW,2020-09-24,3.01,3.26,2.94,2.97,45563
GMHIW,2020-09-23,3.95,4.1,3.75,3.7891,36797
GMHIW,2020-09-22,4.01,4.2,4.0,4.0,9392
GMHIW,2020-09-21,3.99,3.9999,3.79,3.8,44622
GMHIW,2020-09-18,4.39,4.39,4.08,4.2194,22242
GMHIW,2020-09-17,4.05,4.23,4.0,4.12,36060
GMHIW,2020-09-16,4.6,4.74,4.51,4.6571,46722
GMHIW,2020-09-15,5.0,5.0,4.61,4.65,54288
GMHIW,2020-09-14,4.4,4.5,4.2,4.4999,125775
GMHIW,2020-09-11,4.25,4.25,4.02,4.15,71431
GMHIW,2020-09-10,4.18,4.18,3.78,3.9932,131846
GMHIW,2020-09-09,3.4,3.66,3.35,3.66,102632
GMHIW,2020-09-08,3.25,3.25,3.09,3.1,41455
GMHIW,2020-09-08,3.25,3.25,3.09,3.1,41455
GMHIW,2020-09-04,3.35,3.35,2.98,2.98,89697
GMHIW,2020-09-03,3.3,3.3,3.1,3.15,40746
GMHIW,2020-09-02,3.12,3.5,2.9,2.9,154699
GMHIW,2020-09-01,2.75,2.75,2.6,2.63,29140
GMHIW,2020-08-31,2.9,2.9,2.6647,2.7,27208
GMHIW,2020-08-28,2.96,2.96,2.75,2.75,29086
GMHIW,2020-08-27,3.0,3.0,2.7,2.76,36401
GMHIW,2020-08-26,3.42,3.42,2.91,2.91,47292
GMHIW,2020-08-25,3.2,3.3,2.94,2.98,201611
GMHIW,2020-08-24,2.59,2.6,2.1,2.3645,212390
GMHIW,2020-08-21,1.73,2.1,1.73,1.9502,25432
GMHIW,2020-08-20,1.6913,1.6913,1.65,1.6801,1500
GMHIW,2020-08-19,1.725,1.725,1.725,1.725,333
GMHIW,2020-08-18,1.74,1.74,1.74,1.74,7781
GMHIW,2020-08-17,1.72,1.76,1.72,1.75,10164
GMHIW,2020-08-14,1.75,1.75,1.75,1.75,300
