Symbol,Date,Open,High,Low,Close,Volume
LIVX,2020-10-01,2.61,2.61,2.52,2.555,50858
LIVX,2020-09-30,2.63,2.69,2.6,2.66,26155
LIVX,2020-09-29,2.73,2.7348,2.65,2.665,19394
LIVX,2020-09-28,2.7,2.7226,2.62,2.6578,55515
LIVX,2020-09-25,2.66,2.6653,2.56,2.605,44125
LIVX,2020-09-24,2.59,2.61,2.45,2.5499,59218
LIVX,2020-09-23,2.85,2.85,2.7219,2.7219,63694
LIVX,2020-09-22,2.7738,2.8149,2.6789,2.7389,62271
LIVX,2020-09-21,2.92,3.015,2.81,2.835,185546
LIVX,2020-09-18,2.87,2.89,2.75,2.85,137770
LIVX,2020-09-17,2.72,2.73,2.62,2.68,52652
LIVX,2020-09-16,2.7,2.7002,2.5253,2.59,144443
LIVX,2020-09-15,2.68,2.7203,2.6297,2.64,58735
LIVX,2020-09-14,2.6,2.63,2.47,2.63,101144
LIVX,2020-09-11,2.56,2.61,2.54,2.56,28090
LIVX,2020-09-10,2.59,2.635,2.5647,2.599,44032
LIVX,2020-09-09,2.5,2.5698,2.46,2.515,65127
LIVX,2020-09-08,2.38,2.43,2.24,2.4095,108904
LIVX,2020-09-08,2.38,2.43,2.24,2.4095,108904
LIVX,2020-09-04,2.4,2.4,2.261,2.27,76108
LIVX,2020-09-03,2.55,2.56,2.41,2.4775,111926
LIVX,2020-09-02,2.72,2.72,2.56,2.575,78107
LIVX,2020-09-01,2.73,2.77,2.6691,2.68,102263
LIVX,2020-08-31,2.78,2.83,2.76,2.79,30128
LIVX,2020-08-28,2.72,2.79,2.65,2.73,83381
LIVX,2020-08-27,2.83,2.8336,2.7,2.755,62009
LIVX,2020-08-26,2.94,2.99,2.84,2.87,152495
LIVX,2020-08-25,2.78,2.8,2.7,2.76,100876
LIVX,2020-08-24,2.85,2.89,2.82,2.835,114630
LIVX,2020-08-21,2.83,2.95,2.8201,2.915,129406
LIVX,2020-08-20,2.85,2.93,2.78,2.9078,175940
LIVX,2020-08-19,2.93,2.99,2.83,2.89,102082
LIVX,2020-08-18,2.92,3.0,2.89,2.91,106640
LIVX,2020-08-17,2.83,2.85,2.78,2.845,93835
LIVX,2020-08-14,2.71,2.77,2.71,2.74,150721
