Symbol,Date,Open,High,Low,Close,Volume,GMHIW SMA,GMHIW spanTwelveEMA,GMHIW spanTwntySixEMA,GMHIW_x,GMHIW_y
GMHIW,2020-09-08,3.25,3.25,3.09,3.1,41455,3.1,2.791032674888616,2.5014062441656124,0.2896264307230032,0.21687439708245748
GMHIW,2020-09-08,3.25,3.25,3.09,3.1,41455,3.1,2.7348567975956364,2.453518743698861,0.2813380538967749,0.1986863886723209
GMHIW,2020-09-04,3.35,3.35,2.98,2.98,89697,2.98,2.6684671244312064,2.4018002431947703,0.2666668812364361,0.17802347236620727
GMHIW,2020-09-03,3.3,3.3,3.1,3.15,40746,3.15,2.6118247834186983,2.355544262650352,0.2562805207683465,0.15586262014865004
GMHIW,2020-09-02,3.12,3.5,2.9,2.9,154699,2.9,2.51397474404028,2.29198780366238,0.2219869403778998,0.130758144993726
GMHIW,2020-09-01,2.75,2.75,2.6,2.63,29140,2.6299999999999994,2.4437883338657853,2.2433468279553703,0.2004415059104145,0.10795094614768244
GMHIW,2020-08-31,2.9,2.9,2.6647,2.7,27208,2.7,2.409931667295928,2.2124145741918,0.1975170931041279,0.0848283062069993
GMHIW,2020-08-28,2.96,2.96,2.75,2.75,29086,2.75,2.3571919704406423,2.173407740127144,0.18378423031349825,0.05665610948271713
GMHIW,2020-08-27,3.0,3.0,2.7,2.76,36401,2.76,2.2857723287025764,2.1272803593373157,0.1584919693652611,0.024874079275021856
GMHIW,2020-08-26,3.42,3.42,2.91,2.91,47292,2.91,2.1995491157394085,2.0766627880843003,0.1228863276551082,-0.008530393247537849
GMHIW,2020-08-25,3.2,3.3,2.94,2.98,201611,2.9800000000000004,2.0703762276920283,2.009995811131044,0.06038041656098425,-0.04138457347319936
GMHIW,2020-08-24,2.59,2.6,2.1,2.3645,212390,2.3645,1.9049900872723973,1.932395476021528,-0.02740538874913012,-0.06682582098174526
GMHIW,2020-08-21,1.73,2.1,1.73,1.9502,25432,1.9502,1.8214428304128332,1.89782711410325,-0.0763842836904165,-0.07668092903989887
GMHIW,2020-08-20,1.6913,1.6913,1.65,1.6801,1500,1.6801,1.7980324359424391,1.8936372832315096,-0.09560484728907047,-0.07675509037726941
GMHIW,2020-08-19,1.725,1.725,1.725,1.725,333,1.725,1.8194746970228828,1.9107202658900304,-0.09124556886714784,-0.07204265114931914
GMHIW,2020-08-18,1.74,1.74,1.74,1.74,7781,1.7399999999999998,1.8366519146634068,1.9255778871612332,-0.08892597249782598,-0.06724192171986201
GMHIW,2020-08-17,1.72,1.76,1.72,1.75,10164,1.7499999999999998,1.8542249900567536,1.940424118134132,-0.08619912807737795,-0.06182090902537092
GMHIW,2020-08-14,1.75,1.75,1.75,1.75,300,1.75,1.8731749882488908,1.9556580475848624,-0.08248305933597155,-0.05572635426236904
GMHIW,2020-08-13,1.85,1.85,1.75,1.75,5300,1.75,1.89557044065778,1.9721106913916515,-0.07654025073387127,-0.04903717799396841
GMHIW,2020-08-13,1.85,1.85,1.75,1.75,5300,1.75,1.922037793504649,1.989879546702984,-0.06784175319833419,-0.04216140980899264
GMHIW,2020-08-11,1.9,1.9,1.9,1.9,200,1.9,1.9533173923236768,2.0090699104392225,-0.0557525181155456,-0.035741323961657086
GMHIW,2020-08-10,1.91,1.91,1.75,1.75,3877,1.75,1.9630114636552545,2.0177955032743604,-0.05478403961910594,-0.03073852542318495
GMHIW,2020-08-07,1.95,1.95,1.85,1.8521,51352,1.8521,2.0017408206834824,2.039219143536309,-0.03747832285282682,-0.024727146874204704
GMHIW,2020-08-06,1.97,1.97,1.97,1.97,500,1.97,2.0289482426259338,2.0541886750192138,-0.02524043239328,-0.02153935287954917
GMHIW,2020-08-05,1.98,2.09,1.98,2.09,47000,2.09,2.039666104921558,2.060923769020751,-0.02125766409919283,-0.020614083001116463
GMHIW,2020-08-04,2.14,2.14,2.14,2.14,100,2.140000000000001,2.0305144876345693,2.0585976705424107,-0.02808318290784229,-0.020453187726597367
GMHIW,2020-08-03,2.19,2.19,1.935,1.935,600,1.935000000000001,2.0106080308408543,2.052085484185804,-0.04147745334495001,-0.018545688931286358
GMHIW,2020-07-31,1.75,1.84,1.75,1.84,1700,1.8400000000000007,2.0243549455391907,2.061452322920668,-0.03709737738147734,-0.012812747827870556
GMHIW,2020-07-30,1.87,2.1,1.87,2.0,17392,2.000000000000001,2.057874026546316,2.079168508754321,-0.021294482208005228,-0.006741590439468859
GMHIW,2020-07-29,1.9837,1.9837,1.95,1.96,600,1.9600000000000009,2.068396576827465,2.085501989454668,-0.017105412627202554,-0.003103367497334767
GMHIW,2020-07-28,2.01,2.01,2.01,2.01,100,2.0100000000000007,2.0881050453415497,2.095542148611041,-0.007437103269491097,0.00039714378513229097
GMHIW,2020-07-27,2.08,2.08,2.0499,2.0499,3200,2.049900000000001,2.102305962676377,2.102385520499924,-7.95578235468497e-05,0.002355705548788138
GMHIW,2020-07-24,2.06,2.06,2.05,2.05,50000,2.0500000000000007,2.111834319526628,2.1065843621399183,0.005249957386709525,0.0029645213918718842
GMHIW,2020-07-23,2.25,2.25,2.205,2.25,950,2.250000000000001,2.123076923076923,2.1111111111111107,0.011965811965811923,0.002393162393162474
GMHIW,2020-07-22,2.06,2.1,2.055,2.1,6400,2.1000000000000014,2.1,2.1,0.0,0.0
