Symbol,Date,Open,High,Low,Close,Volume,TRCH SMA,TRCH spanTwelveEMA,TRCH spanTwntySixEMA,TRCH_x,TRCH_y
TRCH,2020-09-08,0.27,0.27,0.26,0.26000100000000004,98531,0.26000100000000004,0.2873135110894177,0.3016564195883232,-0.01434290849890546,-0.01007642864380572
TRCH,2020-09-08,0.27,0.27,0.26,0.26000100000000004,98531,0.26000100000000004,0.2922794221965845,0.304988853155389,-0.012709430958804445,-0.009009808680030785
TRCH,2020-09-04,0.27899999999999997,0.2798,0.271,0.2748,54709,0.27480000000000004,0.2981482262323272,0.3085878814078201,-0.01043965517549289,-0.008084903110337355
TRCH,2020-09-03,0.29,0.292299,0.28,0.284,74575,0.284,0.3023933582745685,0.3112909119204457,-0.008897553645877188,-0.007496215094048458
TRCH,2020-09-02,0.29,0.29,0.2811,0.2897,150958,0.2897,0.3057376052335809,0.3134741848740813,-0.007736579640500452,-0.0071458804560912605
TRCH,2020-09-01,0.308,0.3081,0.2988,0.2988,198928,0.2988,0.30865353345786833,0.3153761196640079,-0.006722586206139579,-0.006998205659988976
TRCH,2020-08-31,0.31,0.3151,0.3031,0.309799,410831,0.309799,0.3104450849956626,0.3167022092371285,-0.006257124241465961,-0.0070671105234513245
TRCH,2020-08-28,0.34,0.3589,0.3103,0.314799,1782424,0.314799,0.31056255499487395,0.31725446597609885,-0.006691910981224847,-0.007269607093947679
TRCH,2020-08-27,0.313,0.313,0.3031,0.30591,279021,0.30591,0.3097922922666693,0.3174509032541868,-0.0076586109875175215,-0.007414031122128372
TRCH,2020-08-26,0.306,0.31,0.306,0.3095,68735,0.3095,0.31049816358788185,0.3183741755145217,-0.007876011926639892,-0.0073528861557810975
TRCH,2020-08-25,0.315,0.315,0.3,0.305,150354,0.30500000000000005,0.31067964787658764,0.3190841095556835,-0.008404461679095865,-0.007222104713066413
TRCH,2020-08-24,0.32,0.325,0.307,0.308,134510,0.308,0.3117123111268764,0.3202108383201381,-0.008498527193261773,-0.00692651547155905
TRCH,2020-08-21,0.3,0.307,0.29251,0.2949,38141,0.2949,0.31238727678630845,0.3211877053857492,-0.008800428599440746,-0.006533512541133397
TRCH,2020-08-20,0.3,0.3046,0.3,0.3,82700,0.3,0.31556678165654634,0.3232907218166091,-0.007723940160062781,-0.005966783526556559
TRCH,2020-08-19,0.3034,0.3101,0.3002,0.30171,54601,0.30171,0.3183971055941002,0.3251539795619379,-0.00675687396783764,-0.005527494368180003
TRCH,2020-08-18,0.32,0.32095100000000004,0.309,0.31,240894,0.31,0.32143112479302755,0.3270294979268929,-0.005598373133865353,-0.005220149468265579
TRCH,2020-08-17,0.345,0.345,0.3081,0.3081,455686,0.3081,0.3235095111190325,0.32839185776104435,-0.0048823466420118145,-0.005125593551865636
TRCH,2020-08-14,0.31,0.32,0.306,0.316,175902,0.316,0.3263112404134021,0.3300152063819279,-0.0037039659685257904,-0.005186405279329077
TRCH,2020-08-13,0.4198,0.4198,0.35,0.38299999999999995,2042698,0.38299999999999995,0.32818601139765696,0.3311364228924821,-0.002950411494825056,-0.005557015107029899
TRCH,2020-08-12,0.3149,0.315,0.31,0.31,66000,0.31,0.3182198316517765,0.32698733672388064,-0.008767505072104166,-0.0062086660100810955
TRCH,2020-08-11,0.3161,0.3194,0.3013,0.3082,142095,0.3082,0.31971434649755404,0.3283463236617911,-0.008631977164237081,-0.005568956244575329
TRCH,2020-08-10,0.3151,0.3151,0.306,0.30990100000000004,167882,0.30990100000000004,0.32180786404256384,0.3299580295547344,-0.00815016551217057,-0.0048032010146598905
TRCH,2020-08-07,0.311,0.3111,0.302,0.302,90753,0.302,0.3239727484139391,0.3315625919191132,-0.00758984350517411,-0.00396645989028222
TRCH,2020-08-06,0.32,0.32,0.3169,0.3197,87338,0.31969999999999993,0.32796779358010986,0.33392759927264226,-0.005959805692532405,-0.0030606139865592477
TRCH,2020-08-05,0.3343,0.335,0.3245,0.3261,100381,0.32609999999999995,0.3294710287764935,0.3350658072144537,-0.005594778437960191,-0.002335816060065958
TRCH,2020-08-04,0.3199,0.32,0.312,0.3141,44253,0.3140999999999999,0.33008394309949224,0.33578307179161,-0.00569912869211775,-0.0015210754655923856
TRCH,2020-08-03,0.3199,0.32,0.3108,0.31351999999999997,74876,0.31351999999999985,0.3329901145721272,0.3375177175349388,-0.0045276029628116285,-0.00047656215896104423
TRCH,2020-07-31,0.3248,0.327,0.3104,0.31895,54773,0.3189499999999999,0.3365301354034231,0.33943753493773393,-0.0029073995343108505,0.0005361980420016016
