Symbol,Date,Open,High,Low,Close,Volume,IBM SMA,IBM spanTwelveEMA,IBM spanTwntySixEMA,IBM_x,IBM_y
IBM,2021-12-28,131.6,131.8248,131.59,131.78,60896,131.78,127.74387861048814,124.67060904342516,3.0732695670629795,2.249856068758004
IBM,2021-12-27,130.79,130.87,130.63,130.8159,77019,130.8159,127.01003835784962,124.10185776689916,2.908180590950451,2.04400269418176
IBM,2021-12-27,130.79,130.87,130.63,130.8159,77019,130.8159,126.31806351382228,123.56473438825113,2.7533291255711703,1.8279582199895832
IBM,2021-12-23,130.0,130.48,129.83,130.445,173788,130.445,125.50027506178998,122.9846411393112,2.5156339224787843,1.5966154935941899
IBM,2021-12-22,129.06,129.08,128.72,128.94,82469,128.94,124.6012341639336,122.3878124304561,2.2134217334775173,1.3668608863730412
IBM,2021-12-21,127.66,128.41,127.66,128.31,129957,128.31,123.81236764828516,121.86363742489256,1.9487302233926016,1.1552206745969258
IBM,2021-12-20,125.77,125.898,125.59,125.72,159593,125.72,122.99461631160976,121.34792841888398,1.646687892725765,0.9568432873980068
IBM,2021-12-17,125.87,125.92,125.6001,125.6001,708619,125.6001,122.4990920046297,120.9981626923947,1.5009293122350016,0.7843821360660634
IBM,2021-12-16,123.51,124.08,123.475,124.08,87448,124.08,121.93527236910784,120.63000770778628,1.3052646613215586,0.6052453420238288
IBM,2021-12-15,123.8,123.99,123.64,123.78,107599,123.78,121.54532189076382,120.35400832440918,1.191313566354637,0.4302405121993964
IBM,2021-12-14,122.35,123.15,122.3,123.15,122424,123.15,121.1390167799936,120.07992899036192,1.0590877896316755,0.2399722486605862
IBM,2021-12-13,123.76,124.08,123.55,123.95,148500,123.95,120.77338346726516,119.83432330959089,0.939060157674291,0.03519336341781387
IBM,2021-12-10,124.3,124.84,124.25,124.8384,257756,124.8384,120.19581682494972,119.50506917435814,0.6907476505915895,-0.19077333514630188
IBM,2021-12-09,122.15,122.32,121.79,121.93,105060,121.93,119.3517107931224,119.0784027083068,0.2733080848156106,-0.41115358158077114
IBM,2021-12-08,122.0,122.1,121.9,121.94,99841,121.94,118.88293093732648,118.85027492497134,0.0326560123551331,-0.582268998179863
IBM,2021-12-07,120.475,120.71,120.46,120.68,111757,120.68,118.32710019865856,118.60309691896906,-0.275996720310502,-0.7360002508136121
IBM,2021-12-06,119.4,120.07,119.4,120.04,131353,120.04,117.89930023477828,118.4369446724866,-0.5376444377083089,-0.8510011334393897
IBM,2021-12-03,117.36,117.6,117.36,117.57,76052,117.57,117.51008209564704,118.30870024628553,-0.7986181506384611,-0.9293403073721562
IBM,2021-12-02,117.37,117.78,117.2636,117.679,103697,117.679,117.49918793121924,118.36779626598836,-0.8686083347691067,-0.9620208465555729
IBM,2021-12-01,118.25,118.93,117.97,118.08,125995,118.08,117.46649482780457,118.4228999672674,-0.9564051394628592,-0.9853739745021858
IBM,2021-11-30,117.5,117.6569,117.27,117.5,140236,117.5,117.35494843285991,118.4503319646488,-1.095383531788869,-0.9926161832620244
IBM,2021-11-29,118.62,119.11,118.38,118.62,328256,118.62,117.32857542065264,118.52635852182073,-1.1977831011680706,-0.9669243461303096
IBM,2021-11-26,115.0,115.02,114.58,114.64,214877,114.64,117.0937709516804,118.51886720356636,-1.425096251885975,-0.9092096573708657
IBM,2021-11-26,115.0,115.02,114.58,114.64,214877,114.64,117.5399111247132,118.82917657985168,-1.289265455138505,-0.7802380087420919
IBM,2021-11-24,116.16,116.42,116.08,116.26,79402,116.26,118.06716769284284,119.16431070623985,-1.0971430133969875,-0.6529811471429957
IBM,2021-11-23,116.79,116.95,116.7,116.79,87944,116.79,118.39574363699607,119.396655562739,-1.0009119257429262,-0.5419406805794942
IBM,2021-11-22,116.0,116.1499,115.83,115.94,114945,115.94,118.68769702554084,119.60518800775814,-0.917490982217302,-0.4271978692886362
IBM,2021-11-19,116.49,116.49,116.14,116.423,258369,116.423,119.18727830291192,119.8984030483788,-0.7111247454668757,-0.30462459105646966
IBM,2021-11-18,118.36,118.36,118.05,118.05,89541,118.05,119.6898743579868,120.1764352922491,-0.4865609342622861,-0.2029995524538682
IBM,2021-11-17,118.38,118.59,118.21,118.59,122681,118.59,119.98803333216622,120.34655011562904,-0.3585167834628038,-0.13210920700176015
IBM,2021-11-16,118.92,119.0959,118.664,118.76,108027,118.76,120.2422212107419,120.48707412487934,-0.2448529141374393,-0.0755073128864957
IBM,2021-11-15,119.54,120.14,119.54,119.95,148024,119.95,120.51171597633136,120.62524005486968,-0.1135240785383331,-0.03317091257375978
IBM,2021-11-12,120.07,120.17,119.91,119.92,136270,119.92,120.61384615384614,120.67925925925924,-0.0654131054131141,-0.013082621082619995
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
IBM,2021-11-11,120.9,120.97,120.51,120.74,127082,120.74,120.74,120.74,0.0,0.0
