Symbol,Date,Open,High,Low,Close,Volume,AAPL SMA,AAPL spanTwelveEMA,AAPL spanTwntySixEMA,AAPL_x,AAPL_y
AAPL,2021-12-28,180.16,180.43,179.71,179.83,1037412,179.83,174.73186470947064,169.88910224750114,4.8427624619695,4.942200136233576
AAPL,2021-12-27,177.09,177.76,177.07,177.7,1131393,177.7,173.80493102028348,169.09383042730124,4.711100592982234,4.967059554799595
AAPL,2021-12-27,177.09,177.76,177.07,177.7,1131393,177.7,173.09673666033504,168.40533686148535,4.691399798849687,5.0310492952539345
AAPL,2021-12-23,175.82,176.05,175.4,175.515,1061997,175.515,172.2597796894869,167.66176381040418,4.598015879082709,5.115961669354996
AAPL,2021-12-22,172.93,173.58,172.93,173.54,1239455,173.54,171.6679214512118,167.0335049152365,4.6344165359752765,5.2454481169230665
AAPL,2021-12-21,171.55,172.28,171.12,171.45,1298477,171.45,171.32754353325032,166.51298530845546,4.814558224794865,5.398206012160007
AAPL,2021-12-20,168.28,168.47,167.46,168.1599,2012088,168.1599,171.305278721114,166.1180241331319,5.187254587982096,5.544117959001293
AAPL,2021-12-17,169.93,170.6,169.69,170.1908,12125773,170.1908,171.87716576131655,165.95467406378248,5.922491697534071,5.633333801756091
AAPL,2021-12-16,179.28,179.5,178.7,178.927,1962481,178.927,172.18377771791955,165.61578398888508,6.56799372903447,5.561044327811596
AAPL,2021-12-15,175.11,175.68,174.86,175.649,1382350,175.649,170.95773730299584,164.5508867079959,6.406850594999952,5.309306977505877
AAPL,2021-12-14,175.28,175.72,174.71,175.675,1942426,175.675,170.10478044899511,163.66303764463558,6.441742804359535,5.034921073132359
AAPL,2021-12-13,181.14,181.5,180.75,181.48,2323992,181.48,169.09201325790332,162.70208065620642,6.3899326016968985,4.683215640325564
AAPL,2021-12-10,175.25,176.03,175.14,175.71,1365558,175.71,166.83965203206756,161.19984710870295,5.639804923364608,4.256536399982729
AAPL,2021-12-09,174.9,175.43,174.55,175.3901,1731908,175.3901,165.2268614924435,160.0390348773992,5.187826615044315,3.91071926913726
AAPL,2021-12-08,172.08,172.27,171.435,171.46,1437469,171.46,163.37899994561505,158.81094966759113,4.568050278023918,3.5914424326604957
AAPL,2021-12-07,169.06,169.13,168.34,168.655,1822079,168.655,161.90972720845414,157.79902564099842,4.11070156745572,3.34729047131964
AAPL,2021-12-06,164.32,165.44,164.28,165.439,1995618,165.439,160.68331397362763,156.9305476922783,3.752766281349324,3.1564376972856194
AAPL,2021-12-03,164.01,164.1,163.41,163.65,1204370,163.65,159.81864378701448,156.24987150766057,3.568772279353908,3.007355551269693
AAPL,2021-12-02,158.74,159.4667,157.8,159.43,3924258,159.43,159.12203356647166,155.6578612282734,3.464172338198267,2.867001369248639
AAPL,2021-12-01,167.46,167.73,166.67,167.07,2198044,167.07,159.0660396694665,155.35609012653526,3.709949542931241,2.7177086270112314
AAPL,2021-11-30,159.99,160.33,159.92,160.2301,1312675,160.2301,157.61077415482404,154.41897733665806,3.191796818165983,2.4696483980312287
AAPL,2021-11-29,159.37,159.84,159.23,159.805,1919819,159.805,157.13453309206477,153.95408752359072,3.180445568474056,2.28911129299754
AAPL,2021-11-26,159.565,159.97,159.3,159.97,1418109,159.97,156.64899365425836,153.48601452547797,3.162979128780393,2.0662777241284114
AAPL,2021-11-26,159.565,159.97,159.3,159.97,1418109,159.97,156.04517431866898,152.9672956875162,3.077878631152771,1.7921023729654162
AAPL,2021-11-24,160.75,161.36,160.57,161.34,1063108,161.34,155.33156964933607,152.40707934251753,2.924490306818541,1.4706583084185776
AAPL,2021-11-23,161.12,161.54,160.86,161.47,1606662,161.47,154.23912776739718,151.69244568991894,2.5466820774782377,1.1072003088185867
AAPL,2021-11-22,161.68,162.5,161.63,162.45,2141714,162.45,152.92442372510573,150.91024134511247,2.014182379993258,0.7473298666536738
AAPL,2021-11-19,157.64,157.87,157.21,157.25,5115208,157.25,151.19250076603404,149.98706065272145,1.2054401133125907,0.43061673831877767
AAPL,2021-11-18,153.65,153.95,153.52,153.53,1179857,153.53,150.09113726894932,149.40602550493915,0.6851117640101734,0.2369108945703244
AAPL,2021-11-17,150.99,151.69,150.99,151.62,1243338,151.62,149.46588949966738,149.07610754533428,0.3897819543331025,0.12486067721036216
AAPL,2021-11-16,149.93,150.04,149.79,149.82,872020,149.82,149.07423304506145,148.872596148961,0.2016368961004389,0.05863035792967708
AAPL,2021-11-15,150.33,150.8,150.29,150.78,1037102,150.78,148.93863905325443,148.7968038408779,0.1418352123765203,0.022878723386986623
AAPL,2021-11-12,148.43,148.5,148.21,148.24,651917,148.24,148.60384615384615,148.63814814814813,-0.0343019943019839,-0.006860398860396799
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
AAPL,2021-11-11,148.95,149.43,148.67,148.67,1178561,148.67,148.67,148.67,0.0,0.0
