Symbol,Date,Open,High,Low,Close,Volume,GALT SMA,GALT spanTwelveEMA,GALT spanTwntySixEMA,GALT_x,GALT_y
GALT,2021-09-24,3.92,3.92,3.92,3.92,3316,3.92,3.790592173971192,3.718177360653928,0.0724148133172648,0.08909737974566687
GALT,2021-09-23,3.75,3.75,3.75,3.75,11284,3.75,3.767063478329591,3.7020315495062417,0.0650319288233491,0.09326802135276759
GALT,2021-09-22,3.76,3.76,3.71,3.71,3402,3.71,3.7701659289349703,3.698194073466741,0.0719718554682296,0.10032704448512218
GALT,2021-09-21,3.7,3.75,3.69,3.73,10849,3.73,3.7811051887413294,3.69724959934408,0.083855589397249,0.10741584173934543
GALT,2021-09-20,3.73,3.95,3.71,3.95,8872,3.95,3.790397041239753,3.694629567291607,0.0957674739481455,0.11330590482486942
GALT,2021-09-17,3.74,3.745,3.74,3.745,6795,3.745,3.761378321465162,3.6741999326749353,0.0871783887902268,0.11769051254405027
GALT,2021-09-16,3.74,3.74,3.74,3.74,2379,3.74,3.764356198095192,3.66853592728893,0.0958202708062616,0.12531854348250612
GALT,2021-09-15,3.68,3.68,3.68,3.68,3845,3.68,3.768784597748863,3.662818801472045,0.1059657962768185,0.13269311165156714
GALT,2021-09-14,3.73,3.73,3.72,3.72,7288,3.72,3.78492725188502,3.661444305589808,0.1234829462952116,0.13937494049525437
GALT,2021-09-13,3.87,3.87,3.87,3.87,4711,3.87,3.796732206773205,3.656759850036993,0.1399723567362123,0.14334793904526494
GALT,2021-09-10,3.88,3.88,3.87,3.87,795,3.87,3.783410789822879,3.639700638039952,0.1437101517829266,0.14419183462252808
GALT,2021-09-09,3.8,3.84,3.7901,3.8,3721,3.8,3.767667297063402,3.6212766890831487,0.1463906079802539,0.1443122553324283
GALT,2021-09-08,3.8,3.8,3.78,3.78,3723,3.78,3.761788623802203,3.6069788242098,0.1548097995924027,0.143792667170472
GALT,2021-09-07,3.8,3.8,3.8,3.8,7846,3.8,3.7584774644935126,3.5931371301465846,0.1653403343469279,0.14103838406498934
GALT,2021-09-07,3.8,3.8,3.8,3.8,7846,3.8,3.750927912583242,3.576588100558311,0.1743398120249311,0.13496289649450469
GALT,2021-09-03,4.1,4.1,4.06,4.0708,10348,4.0708,3.742005714871104,3.558715148602976,0.1832905662681283,0.12511866761189808
GALT,2021-09-02,3.9,3.9,3.84,3.8449,10142,3.8449,3.68222493575676,3.517748360491214,0.1644765752655459,0.11057569294784061
GALT,2021-09-01,3.96,3.96,3.945,3.945,4670,3.945,3.6526476513488975,3.491576229330511,0.1610714220183875,0.09710047236841426
GALT,2021-08-31,3.92,3.92,3.92,3.92,4213,3.92,3.59949267886688,3.455302327676952,0.1441903511899278,0.08110773495592116
GALT,2021-08-30,3.92,3.92,3.92,3.92,6871,3.92,3.54121862047904,3.4181265138911083,0.1230921065879315,0.06533708089741937
GALT,2021-08-27,3.63,3.66,3.62,3.62,10480,3.62,3.472349278747956,3.377976635002397,0.0943726437455589,0.05089832447479131
GALT,2021-08-26,3.75,3.78,3.75,3.78,5953,3.78,3.445503693065766,3.358614765802589,0.0868889272631769,0.040029744657099395
GALT,2021-08-25,3.5519,3.63,3.54,3.54,10430,3.54,3.3846861827140877,3.3249039470667965,0.0597822356472907,0.02831494900558
GALT,2021-08-24,3.61,3.61,3.5941,3.5941,11450,3.5941,3.356447306843921,3.30769626283214,0.0487510440117811,0.020448127345152188
GALT,2021-08-23,3.4,3.4,3.4,3.4,4560,3.4,3.313237726270088,3.284783963858711,0.0284537624113769,0.01337239817849496
GALT,2021-08-20,3.32,3.32,3.32,3.32,8845,3.32,3.297462767410104,3.275566680967408,0.0218960864426964,0.009602057120274454
GALT,2021-08-19,3.4,3.4,3.4,3.4,5331,3.4,3.293365088757396,3.2720120154448,0.0213530733125959,0.006528549789669172
GALT,2021-08-18,3.43,3.43,3.38,3.38,16865,3.38,3.273976923076923,3.261772976680384,0.0122039463965388,0.0028224189089373656
GALT,2021-08-17,3.29,3.29,3.28,3.28,8074,3.28,3.2547,3.2523148148148158,0.0023851851851848,0.000477037037036876
GALT,2021-08-16,3.3,3.3,3.2501,3.2501,13059,3.2501,3.2501,3.2501,0.0,0.0
