Symbol,Date,Open,High,Low,Close,Volume,HBM SMA,HBM spanTwelveEMA,HBM spanTwntySixEMA,HBM_x,HBM_y
HBM,2021-09-24,5.74,5.8,5.72,5.72,41648,5.72,5.8025743303656245,5.960245303816003,-0.1576709734503785,-0.1102456252008856
HBM,2021-09-23,5.59,5.64,5.57,5.61,25323,5.61,5.817587844977557,5.979464928121283,-0.1618770831437261,-0.09838928813851236
HBM,2021-09-22,5.43,5.52,5.43,5.505,19197,5.505,5.855331089518931,6.009022122370985,-0.1536910328520537,-0.08251733938720891
HBM,2021-09-21,5.52,5.52,5.48,5.48,32287,5.48,5.919027651249646,6.049343892160664,-0.1303162409110179,-0.0647239160209977
HBM,2021-09-20,5.45,5.45,5.2873,5.29,85331,5.29,5.998850860567764,6.094891403533517,-0.0960405429657536,-0.048325834798492645
HBM,2021-09-17,5.98,6.0,5.92,5.95,28562,5.95,6.127732835216447,6.159282715816199,-0.0315498805997513,-0.0363971577566774
HBM,2021-09-16,6.12,6.18,6.08,6.12,26001,6.12,6.160047896164892,6.176025333081494,-0.0159774369166019,-0.03760897704590868
HBM,2021-09-15,6.23,6.25,6.16,6.23,21284,6.23,6.167329331831236,6.180507359728014,-0.0131780278967781,-0.043016862078235366
HBM,2021-09-14,6.23,6.23,6.12,6.12,25929,6.12,6.155934664891461,6.176547948506255,-0.0206132836147938,-0.05047657062359967
HBM,2021-09-13,6.26,6.35,6.26,6.32,25619,6.32,6.162468240326273,6.181071784386756,-0.0186035440604825,-0.05794239237580112
HBM,2021-09-10,6.17,6.27,6.14,6.27,67778,6.27,6.133826102203777,6.169957527137696,-0.0361314249339193,-0.06777710445463075
HBM,2021-09-09,5.91,5.93,5.9,5.905,20897,5.905,6.109067211695374,6.161954129308712,-0.0528869176133381,-0.07568852433480862
HBM,2021-09-08,6.23,6.23,6.18,6.18,21708,6.18,6.146170341094533,6.182510459653408,-0.0363401185588756,-0.08138892601517622
HBM,2021-09-07,6.16,6.23,6.16,6.23,31393,6.23,6.140019494020812,6.182711296425682,-0.0426918024048701,-0.09265112787925137
HBM,2021-09-07,6.16,6.23,6.16,6.23,31393,6.23,6.123659402024596,6.178928200139736,-0.05526879811514,-0.10514095924784689
HBM,2021-09-03,6.24,6.26,6.22,6.24,39084,6.24,6.10432474784725,6.174842456150915,-0.0705177083036652,-0.11760899953102358
HBM,2021-09-02,6.2,6.2,6.1753,6.2,10724,6.2,6.079656520183113,6.169629852642988,-0.0899733324598743,-0.12938182233786316
HBM,2021-09-01,6.04,6.12,6.04,6.12,32524,6.12,6.057775887489134,6.167200240854426,-0.1094243533652923,-0.13923394480736034
HBM,2021-08-31,6.09,6.14,6.09,6.13,17183,6.13,6.046462412487159,6.170976260122781,-0.1245138476356215,-0.14668634266787733
HBM,2021-08-30,6.34,6.3599,6.29,6.29,17492,6.29,6.031273760212097,6.174254360932602,-0.142980600720505,-0.15222946642594126
HBM,2021-08-27,5.96,5.98,5.95,5.95,19488,5.95,5.984232625705206,6.164994709807211,-0.180762084102005,-0.15454168285230033
HBM,2021-08-26,5.87,5.87,5.83,5.83,7045,5.83,5.9904567394697885,6.1821942865917885,-0.1917375471219999,-0.14798658253987415
HBM,2021-08-25,6.04,6.07,6.04,6.05,14863,6.05,6.01963069210066,6.210369829519131,-0.190739137418471,-0.13704884139434267
HBM,2021-08-24,5.95,6.02,5.95,5.98,45938,5.98,6.014108999755325,6.223199415880662,-0.2090904161253366,-0.12362626738831056
HBM,2021-08-23,5.57,5.64,5.56,5.6,28598,5.6,6.020310636074475,6.242655369151114,-0.222344733076639,-0.10226023020405403
HBM,2021-08-20,5.3,5.3,5.28,5.285,33295,5.285,6.096730751724379,6.294067798683203,-0.1973370469588244,-0.07223910448590777
HBM,2021-08-19,5.63,5.63,5.555,5.56,39186,5.56,6.244318161128811,6.37479322257786,-0.1304750614490482,-0.04096461886767859
HBM,2021-08-18,5.92,5.94,5.87,5.8795,31235,5.8795,6.368739644970414,6.439976680384088,-0.0712370354136746,-0.01858700822233619
HBM,2021-08-17,6.23,6.25,6.17,6.17,34668,6.17,6.457692307692307,6.484814814814815,-0.0271225071225078,-0.005424501424501571
HBM,2021-08-16,6.52,6.52,6.45,6.51,28000,6.51,6.51,6.51,0.0,0.0
