Symbol,Date,Open,High,Low,Close,Volume,ASC SMA,ASC spanTwelveEMA,ASC spanTwntySixEMA,ASC_x,ASC_y
ASC,2021-01-05,3.34,3.38,3.27,3.38,29730,3.38,3.283635139013702,3.2976844481521344,-0.01404930913843172,-0.03322143614447658
ASC,2021-01-04,3.3,3.35,3.27,3.34,25779,3.34,3.266114255198012,3.291099204004305,-0.024984948806293428,-0.038014467895987676
ASC,2021-01-04,3.3,3.35,3.27,3.34,25779,3.34,3.2526804834158325,3.28718714032465,-0.03450665690881749,-0.04127184766841135
ASC,2020-12-31,3.23,3.24,3.1853,3.225,13819,3.225,3.2368042076732566,3.282962111550622,-0.04615790387736585,-0.04296314535830981
ASC,2020-12-30,3.15,3.22,3.13,3.2097,9572,3.2097,3.2389504272502116,3.2875990804746715,-0.04864865322445944,-0.0421644557285459
ASC,2020-12-29,3.22,3.25,3.18,3.18,17077,3.18,3.2442686867502504,3.293831006912645,-0.0495623201623947,-0.0405434063545674
ASC,2020-12-28,3.23,3.29,3.21,3.29,29012,3.2899999999999987,3.2559539025230237,3.3029374874656567,-0.04698358494263344,-0.03828867790261057
ASC,2020-12-28,3.23,3.29,3.21,3.29,29012,3.2899999999999983,3.2497637029817543,3.303972486462909,-0.054208783481154654,-0.03611495114260496
ASC,2020-12-24,3.24,3.25,3.15,3.15,4179,3.1499999999999977,3.2424480126148003,3.3050902853799418,-0.06264227276514145,-0.03159149305796754
ASC,2020-12-23,3.02,3.12,3.01,3.1199,24684,3.119899999999998,3.259256742181128,3.3174975082103373,-0.058240766029209474,-0.02382879813117406
ASC,2020-12-22,3.08,3.1,3.06,3.07,9982,3.069999999999998,3.2845943316686053,3.333305308867164,-0.048710977198558325,-0.015225806156665207
ASC,2020-12-21,3.16,3.2,3.07,3.0955,73038,3.095499999999998,3.3236114828810788,3.354369733576537,-0.030758250695457786,-0.006854513396191813
ASC,2020-12-18,3.3,3.31,3.2559,3.275,80817,3.274999999999998,3.365086297950366,3.37507931226266,-0.009993014312293713,-0.0008785790713752074
ASC,2020-12-17,3.28,3.34,3.27,3.295,3233,3.2949999999999986,3.3814656248504327,3.3830856572436727,-0.0016200323932400453,0.0014000297388545304
ASC,2020-12-16,3.44,3.46,3.36,3.39,10101,3.389999999999999,3.3971866475505115,3.3901325098231667,0.007054137727344756,0.002155045271878174
ASC,2020-12-15,3.34,3.4,3.33,3.375,18895,3.3749999999999987,3.3984933107415136,3.39014311060902,0.008350200132493768,0.0009302721580115287
ASC,2020-12-14,3.55,3.55,3.45,3.45,12745,3.45,3.4027648217854254,3.391354559457741,0.011410262327684162,-0.0009247098356090313
ASC,2020-12-11,3.56,3.56,3.45,3.5,15974,3.4999999999999987,3.3941766075645936,3.3866629242143604,0.007513683350233612,-0.0040084528764324405
ASC,2020-12-10,3.36,3.44,3.33,3.43,16591,3.43,3.374935990758156,3.3775959581515096,-0.002659967393353391,-0.006888986933098843
ASC,2020-12-09,3.36,3.38,3.33,3.36,15569,3.359999999999999,3.3649243527141848,3.3734036348036303,-0.008479282089445483,-0.007946241818035205
ASC,2020-12-08,3.28,3.39,3.28,3.39,18691,3.3899999999999992,3.3658196895713086,3.3744759255879213,-0.008656236016611807,-0.007812981750182635
ASC,2020-12-07,3.38,3.3956,3.29,3.35,20836,3.3499999999999988,3.361423269493365,3.3732339996349543,-0.011810730141589064,-0.00760216818357512
ASC,2020-12-04,3.27,3.41,3.27,3.4,35699,3.399999999999999,3.3635002275830685,3.3750927196057514,-0.011592492022682864,-0.0065500276940715215
ASC,2020-12-03,3.28,3.31,3.26,3.31,9031,3.3099999999999987,3.3568639053254437,3.373100137174211,-0.01623623184876699,-0.005289411611918685
ASC,2020-12-02,3.24,3.25,3.23,3.23,6791,3.229999999999998,3.3653846153846154,3.378148148148148,-0.01276353276353248,-0.0025527065527064965
ASC,2020-12-01,3.39,3.4,3.375,3.39,8684,3.3899999999999992,3.39,3.39,0.0,0.0
