Symbol,Date,Open,High,Low,Close,Volume,TTNP SMA,TTNP spanTwelveEMA,TTNP spanTwntySixEMA,TTNP_x,TTNP_y
TTNP,2021-01-05,3.22,3.24,3.2022,3.2386,43054,3.2386,3.251192734612036,3.3616569571390533,-0.1104642225270176,-0.12563836678032025
TTNP,2021-01-04,3.22,3.23,3.15,3.195,63634,3.1950000000000003,3.2534823227233147,3.3715015137101783,-0.11801919098686307,-0.12943190284364603
TTNP,2021-01-04,3.22,3.23,3.15,3.195,63634,3.1950000000000007,3.264115472309372,3.385621634806992,-0.12150616249761992,-0.13228508080784163
TTNP,2020-12-31,3.21,3.28,3.17,3.2107,103073,3.210700000000001,3.276681921820167,3.4008713655915512,-0.1241894437713844,-0.13497981038539705
TTNP,2020-12-30,3.27,3.45,3.2510000000000003,3.2989,351185,3.298900000000001,3.288678634878379,3.4160850748388767,-0.1274064399604966,-0.1376774020389002
TTNP,2020-12-29,3.15,3.1635,3.07,3.0967,88860,3.0967000000000016,3.2868202048562662,3.4254598808259864,-0.1386396759697197,-0.14024514255850087
TTNP,2020-12-28,3.34,3.43,3.25,3.3278,99927,3.3278000000000016,3.3213875148301333,3.4517606712920648,-0.13037315646193193,-0.14064650920569605
TTNP,2020-12-28,3.34,3.43,3.25,3.3278,99927,3.3278000000000016,3.3202216084356118,3.46167752499543,-0.14145591655981882,-0.14321484739163717
TTNP,2020-12-24,3.29,3.2947,3.215,3.24,44858,3.240000000000002,3.3188437190602675,3.4723877269950645,-0.15354400793479694,-0.14365458009959187
TTNP,2020-12-23,3.18,3.24,3.15,3.1929,92539,3.1929000000000016,3.3331789407075894,3.4909787451546697,-0.15779980444708075,-0.14118222314079057
TTNP,2020-12-22,3.26,3.2799,3.2,3.24,71141,3.240000000000002,3.3586842026544237,3.5148250447670435,-0.15614084211261936,-0.13702782781421813
TTNP,2020-12-21,3.21,3.24,3.17,3.2194,70247,3.2194000000000016,3.380263148591592,3.5368110483484068,-0.15654789975681505,-0.13224957423961772
TTNP,2020-12-18,3.29,3.2999,3.2203,3.26,52241,3.260000000000002,3.4095109937900627,3.5622039322162795,-0.15269293842621678,-0.1261749928603185
TTNP,2020-12-17,3.3,3.39,3.24,3.275,67405,3.2750000000000017,3.436694810842801,3.5863802467935817,-0.1496854359507802,-0.1195455064688439
TTNP,2020-12-16,3.43,3.45,3.32,3.3926,86965,3.3926000000000016,3.4660938673596746,3.611290666537069,-0.14519679917739392,-0.11201052409835971
TTNP,2020-12-15,3.255,3.3,3.21,3.2354,66062,3.2354000000000016,3.4794563886977974,3.628785919860034,-0.14932953116223668,-0.10371395532860103
TTNP,2020-12-14,3.35,3.36,3.31,3.3445,72299,3.3445000000000022,3.5238302775519426,3.660256793448837,-0.13642651589689425,-0.09231006137019211
TTNP,2020-12-11,3.3167,3.42,3.31,3.35,182166,3.3500000000000023,3.556435782561387,3.6855173369247436,-0.12908155436335722,-0.08128094773851657
TTNP,2020-12-10,3.37,3.397,3.35,3.3541,62643,3.3541000000000016,3.593969561208912,3.712358723878724,-0.11838916266981192,-0.06933079608230652
TTNP,2020-12-09,3.5,3.53,3.3,3.4419999999999997,317751,3.442000000000002,3.637582208701441,3.7410194217890216,-0.10343721308758047,-0.05706620443543016
TTNP,2020-12-08,3.45,3.55,3.37,3.5162,239193,3.5162000000000018,3.673142610283522,3.7649409755321432,-0.0917983652486214,-0.04547345227239258
TTNP,2020-12-07,3.41,3.5,3.36,3.3812,213228,3.381200000000002,3.701677630335072,3.7848402535747145,-0.08316262323964319,-0.033892224028335374
TTNP,2020-12-04,3.62,3.62,3.52,3.5786,86467,3.578600000000001,3.7599462903959937,3.817131473860692,-0.057185183464698135,-0.02157462422550853
TTNP,2020-12-03,3.58,3.65,3.5,3.58,185788,3.580000000000002,3.7929183431952658,3.8362139917695472,-0.04329564857428148,-0.012671984415711126
TTNP,2020-12-02,3.72,3.72,3.51,3.5656,254947,3.5656000000000017,3.8316307692307685,3.856711111111111,-0.02508034188034225,-0.005016068376068539
TTNP,2020-12-01,4.28,4.3,3.8,3.88,675077,3.8800000000000017,3.88,3.88,0.0,0.0
