Symbol,Date,Open,High,Low,Close,Volume,RGRX SMA,RGRX spanTwelveEMA,RGRX spanTwntySixEMA,RGRX_x,RGRX_y
RGRX,2021-01-05,0.45,0.45,0.447,0.447,560,0.447,0.4746851779647029,0.5037084791294252,-0.029023301164722293,-0.02700012136676779
RGRX,2021-01-04,0.45,0.45,0.42,0.445,6550,0.445,0.4797188466855579,0.5082451574597792,-0.02852631077422124,-0.026494326417279165
RGRX,2021-01-04,0.45,0.45,0.42,0.445,6550,0.445,0.4860313642647502,0.5133047700565615,-0.027273405791811256,-0.025986330328043643
RGRX,2020-12-31,0.35100000000000003,0.48,0.35100000000000003,0.48,21679,0.48,0.4934916123128866,0.5187691516610864,-0.02527753934819976,-0.025664561462101724
RGRX,2020-12-30,0.5,0.5,0.3945,0.45,39477,0.4500000000000001,0.4959446327334115,0.5218706837939733,-0.025926051060561783,-0.025761316990577196
RGRX,2020-12-29,0.49,0.49,0.4315,0.455,15938,0.455,0.5042982023213045,0.5276203384974911,-0.023322136176186614,-0.025720133473081046
RGRX,2020-12-28,0.53,0.54,0.53,0.54,10990,0.54,0.513261511834269,0.5334299655772904,-0.020168453743021345,-0.026319632797304652
RGRX,2020-12-28,0.53,0.54,0.53,0.54,10990,0.54,0.5083999685314089,0.5329043628234736,-0.024504394292064743,-0.02785742756087548
RGRX,2020-12-24,0.4123,0.54,0.4123,0.54,3025,0.54,0.5026545082643923,0.5323367118493515,-0.029682203584959214,-0.02869568587807816
RGRX,2020-12-23,0.56,0.56,0.52,0.52,4794,0.52,0.4958644188579181,0.5317236487972996,-0.03585922993938151,-0.028449056451357896
RGRX,2020-12-22,0.51145,0.51145,0.445,0.5,38225,0.5,0.4914761313775395,0.5326615407010835,-0.041185409323543976,-0.026596513079351992
RGRX,2020-12-21,0.37,0.44,0.37,0.37,37996,0.37,0.4899263370825467,0.5352744639571703,-0.04534812687462353,-0.02294928901830398
RGRX,2020-12-18,0.4,0.4,0.354,0.38,60134,0.38,0.5117311256430098,0.5484964210737439,-0.036765295430734035,-0.01734957955422408
RGRX,2020-12-17,0.444,0.45,0.4383,0.45,17647,0.4500000000000001,0.5356822393962843,0.5619761347596434,-0.026293895363359018,-0.01249565058509659
RGRX,2020-12-16,0.5299,0.5299,0.446,0.48,8692,0.48,0.551260828377427,0.5709342255404148,-0.019673397162987882,-0.009046089390530983
RGRX,2020-12-15,0.48,0.528,0.48,0.528,1200,0.528,0.5642173426278683,0.5782089635836479,-0.013991620955779771,-0.006389262447416758
RGRX,2020-12-14,0.49,0.524,0.49,0.524,2125,0.524,0.5708023140147533,0.5822256806703399,-0.01142336665558652,-0.004488672820326031
RGRX,2020-12-11,0.55,0.55,0.55,0.55,2000,0.55,0.5793118256537994,0.586883735123967,-0.007571909470167616,-0.002754999361510908
RGRX,2020-12-10,0.56,0.56,0.55,0.55,8768,0.55,0.5846412484999447,0.5898344339338844,-0.005193185433939651,-0.0015507718343467315
RGRX,2020-12-09,0.61,0.61,0.5501,0.5999,12212,0.5999000000000001,0.5909396573181164,0.5930211886485951,-0.0020815313304787253,-0.0006401684344485017
RGRX,2020-12-08,0.5565,0.5615,0.4432,0.5479999999999999,46101,0.5479999999999999,0.5893105041032285,0.5924708837404827,-0.0031603796372542407,-0.00027982771044094567
RGRX,2020-12-07,0.5979,0.5979,0.596,0.596,2100,0.596,0.59682150484927,0.5960285544397214,0.0007929504095486317,0.000440310271262378
RGRX,2020-12-04,0.6,0.6,0.6,0.6,1000,0.6,0.596970869367319,0.5960308387948989,0.0009400305724199807,0.0003521502366908145
RGRX,2020-12-03,0.6,0.6,0.57,0.6,4100,0.6,0.5964201183431952,0.595713305898491,0.0007068124447041635,0.0002051801527584951
RGRX,2020-12-02,0.6,0.6,0.6,0.6,15000,0.6,0.5957692307692307,0.5953703703703703,0.0003988603988603901,7.977207977207802e-05
RGRX,2020-12-01,0.58,0.595,0.58,0.595,8000,0.5949999999999999,0.595,0.595,0.0,0.0
