Symbol,Date,Open,High,Low,Close,Volume,KTRA SMA,KTRA spanTwelveEMA,KTRA spanTwntySixEMA,KTRA_x,KTRA_y
KTRA,2021-01-05,1.32,1.33,1.3,1.3111,19727,1.3111,1.3328148409608862,1.3527213968847482,-0.01990655592386204,-0.010176678910246798
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921,1.28,1.3367629938628656,1.356051108635528,-0.019288114772662457,-0.007744209656842988
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921,1.28,1.3470835382015685,1.3621351973263702,-0.015051659124801775,-0.00485823337788812
KTRA,2020-12-31,1.34,1.34,1.29,1.2983,18751,1.2983,1.3592805451473082,1.3687060131124795,-0.00942546796517152,-0.0023098769411597064
KTRA,2020-12-30,1.34,1.3648,1.3252,1.3401,14634,1.3400999999999998,1.3703679169922731,1.374338494161478,-0.003970577169204681,-0.0005309791851568087
KTRA,2020-12-29,1.4,1.4092,1.3467,1.35,24303,1.35,1.3758711746272319,1.3770775736943963,-0.001206399067164243,0.00032892031085521496
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4,1.380575024559456,1.3792437795899481,0.0013312449695082054,0.000712750155360135
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4,1.3770432108429935,1.377583281957144,-0.0005400711141501091,0.0005581264518232284
KTRA,2020-12-24,1.36,1.41,1.36,1.4,89954,1.4,1.3728692491780836,1.3757899445137154,-0.002920695335631773,0.0008326758433166737
KTRA,2020-12-23,1.36,1.36,1.32,1.3284,17000,1.3283999999999998,1.3679363853922808,1.3738531400748126,-0.005916754682531833,0.0017710186380537854
KTRA,2020-12-22,1.32,1.37,1.32,1.36,14065,1.3599999999999997,1.375124819099968,1.3774893912807975,-0.0023645721808294162,0.00369296196820019
KTRA,2020-12-21,1.33,1.39,1.33,1.3401,35709,1.3400999999999998,1.377874786209053,1.378888542583261,-0.0010137563742083078,0.005207345505457591
KTRA,2020-12-18,1.31,1.37,1.31,1.36,47188,1.36,1.3847429291561535,1.3819916259899223,0.002751303166231178,0.00676262097537401
KTRA,2020-12-17,1.4,1.4,1.3438,1.37,17989,1.37,1.3892416435481814,1.383750956069116,0.005490687479065226,0.0077654504276597185
KTRA,2020-12-16,1.38,1.38,1.35,1.36,18486,1.36,1.3927401241933053,1.3848510325546457,0.007889091638659806,0.008334141164808285
KTRA,2020-12-15,1.39,1.4,1.365,1.38,43466,1.3799999999999997,1.3986928740466331,1.3868391151590171,0.011853758887616195,0.00844540354634546
KTRA,2020-12-14,1.47,1.47,1.38,1.4,86350,1.3999999999999997,1.4020915784187484,1.3873862443717384,0.01470533404701002,0.007593314711027832
KTRA,2020-12-11,1.56,1.56,1.37,1.4309,209093,1.4308999999999998,1.4024718654039756,1.3863771439214776,0.01609472148249802,0.005815309877032285
KTRA,2020-12-10,1.48,1.5,1.46,1.49,34632,1.4899999999999995,1.3973031136592438,1.3828153154351956,0.01448779822404811,0.00324545697566585
KTRA,2020-12-09,1.46,1.46,1.43,1.43,17735,1.4299999999999995,1.3804491343245608,1.3742405406700111,0.006208593654549732,0.0004348716635702852
KTRA,2020-12-08,1.41,1.4101,1.38,1.39,27337,1.3899999999999997,1.3714398860199355,1.369779783923612,0.0016601020963238346,-0.0010085588341745765
KTRA,2020-12-07,1.37,1.43,1.37,1.39,57435,1.3899999999999997,1.3680653198417425,1.3681621666375008,-9.684679575849843e-05,-0.001675724066799068
KTRA,2020-12-04,1.36,1.4702,1.35,1.3874,88587,1.3873999999999993,1.3640771961766045,1.366415139968501,-0.0023379437918964463,-0.002070443384559266
KTRA,2020-12-03,1.35,1.45,1.3327,1.3707,75084,1.3706999999999994,1.359836686390533,1.364736351165981,-0.004899664775448231,-0.0020035682827249704
KTRA,2020-12-02,1.3,1.32,1.27,1.29,109629,1.2899999999999994,1.3578615384615385,1.3642592592592595,-0.006397720797721052,-0.0012795441595442104
KTRA,2020-12-01,1.4,1.4,1.3646,1.3702,76145,1.3701999999999996,1.3702,1.3702,0.0,0.0
