Symbol,Date,Open,High,Low,Close,Volume,ADTX SMA,ADTX spanTwelveEMA,ADTX spanTwntySixEMA,ADTX_x,ADTX_y
ADTX,2021-01-05,2.08,2.0896,2.07,2.08,26274,2.08,2.1299118916815747,2.1265426985936453,0.0033691930879298226,0.017422133441195815
ADTX,2021-01-04,2.08,2.1099,2.0619,2.075,60548,2.075,2.1389867810782253,2.1302661144811363,0.008720666597088478,0.020935368529512426
ADTX,2021-01-04,2.08,2.1099,2.0619,2.075,60548,2.075,2.150620741274265,2.134687403639627,0.015933337634638445,0.0239890440126183
ADTX,2020-12-31,2.12,2.145,2.115,2.14,12206,2.14,2.1643699669604954,2.139462395930797,0.024907571029698428,0.026002970607113374
ADTX,2020-12-30,2.14,2.2,2.13,2.195,59601,2.194999999999999,2.1688008700442216,2.1394193876052605,0.029381482438961107,0.02627682050146711
ADTX,2020-12-29,2.2,2.2,2.09,2.136,99830,2.136,2.164037391870444,2.1349729386136813,0.029064453256762768,0.02550065501709361
ADTX,2020-12-28,2.2,2.24,2.1551,2.24,101648,2.24,2.1691350994832517,2.134890773702776,0.034244325780476086,0.024609705457176317
ADTX,2020-12-28,2.2,2.24,2.1551,2.24,101648,2.24,2.1562505721165706,2.126482035598998,0.029768536517572382,0.022201050376351485
ADTX,2020-12-24,2.21,2.255,2.195,2.25,52369,2.249999999999999,2.141023403410492,2.117400598446918,0.02362280496357405,0.02030917884104626
ADTX,2020-12-23,2.22,2.23,2.13,2.191,101036,2.190999999999999,2.1212094767578544,2.106792646322672,0.014416830435182604,0.019480772310414424
ADTX,2020-12-22,2.12,2.13,2.03,2.1,104641,2.0999999999999988,2.108520290713828,2.100056058028485,0.008464232685342576,0.020746757779222375
ADTX,2020-12-21,2.01,2.04,2.01,2.01,35861,2.0099999999999985,2.1100694344799784,2.1000605426707644,0.010008891809214049,0.023817389052692213
ADTX,2020-12-18,2.01,2.025,2.0,2.005,54470,2.004999999999999,2.1282638771127016,2.1072653860844253,0.02099849102827633,0.027269513363561752
ADTX,2020-12-17,1.97,2.06,1.97,2.05,94017,2.049999999999999,2.150675491133193,2.1154466169711794,0.03522887416201348,0.028837268947383105
ADTX,2020-12-16,2.03,2.07,2.01,2.06,123466,2.06,2.1689801258846826,2.120682346328874,0.048297779555808606,0.02723936764372551
ADTX,2020-12-15,2.2,2.23,2.1,2.1127,124846,2.112699999999999,2.1887946942273517,2.125536934035184,0.063257760192168,0.021974764665704735
ADTX,2020-12-14,2.53,2.59,2.45,2.4564,326436,2.456399999999999,2.20263009317778,2.1265638887579987,0.07606620441978107,0.011654015784089028
ADTX,2020-12-11,2.4,3.03,2.4,2.97,3022503,2.97,2.1564901101191944,2.1001769998586393,0.056313110260555625,-0.004449031374833982
ADTX,2020-12-10,2.04,2.09,2.0,2.08,99835,2.0799999999999987,2.0085792210499567,2.0305911598473303,-0.02201193879737273,-0.019639566783681273
ADTX,2020-12-09,1.97,1.97,1.94,1.9599,35328,1.9598999999999984,1.995593624877222,2.0266384526351158,-0.0310448277578943,-0.019046473780258186
ADTX,2020-12-08,1.97,1.97,1.92,1.95,39052,1.9499999999999984,2.0020833748548985,2.0319775288459256,-0.029894153991027125,-0.016046885285849268
ADTX,2020-12-07,2.0,2.0,1.94,1.955,85661,1.9549999999999983,2.011553079373971,2.0385357311535994,-0.02698265177962833,-0.0125850681095548
ADTX,2020-12-04,1.98,1.98,1.95,1.95,45571,1.9499999999999984,2.021835457441966,2.0452185896458874,-0.02338313220392152,-0.008985672192036418
ADTX,2020-12-03,1.95,1.96,1.95,1.955,25749,1.9549999999999983,2.0348964497041417,2.052836076817558,-0.017939627113416456,-0.005386307189065143
ADTX,2020-12-02,1.96,1.9669999999999999,1.925,1.9302,26570,1.9301999999999984,2.049423076923077,2.0606629629629634,-0.011239886039886128,-0.002247977207977314
ADTX,2020-12-01,2.09,2.0911,2.0,2.0711,132490,2.0710999999999986,2.0711,2.0711,0.0,0.0
