Symbol,Date,Open,High,Low,Close,Volume,ARPO SMA,ARPO spanTwelveEMA,ARPO spanTwntySixEMA,ARPO_x,ARPO_y
ARPO,2021-01-05,1.04,1.06,1.02,1.0484,260317,1.0484,1.0672009812611714,1.242024833291046,-0.1748238520298746,-0.18234208689047804
ARPO,2021-01-04,0.9951,1.0,0.972,0.9799,179725,0.9798999999999998,1.0706193414904752,1.2575148199543296,-0.18689547846385435,-0.1842216456056289
ARPO,2021-01-04,0.9951,1.0,0.972,0.9799,179725,0.9798999999999998,1.0871137672160165,1.279724005550676,-0.19261023833465973,-0.18355318739107251
ARPO,2020-12-31,1.0,1.0,0.9602,0.977999,203918,0.9779989999999998,1.1066071794371102,1.3037099259947302,-0.19710274655762008,-0.18128892465517576
ARPO,2020-12-30,0.9696,0.9874,0.9681,0.975,93829,0.9749999999999998,1.129990484789312,1.3297668000743086,-0.1997763152849965,-0.1773354691795647
ARPO,2020-12-29,1.01,1.02,1.01,1.02,238596,1.0199999999999996,1.158170572932823,1.3581481440802532,-0.19997757114742987,-0.17172525765320673
ARPO,2020-12-28,1.05,1.07,1.04,1.05,120111,1.0499999999999994,1.1832924952842456,1.3851999956066734,-0.20190750032242774,-0.16466217927965088
ARPO,2020-12-28,1.05,1.07,1.04,1.05,120111,1.0499999999999996,1.2075274944268355,1.4120159952552074,-0.20448850082837167,-0.15535084901895663
ARPO,2020-12-24,1.09,1.09,1.05,1.06,151257,1.0599999999999994,1.2361688570498963,1.440977274875624,-0.20480841782572745,-0.1430664360666028
ARPO,2020-12-23,1.03,1.04,1.01,1.0242,209658,1.0241999999999991,1.2681995583316958,1.471455456865674,-0.20325589853397807,-0.12763094062682157
ARPO,2020-12-22,1.05,1.06,1.02,1.0246,312686,1.024599999999999,1.3125631143920042,1.5072358934149277,-0.19467277902292346,-0.10872470115003241
ARPO,2020-12-21,1.0,1.05,1.0,1.04,1972281,1.0399999999999991,1.3649200442814595,1.5458467648881218,-0.18092672060666226,-0.08723768168180965
ARPO,2020-12-18,1.0,1.025,1.0,1.0116,339634,1.0115999999999992,1.4239964159689975,1.5863145060791717,-0.16231809011017373,-0.06381542195059649
ARPO,2020-12-17,1.04,1.05,1.04,1.04,201977,1.0399999999999991,1.4989775825088156,1.6322916665655052,-0.13331408405668954,-0.03918975491070206
ARPO,2020-12-16,1.08,1.08,1.02,1.0389,1228446,1.038899999999999,1.5824280520558731,1.6796749998907456,-0.09724694783487252,-0.015658672624205186
ARPO,2020-12-15,1.21,1.2102,1.13,1.13,921354,1.129999999999999,1.68125133424785,1.7309369998820054,-0.04968566563415533,0.004738396178461652
ARPO,2020-12-14,1.22,1.25,1.13,1.1402,5609212,1.1401999999999992,1.7814788495656413,1.7790119598725658,0.0024668896930752915,0.018344411631615952
ARPO,2020-12-11,2.13,2.2640000000000002,2.1,2.1909,251774,2.190899999999999,1.8980750040321213,1.8301169166623712,0.06795808736975006,0.022313792116251063
ARPO,2020-12-10,1.99,2.1,1.98,2.0903,301044,2.090299999999999,1.844834095674325,1.8012542699953609,0.043579825678964124,0.01090271830287631
ARPO,2020-12-09,2.3,2.31,2.04,2.075,885482,2.075,1.8002039312514753,1.7781306115949898,0.02207331965648529,0.002733441458854355
ARPO,2020-12-08,1.75,1.77,1.72,1.73,128938,1.729999999999999,1.750241009660834,1.7543810605225891,-0.0041400508617548395,-0.002101528090553434
ARPO,2020-12-07,1.81,1.82,1.7203,1.7258,230799,1.7257999999999991,1.7539211932355312,1.756331545364396,-0.002410352128864757,-0.001591897397753027
ARPO,2020-12-04,1.76,1.8,1.73,1.8,31794,1.7999999999999994,1.7590341374601732,1.7587740689935476,0.0002600684666256292,-0.0013872837149750945
ARPO,2020-12-03,1.78,1.8,1.7641,1.7730000000000001,65660,1.7729999999999997,1.7515857988165682,1.7554759945130314,-0.0038901956964632056,-0.0017991217603752754
ARPO,2020-12-02,1.68,1.68,1.625,1.68,40896,1.6799999999999993,1.7476923076923077,1.7540740740740741,-0.006381766381766241,-0.0012763532763532927
ARPO,2020-12-01,1.73,1.78,1.7226,1.76,276012,1.7599999999999996,1.76,1.76,0.0,0.0
