Symbol,Date,Open,High,Low,Close,Volume,CTXR SMA,CTXR spanTwelveEMA,CTXR spanTwntySixEMA,CTXR_x,CTXR_y
CTXR,2021-01-05,1.01,1.04,1.01,1.02,35756,1.02,1.055682625098228,1.0640567865357398,-0.008374161437511907,0.0030163495416695952
CTXR,2021-01-04,1.0,1.05,1.0,1.045,107496,1.045,1.0621703751160876,1.0675813294585992,-0.005410954342511376,0.005863977286464915
CTXR,2021-01-04,1.0,1.05,1.0,1.045,107496,1.045,1.065292261500831,1.0693878358152868,-0.004095574314456174,0.008682710193709043
CTXR,2020-12-31,1.03,1.0399,0.970101,0.98,225719,0.98,1.0689817635918908,1.0713388626805098,-0.00235709908861903,0.01187728132075029
CTXR,2020-12-30,1.06,1.07,1.04,1.06,30082,1.06,1.0851602660631436,1.0786459716949506,0.006514294368193063,0.015435876423092621
CTXR,2020-12-29,1.08,1.08,1.05,1.068,45163,1.068,1.0897348598928065,1.0801376494305468,0.009597210462259477,0.01766627193681751
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0759999999999998,1.0936866526005893,1.0811086613849905,0.012577991215598772,0.019683537305456963
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0760000000000003,1.0969024076188785,1.08151735429579,0.015385053323088371,0.02145992382792151
CTXR,2020-12-24,1.1,1.1136,1.07,1.11,28202,1.1100000000000003,1.1007028453677652,1.0819587426394532,0.01874410272831195,0.022978641454129794
CTXR,2020-12-23,1.11,1.11,1.05,1.0755,100385,1.0755,1.0990124536164496,1.0797154420506094,0.019297011565840183,0.024037276135584252
CTXR,2020-12-22,1.14,1.14,1.12,1.12,50510,1.12,1.1032874451830768,1.0800526774146584,0.02323476776841837,0.025222342278020265
CTXR,2020-12-21,1.14,1.15,1.1,1.15,110128,1.15,1.1002487988527272,1.076856891607831,0.02339190724489604,0.025719235905420735
CTXR,2020-12-18,1.09,1.09,1.0668,1.08,84105,1.08,1.091203125916859,1.0710054429364575,0.020197682980401588,0.026301068070551853
CTXR,2020-12-17,1.07,1.09,1.04,1.0649,113238,1.0648999999999995,1.0932400579017425,1.070285878371374,0.02295417953036849,0.02782691434308942
CTXR,2020-12-16,1.07,1.07,1.05,1.0501,34470,1.0500999999999998,1.0983927957020594,1.0707167486410838,0.0276760470609756,0.029045098046269646
CTXR,2020-12-15,1.04,1.0699,1.04,1.0692,112842,1.0692,1.1071733040115248,1.0723660885323705,0.03480721547915433,0.029387360792593156
CTXR,2020-12-14,1.17,1.17,1.0627,1.1041,377722,1.1041000000000003,1.1140775411045294,1.0726193756149598,0.041458165489569376,0.02803239712095286
CTXR,2020-12-11,1.2215,1.23,1.18,1.1951,249404,1.1951000000000005,1.1158916394871712,1.0701009256641567,0.045790713823014466,0.02467595502879867
CTXR,2020-12-10,1.18,1.22,1.17,1.205,494732,1.205,1.1014901193939295,1.0601009997172892,0.041389119676640274,0.01939726533024472
CTXR,2020-12-09,1.21,1.27,1.13,1.18,1407588,1.1799999999999995,1.0826701411019166,1.0485090796946723,0.034161061407244286,0.013899301743645832
CTXR,2020-12-08,1.14,1.2,1.11,1.1740000000000002,507326,1.1740000000000002,1.0649738031204468,1.0379898060702462,0.026983997050200603,0.008833861827746215
CTXR,2020-12-07,1.15,1.16,1.1311,1.1483,61476,1.1483,1.0451508582332552,1.027108990555866,0.018041867677389245,0.004296328022132618
CTXR,2020-12-04,1.17,1.17,1.1496,1.1541,251792,1.1541,1.0263964688211198,1.0174137098003353,0.008982759020784492,0.0008599431083184612
CTXR,2020-12-03,1.01,1.01,0.9822,0.9995,46722,0.9995,1.0031776449704144,1.0064788065843622,-0.0033011616139477784,-0.0011707608697980466
CTXR,2020-12-02,0.99,0.9999,0.9631,0.970001,70723,0.970001,1.003846307692308,1.0070371111111112,-0.0031908034188032897,-0.0006381606837606136
CTXR,2020-12-01,1.02,1.025,1.0,1.01,132370,1.0100000000000002,1.01,1.01,0.0,0.0
