Symbol,Date,Open,High,Low,Close,Volume,RMTI SMA,RMTI spanTwelveEMA,RMTI spanTwntySixEMA,RMTI_x,RMTI_y
RMTI,2021-01-05,1.0111,1.05,1.0111,1.045,203603,1.045,1.0216121977566193,1.043887626769343,-0.02227542901272384,-0.022590748908977616
RMTI,2021-01-04,1.04,1.04,1.0176,1.025,132557,1.025,1.0173598700760045,1.0437986369108905,-0.026438766834886,-0.02266957888304106
RMTI,2021-01-04,1.04,1.04,1.0176,1.025,132557,1.025,1.0159707555443689,1.0453025278637618,-0.029331772319392883,-0.021727281895079824
RMTI,2020-12-31,0.98,1.005,0.9759,0.9865,83615,0.9865,1.0143290747342542,1.0469267300928626,-0.03259765535860848,-0.019826159289001558
RMTI,2020-12-30,0.9247,0.97,0.924,0.962499,302598,0.962499,1.0193889065041184,1.0517608685002915,-0.03237196199617332,-0.016633285271599827
RMTI,2020-12-29,0.96,0.97,0.9447,0.9447,210854,0.9447,1.0297325258685035,1.058901817980315,-0.029169292111811407,-0.01269861609045651
RMTI,2020-12-28,1.01,1.02,0.9705,1.005,325312,1.005,1.0451929851173225,1.06803796341874,-0.02284497830141774,-0.008580947085117785
RMTI,2020-12-28,1.01,1.02,0.9705,1.005,325312,1.005,1.052500800593199,1.073081000492239,-0.02058019989904003,-0.005014939281042851
RMTI,2020-12-24,1.02,1.03,1.0,1.02,86166,1.02,1.0611373097919627,1.0785274805316185,-0.01739017073965554,-0.0011236241265435553
RMTI,2020-12-23,1.0,1.02,0.9914,0.9999,134499,0.9998999999999998,1.0686168206632287,1.0832096789741477,-0.014592858310918944,0.0029430125267344972
RMTI,2020-12-22,1.01,1.03,1.0,1.015,136390,1.015,1.081110788056543,1.0898744532920794,-0.008763665235536509,0.007326980236147857
RMTI,2020-12-21,1.0290000000000001,1.03,1.0,1.02,138164,1.0200000000000002,1.0931309313395507,1.0958644095554455,-0.00273347821589498,0.011349641604068948
RMTI,2020-12-18,1.07,1.07,1.03,1.05,278978,1.0500000000000005,1.1064274643103782,1.1019335623198814,0.004493901990496818,0.014870421559059873
RMTI,2020-12-17,1.04,1.07,1.02,1.07,129645,1.07,1.1166870032759015,1.1060882473054718,0.010598755970429695,0.017464551451200634
RMTI,2020-12-16,1.09,1.1,1.05,1.055,212327,1.055,1.1251755493260651,1.1089753070899095,0.01620024223615579,0.01918100032139337
RMTI,2020-12-15,1.14,1.15,1.12,1.15,79046,1.15,1.1379347401126227,1.1132933316571023,0.02464140845552043,0.019926189842702818
RMTI,2020-12-14,1.15,1.15,1.125,1.135,123038,1.1350000000000002,1.1357410564967358,1.1103567981896705,0.025384258307065588,0.018747385189498412
RMTI,2020-12-11,1.1604,1.19,1.13,1.135,218105,1.1350000000000005,1.135875794041597,1.1083853420448442,0.02749045199675315,0.017088166910106672
RMTI,2020-12-10,1.17,1.18,1.1,1.17,366147,1.1700000000000006,1.136035029321888,1.106256169408432,0.029778859913456083,0.014487595638445106
RMTI,2020-12-09,1.23,1.24,1.21,1.22,140533,1.2200000000000006,1.1298595801076858,1.1011566629611065,0.028702917146579358,0.010664779569692417
RMTI,2020-12-08,1.25,1.26,1.22,1.22,259489,1.2200000000000004,1.1134704128545378,1.0916491959979948,0.02182121685654304,0.0061552451754706815
RMTI,2020-12-07,1.18,1.235,1.17,1.22,519224,1.2200000000000004,1.0941013970099085,1.0813811316778343,0.012720265332074154,0.0022387522552025927
RMTI,2020-12-04,1.09,1.1,1.0801,1.1,102333,1.1000000000000003,1.071210741920801,1.0702916222120609,0.000919119708739924,-0.00038162601401529807
RMTI,2020-12-03,1.05,1.07,1.05,1.065,96593,1.065,1.0659763313609467,1.0679149519890259,-0.0019386206280793683,-0.0007068124447041592
RMTI,2020-12-02,1.05,1.06,1.03,1.045,55904,1.045,1.0661538461538462,1.0681481481481483,-0.001994301994302061,-0.00039886039886041227
RMTI,2020-12-01,1.08,1.09,1.05,1.07,163381,1.0700000000000005,1.07,1.07,0.0,0.0
