Symbol,Date,Open,High,Low,Close,Volume,NBRV SMA,NBRV spanTwelveEMA,NBRV spanTwntySixEMA,NBRV_x,NBRV_y
NBRV,2021-01-05,2.5,2.55,2.49,2.52,69945,2.52,2.5571131510913125,2.8944354979663856,-0.337322346875073,-0.38560392771694435
NBRV,2021-01-04,2.47,2.49,2.4,2.435,146289,2.435,2.5638609967442787,2.9243903378036964,-0.3605293410594177,-0.39767432292741217
NBRV,2021-01-04,2.47,2.49,2.4,2.435,146289,2.435,2.587290268879602,2.9635415648279917,-0.3762512959483901,-0.4069605683944108
NBRV,2020-12-31,2.51,2.51,2.42,2.4301,59955,2.4301,2.614979408675893,3.005824890014232,-0.3908454813383386,-0.41463788650591604
NBRV,2020-12-30,2.42,2.46,2.395,2.395,61193,2.395,2.648593846616965,3.0518828812153704,-0.4032890345984049,-0.42058598779781026
NBRV,2020-12-29,2.53,2.53,2.41,2.45,166580,2.4500000000000006,2.6947018187291403,3.1044335117126,-0.40973169298345935,-0.4249102260976614
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.5950000000000006,2.739193058498075,3.1567881926496075,-0.4175951341515325,-0.4287048593762117
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.595000000000001,2.765409978224998,3.2017312480615763,-0.4363212698365784,-0.43148229068238153
NBRV,2020-12-24,2.71,2.715,2.65,2.6799,39707,2.6799000000000004,2.796393610629543,3.2502697479065024,-0.4538761372769593,-0.4302725458938323
NBRV,2020-12-23,2.7,2.72,2.61,2.6981,140204,2.6981,2.8175742671076422,3.295899327739023,-0.4783250606313811,-0.4243716480480505
NBRV,2020-12-22,2.5,2.5,2.47,2.485,89582,2.4849999999999994,2.8392968611272127,3.343723273958145,-0.5044264128309317,-0.4108832949022179
NBRV,2020-12-21,2.45,2.47,2.44,2.4531,77431,2.4531,2.9037144722412522,3.4124211358747965,-0.5087066636335447,-0.3874975154200393
NBRV,2020-12-18,2.5,2.5,2.44,2.4798,42013,2.4798,2.985644376285116,3.4891668267447797,-0.5035224504596645,-0.357195228366663
NBRV,2020-12-17,2.38,2.46,2.37,2.44,104569,2.4400000000000004,3.0776160810642277,3.5699161728843625,-0.4923000918201344,-0.3206134228434129
NBRV,2020-12-16,2.37,2.4,2.32,2.3231,149060,2.3231000000000006,3.193546277621361,3.6603094667151113,-0.4667631890937507,-0.2776917555992324
NBRV,2020-12-15,2.46,2.5,2.42,2.48,216457,2.4800000000000004,3.3518092371888804,3.7672862240523197,-0.4154769868634398,-0.2304238972256029
NBRV,2020-12-14,2.58,2.58,2.4466,2.5,506761,2.5000000000000004,3.5103200075868584,3.8702691219765057,-0.3599491143896474,-0.18416062481614376
NBRV,2020-12-11,2.44,2.5,2.31,2.4734,1328513,2.4734,3.694014554420833,3.9798906517346255,-0.2858760973137935,-0.14021350242276787
NBRV,2020-12-10,3.42,3.5,3.39,3.49,48869,3.49,3.915944473406439,4.1004099038733965,-0.18446543046695751,-0.10379785370001166
NBRV,2020-12-09,3.68,3.7,3.61,3.64,70323,3.640000000000001,3.9933889231167012,4.1492426961832685,-0.15585377306656767,-0.0836309595082752
NBRV,2020-12-08,3.85,3.85,3.75,3.76,74696,3.76,4.057641454592464,4.189982111877931,-0.1323406572854653,-0.06557525611870219
NBRV,2020-12-07,3.85,3.97,3.8,3.8299,76545,3.8299,4.111758082700185,4.224380680828164,-0.11262259812797824,-0.04888390582701117
NBRV,2020-12-04,3.75,3.84,3.75,3.8,71547,3.8,4.163005006827492,4.255939135294417,-0.0929341284669256,-0.032949232751769406
NBRV,2020-12-03,3.88,4.2299,3.72,3.88,147695,3.88,4.229005917159763,4.29241426611797,-0.06340834895820713,-0.01795300882298058
NBRV,2020-12-02,3.7,3.998,3.64,3.943,225702,3.9430000000000014,4.292461538461539,4.3254074074074085,-0.03294586894586882,-0.006589173789173942
NBRV,2020-12-01,4.303,4.3999,4.291,4.356,14557,4.356,4.356,4.356,0.0,0.0
