Symbol,Date,Open,High,Low,Close,Volume,EPWCF SMA,EPWCF spanTwelveEMA,EPWCF spanTwntySixEMA,EPWCF_x,EPWCF_y
EPWCF,2021-01-05,0.21,0.2128,0.198,0.2046,165517,0.2046,0.21127710259876326,0.19043447328737154,0.02084262931139169,0.028773015203481373
EPWCF,2021-01-04,0.2294,0.235,0.2119,0.2119,97950,0.2119,0.21249112125308384,0.18930123115036127,0.023189890102722568,0.030755611676503782
EPWCF,2021-01-04,0.2294,0.235,0.2119,0.2119,97950,0.21189999999999995,0.2125985978445536,0.18749332964239016,0.02510526820216341,0.03264704206994908
EPWCF,2020-12-31,0.2,0.205,0.2,0.2,103667,0.2,0.21272561563447245,0.1855407960137814,0.027184819620691025,0.03453248553689549
EPWCF,2020-12-30,0.2135,0.2149,0.2023,0.2054,35493,0.20539999999999992,0.21503936393164924,0.18438405969488392,0.030655304236765324,0.03636940201594659
EPWCF,2020-12-29,0.242,0.242,0.215,0.2175,79063,0.21749999999999994,0.21679197555558544,0.1827027844704746,0.034089191085110826,0.03779792646074191
EPWCF,2020-12-28,0.2176,0.253,0.2176,0.23,187232,0.22999999999999995,0.2166632438384192,0.17991900722811258,0.0367442366103066,0.03872511030464968
EPWCF,2020-12-28,0.2176,0.253,0.2176,0.23,187232,0.22999999999999995,0.21423837908176813,0.17591252780636155,0.03832585127540655,0.039220328728235436
EPWCF,2020-12-24,0.2435,0.2435,0.22662,0.22662,18988,0.2266199999999999,0.21137262982390775,0.1715855300308705,0.039787099793037295,0.03944394809144265
EPWCF,2020-12-23,0.25,0.25,0.2242,0.2242,57727,0.2241999999999999,0.2086003807009819,0.16718277243334012,0.041417608267641785,0.039358160166044
EPWCF,2020-12-22,0.2,0.228,0.2,0.228,123524,0.2279999999999999,0.20576408628297865,0.16262139422800734,0.043142692054971316,0.03884329814064455
EPWCF,2020-12-21,0.2315,0.2315,0.2078,0.21761,121823,0.21760999999999994,0.20172119287988385,0.1573911057662479,0.04433008711363595,0.03776844966206286
EPWCF,2020-12-18,0.29375,0.29375,0.225,0.23874,145612,0.2387399999999999,0.19883231885804456,0.15257359422754774,0.046258724630496816,0.036128040299169585
EPWCF,2020-12-18,0.29375,0.29375,0.225,0.23874,145612,0.2387399999999999,0.1915763768322345,0.14568028176575154,0.04589609506648296,0.033595369216337774
EPWCF,2020-12-16,0.24,0.25,0.2068,0.2182,172412,0.2181999999999999,0.1830011726199135,0.13823550430701165,0.04476566831290185,0.030520187753801477
EPWCF,2020-12-15,0.2681,0.282,0.25,0.2656,283815,0.2655999999999999,0.17660138582353413,0.13183834465157254,0.04476304117196156,0.02695881761402638
EPWCF,2020-12-14,0.22,0.24,0.22,0.23835,200900,0.2383499999999999,0.16041981960963125,0.12113741222369835,0.03928240738593289,0.02250776172454258
EPWCF,2020-12-11,0.2,0.223,0.19,0.22,243025,0.21999999999999992,0.14625069590229148,0.11176040520159422,0.034490290700697264,0.018314100309194996
EPWCF,2020-12-10,0.1685,0.17,0.132,0.1615,638807,0.16149999999999995,0.13284173152088993,0.10310123761772176,0.02974049390316817,0.014270052711319429
EPWCF,2020-12-09,0.23,0.23199999999999998,0.209,0.21368800000000002,165902,0.21368800000000002,0.12763113725196085,0.0984293366271395,0.02920180062482135,0.010402442413357242
EPWCF,2020-12-08,0.318,0.318,0.25,0.29,1652787,0.2899999999999999,0.11198443493413557,0.08920864355731066,0.02277579137682489,0.005702602860491216
EPWCF,2020-12-07,0.12,0.1506,0.12,0.14,1102222,0.13999999999999996,0.07961796855852385,0.07314533504189552,0.006472633516628329,0.001434305731407792
EPWCF,2020-12-04,0.0745,0.0797,0.068,0.0797,239353,0.07969999999999994,0.06863941738734637,0.06779696184524718,0.0008424555420992048,0.00017472378510265796
EPWCF,2020-12-03,0.075,0.075,0.0612,0.0612,111270,0.06119999999999995,0.0666284023668639,0.06684471879286694,-0.00021631642600303258,7.79084585352474e-06
EPWCF,2020-12-02,0.069,0.071,0.069,0.071,140653,0.07099999999999992,0.06761538461538462,0.0672962962962963,0.0003190883190883204,6.381766381766407e-05
EPWCF,2020-12-01,0.06548999999999999,0.067,0.061,0.067,30512,0.06699999999999992,0.067,0.067,0.0,0.0
