Symbol,Date,Open,High,Low,Close,Volume,KHRNF SMA,KHRNF spanTwelveEMA,KHRNF spanTwntySixEMA,KHRNF_x,KHRNF_y
KHRNF,2021-01-05,0.28,0.28820500000000004,0.2782,0.2782,23273,0.2782,0.28672809832031343,0.29383177854148723,-0.0071036802211738035,-0.009404979192067633
KHRNF,2021-01-04,0.2965,0.3151,0.2965,0.2977,38625,0.2977000000000001,0.2882786616512795,0.29508232082480623,-0.006803659173526711,-0.009980303934791091
KHRNF,2021-01-04,0.2965,0.3151,0.2965,0.2977,38625,0.2977000000000001,0.28656569104242124,0.2948729064907907,-0.008307215448369432,-0.010774465125107187
KHRNF,2020-12-31,0.3185,0.3185,0.2908,0.2929,384081,0.2929000000000001,0.2845412712319524,0.2946467390100539,-0.010105467778101508,-0.011391277544291626
KHRNF,2020-12-30,0.2855,0.2855,0.251,0.2747,114585,0.2747000000000001,0.28302150236503465,0.29478647813085823,-0.011764975765823582,-0.011712729985839155
KHRNF,2020-12-29,0.266,0.28245,0.266,0.2779,22652,0.2779000000000001,0.2845345027950409,0.2963933963813269,-0.011858893586285946,-0.011699668540843047
KHRNF,2020-12-28,0.2944,0.2944,0.2628,0.285,98530,0.2850000000000001,0.2857407760305029,0.297872868091833,-0.012132092061330093,-0.011659862279482309
KHRNF,2020-12-28,0.2944,0.2944,0.2628,0.285,98530,0.2850000000000001,0.2858754625815034,0.29890269753917964,-0.013027234957676216,-0.011541804834020364
KHRNF,2020-12-24,0.26899999999999996,0.292,0.255,0.275,9747,0.2750000000000001,0.28603463759632225,0.30001491334231395,-0.013980275745991757,-0.011170447303106401
KHRNF,2020-12-23,0.26,0.2771,0.26,0.2739,36920,0.27390000000000003,0.2880409353411081,0.3020161064096991,-0.013975171068590976,-0.010467990192385077
KHRNF,2020-12-22,0.26,0.29100000000000004,0.26,0.2812,144423,0.2812000000000001,0.2906120144940369,0.30426539492247495,-0.013653380428438113,-0.009591194973333586
KHRNF,2020-12-21,0.2645,0.27545,0.25,0.25395,75198,0.25395,0.29232328985658906,0.30611062651627297,-0.013787336659683902,-0.008575648609557469
KHRNF,2020-12-18,0.28625,0.28625,0.2725,0.2772,62296,0.2772,0.2993002516486962,0.31028347663757483,-0.010983224988878606,-0.00727272659702586
KHRNF,2020-12-17,0.2872,0.2909,0.264,0.285655,376744,0.285655,0.3033184792211865,0.3129301547685808,-0.009611675547394338,-0.006345101999062674
KHRNF,2020-12-16,0.3185,0.3185,0.2955,0.3,51468,0.30000000000000004,0.3065300208977659,0.3151121671500673,-0.008582146252301416,-0.0055284586119797585
KHRNF,2020-12-15,0.28800000000000003,0.28800000000000003,0.27675,0.28,59897,0.2800000000000001,0.3077172974246324,0.3163211405220727,-0.008603843097440333,-0.0047650367018993445
KHRNF,2020-12-14,0.278,0.3025,0.278,0.295,79665,0.29500000000000004,0.31275680604729283,0.3192268317638385,-0.006470025716545702,-0.0038053351030140972
KHRNF,2020-12-11,0.318,0.318,0.2965,0.3027,13052,0.3027000000000001,0.31598531623770976,0.3211649783049456,-0.005179662067235857,-0.00313916244963121
KHRNF,2020-12-10,0.29625,0.31085,0.29625,0.31,22559,0.3100000000000001,0.3184008282809297,0.32264217656934124,-0.004241348288411495,-0.0026290375452300476
KHRNF,2020-12-09,0.32,0.3285,0.31,0.3137,48107,0.3137000000000001,0.31992825160473515,0.3236535506948885,-0.0037252990901534,-0.0022259598594346714
KHRNF,2020-12-08,0.33105,0.33105,0.3146,0.315,99942,0.31500000000000017,0.32106066098741426,0.3244498347504796,-0.003389173763065356,-0.0018511250517550028
KHRNF,2020-12-07,0.3395,0.342,0.31925,0.32075,280352,0.3207500000000001,0.32216259934876235,0.325205821530518,-0.003043222181755678,-0.0014666128739274143
KHRNF,2020-12-04,0.29975,0.3208,0.2992,0.31,47509,0.31000000000000016,0.32241943559399183,0.32556228725295944,-0.003142851658967605,-0.0010724605469703483
KHRNF,2020-12-03,0.31145,0.32,0.29895,0.31,39855,0.3100000000000001,0.3246775147928994,0.32680727023319617,-0.002129755440296755,-0.0005548627689710339
KHRNF,2020-12-02,0.3247,0.33799999999999997,0.3114,0.3188,166214,0.31880000000000003,0.32734615384615384,0.32815185185185186,-0.0008056980056980191,-0.0001611396011396038
KHRNF,2020-12-01,0.36,0.36,0.3217,0.3289,531479,0.3289000000000001,0.3289,0.3289,0.0,0.0
