Symbol,Date,Open,High,Low,Close,Volume,ZKIN SMA,ZKIN spanTwelveEMA,ZKIN spanTwntySixEMA,ZKIN_x,ZKIN_y
ZKIN,2021-01-05,2.7,2.75,2.65,2.73,88884,2.73,2.5417651657361002,2.3779006939452576,0.16386447179084218,0.11680342330203178
ZKIN,2021-01-04,2.7665,2.7665,2.6,2.7,220929,2.7,2.507540650415391,2.349732749460878,0.1578079009545128,0.10503816117982906
ZKIN,2021-01-04,2.7665,2.7665,2.6,2.7,220929,2.7,2.472548041400008,2.321711369417748,0.15083667198225958,0.09184572623615811
ZKIN,2020-12-31,2.7,3.14,2.65,3.1115,1479874,3.1115000000000004,2.431193139836373,2.2914482789711683,0.1397448608652052,0.07709798979963263
ZKIN,2020-12-30,2.4,2.47,2.38,2.4401,114856,2.4401000000000006,2.3075009834429863,2.225844141288861,0.08165684215412483,0.06143627203323959
ZKIN,2020-12-29,2.5,2.5,2.36,2.37,62436,2.37,2.283392071341711,2.2087036725919704,0.07468839874974087,0.056381129503018164
ZKIN,2020-12-28,2.4727,2.54,2.31,2.37,331087,2.37,2.2676451752220217,2.195799966399328,0.07184520882269396,0.0518043121913376
ZKIN,2020-12-28,2.4727,2.54,2.31,2.37,331087,2.37,2.2490352070805706,2.1818639637112742,0.06717124336929681,0.04679408803349862
ZKIN,2020-12-24,2.33,2.34,2.26,2.2972,50775,2.2972,2.2270416083679474,2.1668130808081765,0.06022852755977093,0.041699799199549185
ZKIN,2020-12-23,2.31,2.33,2.28,2.3,16973,2.3,2.2142855371621195,2.1563821272728307,0.05790340988928878,0.03706761710949375
ZKIN,2020-12-22,2.23,2.34,2.19,2.33,110634,2.33,2.1987010893734142,2.144892697454657,0.05380839191875708,0.031858668914544995
ZKIN,2020-12-21,2.24,2.2694,2.17,2.21,75640,2.21,2.1748285601685806,2.13008411325103,0.04474444691755064,0.02637123816349197
ZKIN,2020-12-18,2.27,2.29,2.2,2.27,177039,2.2700000000000005,2.1684337529265045,2.1236908423111123,0.04474291061539226,0.021777935974977305
ZKIN,2020-12-17,2.23,2.32,2.1999,2.23,36449,2.23,2.1499671625495056,2.111986109696001,0.03798105285350406,0.016036692314873563
ZKIN,2020-12-16,2.23,2.25,2.1601,2.18,30051,2.18,2.1354157375585068,2.1025449984716817,0.03287073908682503,0.010550602180215828
ZKIN,2020-12-15,2.3,2.3,2.2,2.2,24836,2.2000000000000006,2.1273095080236897,2.096348598349416,0.030960909674273562,0.004970567953563527
ZKIN,2020-12-14,2.35,2.4,2.29,2.33,74824,2.330000000000001,2.114093054937088,2.0880564862173694,0.026036568719718375,-0.0015270174766139812
ZKIN,2020-12-11,2.06,2.19,2.06,2.14,91946,2.140000000000001,2.0748372467438307,2.0687010051147587,0.006136241629071559,-0.008417914025697183
ZKIN,2020-12-10,2.55,2.59,2.16,2.28,1552418,2.28,2.0629894734245267,2.06299708552394,-7.612099412579454e-06,-0.012056452939389476
ZKIN,2020-12-09,2.03,2.03,1.99,1.99,21108,1.99,2.0235330140471683,2.045636852365855,-0.022103838318686453,-0.015068663149383477
ZKIN,2020-12-08,1.96,2.0215,1.95,2.0185,15930,2.0184999999999995,2.029629925692108,2.050087800555123,-0.02045787486301487,-0.013309869357057733
ZKIN,2020-12-07,2.0,2.1,2.0,2.0,38403,2.0,2.031653548545219,2.0526148245995333,-0.02096127605431386,-0.011522867980568447
ZKIN,2020-12-04,2.02,2.07,1.9601,2.0365,22075,2.0365,2.0374087391898037,2.056824010567495,-0.019415271377690942,-0.009163265962131982
ZKIN,2020-12-03,1.9807,1.9935,1.92,1.965,31689,1.965,2.037573964497041,2.0584499314128952,-0.020875966915853358,-0.006600264608242128
ZKIN,2020-12-02,1.83,1.99,1.83,1.89,57789,1.89,2.0507692307692307,2.065925925925926,-0.015156695156695488,-0.0030313390313390976
ZKIN,2020-12-01,2.18,2.2,2.04,2.08,250566,2.08,2.08,2.08,0.0,0.0
