Symbol,Date,Open,High,Low,Close,Volume,BKCC SMA,BKCC spanTwelveEMA,BKCC spanTwntySixEMA,BKCC_x,BKCC_y
BKCC,2021-02-22,3.3,3.38,3.3,3.36,48255,3.36,3.2214817906912137,3.124494134296893,0.0969876563943206,0.10333583705363712
BKCC,2021-02-19,3.32,3.3434,3.26,3.27,46270,3.27,3.19629666172598,3.105653665040645,0.09064299668533504,0.10492288221846624
BKCC,2021-02-18,3.21,3.21,3.1955,3.2028,23594,3.2027999999999994,3.182896054767068,3.0925059582438963,0.09039009652317144,0.10849285360174904
BKCC,2021-02-17,3.15,3.175,3.15,3.175,10615,3.174999999999999,3.1792771556338075,3.0836824349034084,0.09559472073039954,0.11301854287139332
BKCC,2021-02-16,3.2,3.2,3.16,3.1728,66762,3.1728,3.1800548202945,3.0763770296956814,0.1036777905988191,0.11737449840664188
BKCC,2021-02-16,3.2,3.2,3.16,3.1728,66762,3.1727999999999987,3.1813738785298638,3.0686631920713348,0.11271068645852812,0.12079867535859769
BKCC,2021-02-12,3.18,3.2,3.1614,3.17,24788,3.1699999999999986,3.182932765535293,3.060332247437042,0.12260051809825125,0.12282067258361486
BKCC,2021-02-11,3.17,3.205,3.14,3.2007,26566,3.2006999999999985,3.185284177450801,3.051558827232005,0.13372535021879586,0.12287571120495576
BKCC,2021-02-10,3.2,3.235,3.19,3.19,48546,3.1899999999999986,3.1824813006236736,3.0396275334105662,0.14285376721310786,0.12016330145149573
BKCC,2021-02-09,3.36,3.36,3.28,3.33,38301,3.33,3.1811142643734325,3.0275977360834108,0.15351652829002127,0.11449068501109282
BKCC,2021-02-08,3.4,3.42,3.38,3.38,64948,3.379999999999999,3.154044130623148,3.003405554970084,0.1506385756530637,0.10473422419136058
BKCC,2021-02-05,3.37,3.44,3.37,3.37,39657,3.3699999999999988,3.1129612452819018,2.9732779993676903,0.13968324591421144,0.09325813632593467
BKCC,2021-02-04,3.28,3.35,3.28,3.34,72434,3.339999999999999,3.066226926242248,2.9415402393171064,0.12468668692514172,0.08165185892886548
BKCC,2021-02-03,3.19,3.2396,3.19,3.21,33633,3.209999999999998,3.0164500037408386,2.9096634584624743,0.10678654527836427,0.07089315192979641
BKCC,2021-02-02,3.15,3.17,3.1101,3.1581,25954,3.1580999999999992,2.9812590953300817,2.8856365351394726,0.09562256019060912,0.061919803592654435
BKCC,2021-02-01,3.0,3.06,3.0,3.0,48558,2.9999999999999987,2.949106203571915,2.8638394579506303,0.08526674562128456,0.05349411444316576
BKCC,2021-01-29,3.19,3.19,3.13,3.15,38270,3.1499999999999986,2.939852786039536,2.8529466145866813,0.08690617145285495,0.045550956648636065
BKCC,2021-01-28,3.05,3.07,3.05,3.07,49898,3.069999999999999,2.901644201683088,2.829182343753615,0.07246185792947246,0.03521215294758145
BKCC,2021-01-27,3.05,3.08,3.05,3.0598,73065,3.0598,2.8710340565345582,2.8099169312539045,0.061117125280653724,0.025899726702108584
BKCC,2021-01-26,3.03,3.06,3.0,3.04,36479,3.04,2.836712975904478,2.789926285754217,0.04678669015026093,0.017095377057472303
BKCC,2021-01-25,2.89,2.9058,2.88,2.905,16906,2.905,2.799751698796201,2.7699203886145547,0.029831310181646756,0.009672548784275143
BKCC,2021-01-22,2.91,2.91,2.88,2.9,42165,2.9,2.7806156440318746,2.759114019703719,0.02150162432815561,0.004632858434932351
BKCC,2021-01-21,2.79,2.9399,2.76,2.91,201341,2.9100000000000006,2.758909397492215,2.7478431412800166,0.011066256212198587,0.00041566696162653543
BKCC,2021-01-20,2.68,2.72,2.68,2.72,22252,2.7200000000000006,2.731438378854436,2.7348705925824177,-0.003432213727982081,-0.002246980351016478
BKCC,2021-01-19,2.75,2.75,2.72,2.74,83866,2.7400000000000007,2.733518084100697,2.7360602399890115,-0.002542155888314301,-0.0019506720067751881
BKCC,2021-01-19,2.75,2.75,2.72,2.74,83866,2.74,2.7323395539371877,2.7357450591881323,-0.0034055052509449624,-0.0018028010363904097
BKCC,2021-01-15,2.72,2.75,2.7037,2.715,18355,2.715,2.7309467455621297,2.7354046639231826,-0.004457918361052471,-0.0014021249827518823
BKCC,2021-01-14,2.72,2.7362,2.7,2.7,20210,2.7,2.7338461538461543,2.7370370370370374,-0.0031908831908835644,-0.0006381766381766241
BKCC,2021-01-13,2.75,2.7551,2.73,2.74,17184,2.74,2.74,2.74,0.0,0.0
