Symbol,Date,Open,High,Low,Close,Volume,MRKR SMA,MRKR spanTwelveEMA,MRKR spanTwntySixEMA,MRKR_x,MRKR_y
MRKR,2021-02-22,2.82,2.83,2.68,2.7829,53922,2.7829,2.788538478083264,2.5636130385329507,0.22492543955031288,0.21434330900448012
MRKR,2021-02-19,2.87,2.91,2.84,2.87,15274,2.870000000000001,2.789563655916584,2.546070081615587,0.2434935743009969,0.21169777636802178
MRKR,2021-02-18,2.95,2.99,2.82,2.86,58873,2.8600000000000003,2.7749388660832355,2.520155688144834,0.25478317793840155,0.20374882688477797
MRKR,2021-02-17,3.06,3.06,2.88,2.9082,101035,2.9082000000000003,2.7594732053710964,2.4929681431964203,0.2665050621746761,0.19099023912137206
MRKR,2021-02-16,3.0,3.04,2.98,2.9987,84046,2.9987000000000004,2.732431969984023,2.459749594652134,0.2726823753318888,0.17211153335804605
MRKR,2021-02-16,3.0,3.04,2.98,2.9987,84046,2.9987000000000013,2.6840196008902093,2.4166335622243054,0.26738603866590394,0.14696882286458535
MRKR,2021-02-12,3.23,3.23,2.929,2.95,151215,2.9500000000000006,2.626804982870247,2.370068247202249,0.2567367356679977,0.1168645189142557
MRKR,2021-02-11,3.38,3.3810000000000002,3.15,3.2001,104850,3.2001,2.568042252483019,2.323673706978429,0.24436854550458964,0.0818964647258202
MRKR,2021-02-10,3.175,3.2718,3.0,3.22,149574,3.22,2.4531226620253856,2.2535596035367043,0.19956305848868228,0.04127844453112772
MRKR,2021-02-09,3.23,3.77,3.22,3.7,760244,3.7,2.3136904187572744,2.1762443718196405,0.13744604693763396,0.0017072910417393061
MRKR,2021-02-08,2.27,2.4423,2.23,2.43,217561,2.43,2.0616341312585966,2.054343921565212,0.007290209693385119,-0.03222739793223436
MRKR,2021-02-05,2.18,2.18,2.1,2.14,93347,2.14,1.9946585187601604,2.024291435290429,-0.02963291653026845,-0.04210679983863912
MRKR,2021-02-04,2.08,2.09,2.03,2.06,153233,2.06,1.968232794898372,2.015034750113663,-0.04680195521529162,-0.04522527066573179
MRKR,2021-02-03,1.85,1.9434,1.85,1.93,41969,1.93,1.9515478485162572,2.0114375301227563,-0.05988968160649887,-0.04483109952834193
MRKR,2021-02-02,1.91,1.94,1.8501,1.8796,27235,1.8796,1.955465639155577,2.017952532532577,-0.062486893376999975,-0.041066454008802634
MRKR,2021-02-01,1.96,1.96,1.84,1.86,33584,1.8600000000000003,1.9692593917293184,2.029020735135183,-0.059761343405864815,-0.0357113441667533
MRKR,2021-01-29,1.9,1.9,1.81,1.84,17840,1.84,1.9891247356801036,2.0425423939459977,-0.053417658265894286,-0.029698844356975476
MRKR,2021-01-28,1.89,2.01,1.89,1.9,114063,1.9,2.016238323985577,2.058745785461677,-0.04250746147610096,-0.023769140879745826
MRKR,2021-01-27,1.98,1.9826,1.88,1.92,77516,1.9200000000000004,2.037372564710227,2.071445448298612,-0.034072883588384784,-0.019084560730657264
MRKR,2021-01-26,2.03,2.03,1.99,2.02,19391,2.0200000000000005,2.0587130310211768,2.083561084162501,-0.024848053141323767,-0.015337480016225272
MRKR,2021-01-25,2.03,2.05,2.02,2.0216,19133,2.0216000000000007,2.0657517639341183,2.088645970895501,-0.022894206961382668,-0.012959836734950537
MRKR,2021-01-22,2.02,2.0262,1.974,2.0199,67434,2.0199000000000007,2.073779357376685,2.094009648567141,-0.02023029119045594,-0.010476244178342503
MRKR,2021-01-21,2.27,2.27,2.05,2.0644,110988,2.064400000000001,2.083575604172446,2.099938420452512,-0.016362816280066198,-0.008037732425314144
MRKR,2021-01-20,2.06,2.0646,2.01,2.05,37643,2.0500000000000007,2.087062077658345,2.1027814940887133,-0.015719416430367783,-0.005956461461626242
MRKR,2021-01-19,2.07,2.09,1.94,2.02,136036,2.0200000000000005,2.09380063723259,2.1070040136158106,-0.013203376383220444,-0.0035157227194407455
MRKR,2021-01-19,2.07,2.09,1.94,2.02,136036,2.020000000000001,2.1072189349112427,2.1139643347050754,-0.006745399793832707,-0.0010938093034958208
MRKR,2021-01-15,2.14,2.18,2.13,2.14,77896,2.140000000000001,2.123076923076923,2.121481481481481,0.0015954415954415602,0.00031908831908840086
MRKR,2021-01-14,2.1,2.18,2.08,2.12,124681,2.120000000000001,2.12,2.12,0.0,0.0
MRKR,2021-01-13,2.0896,2.14,2.0501,2.12,265878,2.120000000000002,2.12,2.12,0.0,0.0
