Symbol,Date,Open,High,Low,Close,Volume,AIV SMA,AIV spanTwelveEMA,AIV spanTwntySixEMA,AIV_x,AIV_y
AIV,2021-02-22,4.84,4.88,4.83,4.84,289720,4.84,4.855650847113203,4.8298964472647645,0.025754399848438855,0.028504956544731615
AIV,2021-02-19,4.82,4.84,4.76,4.8,371796,4.800000000000002,4.858496455679242,4.829088163045945,0.029408292633295474,0.029192595718804802
AIV,2021-02-18,4.9,4.94,4.88,4.905,257938,4.905000000000002,4.8691321748936485,4.8314152160896215,0.037716958804026916,0.02913867149018191
AIV,2021-02-17,4.89,4.9,4.8317,4.859,203566,4.859000000000003,4.862610752147039,4.8255284333767925,0.03708231877024737,0.026994099661720658
AIV,2021-02-16,4.92,4.945,4.88,4.9009,564556,4.900900000000002,4.86326725253741,4.822850708046935,0.04041654449047538,0.0244720448845892
AIV,2021-02-16,4.92,4.945,4.88,4.9009,564556,4.900900000000002,4.856424934816939,4.8166067646906905,0.039818170126249434,0.02048591998311765
AIV,2021-02-12,4.85,4.91,4.84,4.8799,429826,4.879900000000003,4.84833855932911,4.809863305865945,0.03847525346316516,0.015652857447334925
AIV,2021-02-11,4.92,4.945,4.87,4.9417,357295,4.941700000000004,4.842600115570766,4.8042603703352205,0.038339745235545834,0.009947258443377367
AIV,2021-02-10,4.91,4.96,4.9,4.955,634992,4.955000000000003,4.824581954765451,4.793265199962038,0.031316754803413005,0.002849136745335247
AIV,2021-02-09,4.9,4.94,4.86,4.93,293294,4.9300000000000015,4.800869582904625,4.780326415959001,0.02054316694562353,-0.0042677677691841925
AIV,2021-02-08,4.88,4.9,4.86,4.885,350049,4.885000000000002,4.77739132525092,4.768352529235722,0.009038796015198969,-0.01047050144788612
AIV,2021-02-05,4.87,4.88,4.7658,4.81,1225700,4.8100000000000005,4.7578261116601785,4.759020731574579,-0.0011946199144006187,-0.015347825813657168
AIV,2021-02-04,4.82,4.92,4.8,4.855,553430,4.855000000000001,4.748339950143848,4.7549423901005445,-0.0066024399566977365,-0.018886127288471305
AIV,2021-02-03,4.86,4.89,4.82,4.85,346403,4.850000000000001,4.7289472138063635,4.746937781308589,-0.01799056750222494,-0.02195704912141492
AIV,2021-02-02,4.75,4.825,4.68,4.78,484457,4.780000000000003,4.706937616316614,4.738692803813278,-0.03175518749666395,-0.022948669526212186
AIV,2021-02-01,4.64,4.66,4.5599,4.595,608269,4.595000000000003,4.693653546555997,4.735388228118339,-0.04173468156234161,-0.020747040033599243
AIV,2021-01-29,4.73,4.73,4.5,4.59,868438,4.5900000000000025,4.711590555020725,4.746619286367807,-0.035028731347082065,-0.015500129651413652
AIV,2021-01-28,4.6,4.69,4.6,4.655,479122,4.655000000000003,4.733697928660857,4.759148829277232,-0.02545090061637456,-0.010617979227496547
AIV,2021-01-27,4.69,4.69,4.61,4.63,568867,4.6300000000000034,4.748006642962832,4.767480735619411,-0.019474092656578183,-0.0069097488802768205
AIV,2021-01-26,4.81,4.86,4.7721,4.82,427725,4.820000000000003,4.769462396228802,4.7784791944689635,-0.009016798240160995,-0.0037686629362012588
AIV,2021-01-25,4.81,4.825,4.68,4.71,430520,4.710000000000003,4.7602737409976745,4.775157530026479,-0.014883789028804271,-0.0024566291102111025
AIV,2021-01-22,4.75,4.76,4.66,4.675,816415,4.675000000000002,4.7694144211790706,4.7803701324285965,-0.010955711249526878,0.0006501608694371901
AIV,2021-01-21,4.8,4.8,4.71,4.735,484001,4.735000000000002,4.7865806795752635,4.788799743022883,-0.002219063447619796,0.0035516288991779854
AIV,2021-01-20,4.94,4.94,4.74,4.75,1031452,4.750000000000003,4.795958984952585,4.793103722464715,0.0028552624878699358,0.0049943019858774305
AIV,2021-01-19,4.87,4.895,4.78,4.7917,499862,4.791700000000001,4.804315164034874,4.796552020261892,0.007763143772980818,0.005529061860379304
AIV,2021-01-19,4.87,4.895,4.78,4.7917,499862,4.791700000000001,4.806608830223031,4.796940181882843,0.009668648340188213,0.004970541382228703
AIV,2021-01-15,4.91,4.92,4.82,4.85,647558,4.8500000000000005,4.80931952662722,4.797359396433469,0.011960130193749308,0.003796014642738825
AIV,2021-01-14,5.0,5.02,4.88,4.895,1444516,4.895000000000001,4.801923076923077,4.793148148148148,0.008774928774929691,0.0017549857549857607
AIV,2021-01-13,4.78,4.83,4.75,4.785,378229,4.785000000000002,4.785,4.785,0.0,0.0
