Symbol,Date,Open,High,Low,Close,Volume,TLSA SMA,TLSA spanTwelveEMA,TLSA spanTwntySixEMA,TLSA_x,TLSA_y
TLSA,2021-02-22,3.72,3.72,3.5505,3.698,48485,3.698,3.9210022331395393,3.953939276770965,-0.03293704363142602,0.0038007812697986873
TLSA,2021-02-19,3.82,3.82,3.74,3.78,38764,3.78,3.961548093710365,3.9744144189126422,-0.01286632520227826,0.012985237495104753
TLSA,2021-02-18,3.95,3.97,3.9,3.92,74296,3.92,3.99455683802134,3.9899675724256554,0.004589265595685178,0.019448128169450282
TLSA,2021-02-17,3.99,3.99,3.87,3.97,41269,3.97,4.008112626752491,3.995564978219707,0.012547648532785338,0.02316284381289167
TLSA,2021-02-16,4.04,4.05,3.84,3.94,79796,3.94,4.015042195252945,3.9976101764772833,0.017432018775661362,0.025816642632918472
TLSA,2021-02-16,4.04,4.05,3.84,3.94,79796,3.94,4.02868623075348,4.002218990595466,0.02646724015801372,0.02791279859723275
TLSA,2021-02-12,4.02,4.07,3.86,4.0412,129506,4.0412,4.044810999981386,4.007196509843103,0.037614490138282435,0.028274188207037504
TLSA,2021-02-11,4.09,4.1,3.98,3.98,77814,3.98,4.045467545432547,4.004476230630552,0.04099131480199514,0.02593911272422627
TLSA,2021-02-10,4.19,4.22,4.12,4.1501,140490,4.1501,4.057370735511192,4.006434329080996,0.050936406430196264,0.02217606220478427
TLSA,2021-02-09,3.98,4.14,3.9619999999999997,4.08,80140,4.08,4.0405108692404985,3.994941075407476,0.04556979383302373,0.014985976148431267
TLSA,2021-02-08,4.08,4.09,3.9,4.04,199292,4.040000000000001,4.033331027284227,3.988136361440073,0.04519466584415355,0.007340021727283484
TLSA,2021-02-05,4.1814,4.1814,4.0101,4.08,57762,4.080000000000001,4.03211848679045,3.98398727035528,0.04813121643517082,-0.0021236393019341444
TLSA,2021-02-04,4.31,4.35,4.13,4.1646,128822,4.164600000000002,4.023412757115987,3.9763062519837016,0.04710650513228565,-0.014687353236210276
TLSA,2021-02-03,4.21,4.4661,4.1925,4.325,392053,4.325000000000003,3.9977423493188944,3.9612427521423976,0.03649959717649676,-0.030135817828334254
TLSA,2021-02-02,4.98,4.99,4.32,4.47,1035179,4.4700000000000015,3.9382409582859665,3.932142172313789,0.0060987859721768345,-0.046794671579542
TLSA,2021-02-01,3.73,3.8,3.574,3.68,56757,3.6800000000000015,3.8415574961561423,3.8891135460988933,-0.047556049942750984,-0.06001803596747193
TLSA,2021-01-29,3.84,4.05,3.84,4.0199,116556,4.019900000000002,3.870931586366349,3.905842629786804,-0.03491104342045537,-0.06313353247365217
TLSA,2021-01-28,3.5,3.76,3.45,3.63,82567,3.6300000000000017,3.84384642025114,3.8967180401697488,-0.052871619918609,-0.07018915473695148
TLSA,2021-01-27,3.95,4.1857,3.8,3.925,246710,3.9250000000000016,3.8827275875695286,3.9180554833833288,-0.035327895813799685,-0.0745185384415372
TLSA,2021-01-26,3.81,4.09,3.78,4.07,132427,4.070000000000002,3.8750416944003527,3.917499922053995,-0.04245822765364249,-0.08431619909847146
TLSA,2021-01-25,3.91,3.9356,3.75,3.83,182262,3.830000000000002,3.839594729745872,3.9052999158183153,-0.06570518607244312,-0.0947806919596787
TLSA,2021-01-22,4.25,4.3,4.07,4.28,130684,4.280000000000003,3.8413392260633032,3.91132390908378,-0.06998468302047689,-0.10204956843148758
TLSA,2021-01-21,4.34,4.445,4.0,4.1154,882510,4.115400000000002,3.761582721711176,3.881829821810482,-0.12024710009930616,-0.11006578978424023
TLSA,2021-01-20,3.5,4.08,3.42,3.9999,504670,3.999900000000001,3.6972523074768446,3.8631442075553206,-0.16589190007847598,-0.10752046220547373
TLSA,2021-01-19,3.11,3.145,3.0102,3.11,95141,3.1100000000000017,3.642225454290816,3.8522037441597465,-0.2099782898689302,-0.09292760273722317
TLSA,2021-01-19,3.11,3.145,3.0102,3.11,95141,3.1100000000000017,3.7389937187073277,3.9115800436925263,-0.17258632498519774,-0.06366493095429629
TLSA,2021-01-15,3.16,3.3,3.1,3.29,88962,3.2900000000000023,3.853356213017752,3.9757064471879278,-0.12235023417017656,-0.03643458244657069
TLSA,2021-01-14,3.23,3.31,3.0,3.1626,319112,3.1626000000000016,3.9557846153846152,4.0305629629629625,-0.07477834757834723,-0.014955669515669446
TLSA,2021-01-13,3.1,4.2961,3.08,4.1,1590442,4.100000000000001,4.1,4.1,0.0,0.0
