Symbol,Date,Open,High,Low,Close,Volume,ABEV SMA,ABEV spanTwelveEMA,ABEV spanTwntySixEMA,ABEV_x,ABEV_y
ABEV,2021-02-22,2.68,2.73,2.65,2.71,5664671,2.71,2.8160590888061883,2.8678262668403347,-0.05176717803414643,-0.04573078021674291
ABEV,2021-02-19,2.75,2.79,2.74,2.79,1248013,2.79,2.8353425594982227,2.8804523681875613,-0.04510980868933867,-0.04422168076239202
ABEV,2021-02-18,2.79,2.81,2.78,2.805,2050888,2.8050000000000006,2.8435866612251717,2.8876885576425666,-0.04410189641739404,-0.04399964878065535
ABEV,2021-02-17,2.86,2.88,2.84,2.845,914022,2.845,2.8506024178115674,2.894303642253971,-0.04370122444240376,-0.043974086871470454
ABEV,2021-02-16,2.8,2.84,2.8,2.84,1096903,2.8400000000000003,2.851621039231852,2.898247933634288,-0.046626894402436836,-0.04404230247873712
ABEV,2021-02-16,2.8,2.84,2.8,2.84,1096903,2.84,2.853733955455825,2.902907768325032,-0.049173812869206746,-0.04339615449781241
ABEV,2021-02-12,2.77,2.79,2.76,2.78,2805146,2.78,2.8562310382659755,2.9079403897910345,-0.05170935152505906,-0.04195173990496383
ABEV,2021-02-11,2.82,2.865,2.82,2.835,2325471,2.8349999999999995,2.870091227041608,2.918175620974317,-0.0480843939327098,-0.03951233699994002
ABEV,2021-02-10,2.82,2.82,2.79,2.8,1377002,2.8,2.876471450140082,2.924829670652263,-0.04835822051218086,-0.037369322766747794
ABEV,2021-02-09,2.77,2.8,2.76,2.7788,3601691,2.7787999999999995,2.890375350165552,2.9348160443044438,-0.0444406941388924,-0.034622098330389525
ABEV,2021-02-08,2.82,2.85,2.81,2.8115,6155561,2.8114999999999988,2.910661777468379,2.9472973278488,-0.03663555038042077,-0.032167449378263914
ABEV,2021-02-05,2.94,2.97,2.94,2.945,1527800,2.944999999999999,2.9286911915535385,2.958161114076704,-0.02946992252316472,-0.0310504241277247
ABEV,2021-02-04,2.92,2.93,2.8736,2.895,1829895,2.8949999999999987,2.9257259536541813,2.95921400320284,-0.033488049548657806,-0.03144554952886447
ABEV,2021-02-03,2.97,3.01,2.97,2.99,3071134,2.99,2.931312490682215,2.9643511234590667,-0.03303863277685215,-0.030934924523915913
ABEV,2021-02-02,2.99,3.01,2.94,2.94,3167062,2.9399999999999995,2.920642034442618,2.9622992133357924,-0.04165717889317433,-0.03040899746068196
ABEV,2021-02-01,2.86,2.865,2.8,2.83,1464964,2.83,2.9171224043412765,2.964083150402656,-0.04696074606138012,-0.027596952102558865
ABEV,2021-01-29,2.86,2.87,2.84,2.8589,2838726,2.8589,2.9329628414942355,2.9748098024348684,-0.041846960940632894,-0.02275600361285366
ABEV,2021-01-28,2.89,2.91,2.88,2.88,1472697,2.88,2.9464288126750047,2.9840825866296576,-0.037653773954652525,-0.01798326428090885
ABEV,2021-01-27,2.87,2.89,2.84,2.89,3155612,2.89,2.958506778615915,2.9924091935600297,-0.033902414944114945,-0.013065636862472817
ABEV,2021-01-26,2.9,2.93,2.9,2.92,3689753,2.9199999999999995,2.9709625565460818,3.0006019290448327,-0.029639372498750927,-0.007856442342062397
ABEV,2021-01-25,2.83,2.8301,2.79,2.795,1531049,2.795,2.980228475918097,3.0070500833684197,-0.026821607450322468,-0.0024107098028902643
ABEV,2021-01-22,2.87,2.9,2.84,2.84,4417648,2.84,3.0139063806304778,3.024014090037893,-0.010107709407415122,0.003692014608967899
ABEV,2021-01-21,3.05,3.05,2.99,2.995,1514521,2.995,3.045525722563292,3.0387352172409243,0.006790505322367579,0.007141945613063654
ABEV,2021-01-20,3.1,3.1,3.0701,3.09,1501677,3.09,3.0547122175747994,3.0422340346201984,0.012478182954601014,0.007229805685737672
ABEV,2021-01-19,3.08,3.08,3.04,3.0487,1773911,3.0487,3.0482962571338534,3.0384127573898145,0.009883499744039348,0.005917711368521837
ABEV,2021-01-19,3.08,3.08,3.04,3.0487,1773911,3.0487,3.0482228493400085,3.0375897779809997,0.010633071359009705,0.0049262642746425705
ABEV,2021-01-15,3.1,3.11,3.0719,3.095,2291837,3.0950000000000006,3.048136094674556,3.0367009602194788,0.011435134455076934,0.003499562503551008
ABEV,2021-01-14,3.11,3.13,3.1,3.12,1463177,3.120000000000001,3.0396153846153844,3.0320370370370373,0.007578347578347078,0.0015156695156694157
ABEV,2021-01-13,3.08,3.09,3.025,3.025,3249029,3.0250000000000004,3.025,3.025,0.0,0.0
