Symbol,Date,Open,High,Low,Close,Volume,REFR SMA,REFR spanTwelveEMA,REFR spanTwntySixEMA,REFR_x,REFR_y
REFR,2021-02-22,5.03,5.3597,4.83,5.21,20365,5.21,4.855252011612864,4.52286899589871,0.33238301571415274,0.30473783532287313
REFR,2021-02-19,5.33,5.45,5.25,5.26,28704,5.259999999999999,4.790752377360656,4.467898515570608,0.3228538617900485,0.297826540225053
REFR,2021-02-18,5.12,5.228,5.02,5.2,36823,5.199999999999998,4.705434627789867,4.404530396816256,0.3009042309736101,0.29156970983380437
REFR,2021-02-17,4.72,4.79,4.65,4.68,13952,4.679999999999999,4.615513651024387,4.3408928285615564,0.2746208224628308,0.28923607954885266
REFR,2021-02-16,4.79,4.8899,4.72,4.79,12831,4.789999999999999,4.603788860301548,4.31376425484648,0.2900246054550681,0.2928898938203581
REFR,2021-02-16,4.79,4.8899,4.72,4.79,12831,4.789999999999998,4.5699322894472845,4.275665395234198,0.2942668942130853,0.2936062159116806
REFR,2021-02-12,4.46,4.53,4.4,4.5,10057,4.499999999999999,4.529919978437698,4.234518626852935,0.295401351584764,0.2934410463363292
REFR,2021-02-11,4.53,4.65,4.53,4.61,5978,4.609999999999999,4.535359974517281,4.213280117001169,0.322079857516111,0.29295097002422094
REFR,2021-02-10,4.99,4.99,4.83,4.83,27257,4.829999999999999,4.521789060793148,4.1815425263612624,0.3402465344318868,0.28566874815124815
REFR,2021-02-09,4.91,5.1,4.81,5.1,70418,5.1,4.465750708210085,4.129665928470163,0.3360847797399211,0.2720243015810887
REFR,2021-02-08,5.39,5.4899,5.18,5.21,44865,5.209999999999999,4.350432655157373,4.052039202747777,0.2983934524095959,0.25600918204138035
REFR,2021-02-05,4.95,5.1,4.78,4.8051,97878,4.8051,4.194147683367803,3.9594023389676,0.23474534440020456,0.24541311444932645
REFR,2021-02-04,4.05,4.08,3.95,3.965,22098,3.964999999999999,4.083065443980132,3.8917465260850084,0.19131891789512426,0.24808005696160723
REFR,2021-02-03,3.97,4.02,3.92,4.01,26420,4.009999999999999,4.104531888340156,3.8858862481718086,0.2186456401683472,0.26227034172822805
REFR,2021-02-02,4.15,4.15,3.95,3.95,27016,3.9499999999999993,4.1217195044020025,3.875957148025553,0.2457623563764493,0.27317651711819824
REFR,2021-02-01,4.1,4.27,3.92,3.92,50999,3.919999999999999,4.152941232475094,3.870033719867597,0.28290751260749625,0.28003005730363534
REFR,2021-01-29,3.93,4.15,3.8712,4.15,41374,4.15,4.195294183834202,3.8660364174570048,0.3292577663771965,0.27931069347766996
REFR,2021-01-28,4.28,4.2868,4.21,4.28,19414,4.279999999999999,4.203529489985875,3.8433193308535656,0.36021015913230897,0.2668239252527882
REFR,2021-01-27,4.78,4.81,4.6401,4.79,40232,4.79,4.1896257608923975,3.8083848773218514,0.3812408835705465,0.24347736678290796
REFR,2021-01-26,4.99,5.02,4.81,4.84,105160,4.839999999999999,4.080466808327379,3.729855667507599,0.3506111408197801,0.2090364875859984
REFR,2021-01-25,4.61,4.68,4.42,4.6,82699,4.599999999999998,3.9423698643869023,3.6410441209082074,0.3013257434786958,0.17364282427755307
REFR,2021-01-22,4.45,4.49,4.25,4.49,29487,4.489999999999998,3.822800748820885,3.5643276505808634,0.25847309824002096,0.14172209447726758
REFR,2021-01-21,4.3,4.35,4.04,4.2695,77804,4.269499999999999,3.701491794061045,3.4902738626273324,0.2112179314337128,0.1125343435365791
REFR,2021-01-20,3.94,4.0,3.87,3.9181,22030,3.9181,3.5982175747994174,3.4279357716375185,0.170281803161898,0.08786344656229576
REFR,2021-01-19,3.94,4.05,3.9075,3.9075,65133,3.9075,3.5400571338538565,3.3887226333685203,0.15133450048533614,0.06725885741239497
REFR,2021-01-19,3.94,4.05,3.9075,3.9075,65133,3.9074999999999993,3.4732493400091027,3.347220444038002,0.12602889597110112,0.046239946644159674
REFR,2021-01-15,3.95,3.95,3.845,3.8833,29256,3.883299999999999,3.394294674556213,3.3023980795610424,0.09189659499517068,0.026292709312424417
REFR,2021-01-14,3.91,3.95,3.56,3.83,311302,3.8299999999999983,3.305384615384616,3.2559259259259266,0.04945868945868925,0.009891737891737851
REFR,2021-01-13,3.13,3.24,3.13,3.21,54862,3.209999999999998,3.21,3.21,0.0,0.0
