Symbol,Date,Open,High,Low,Close,Volume,TKRFF SMA,TKRFF spanTwelveEMA,TKRFF spanTwntySixEMA,TKRFF_x,TKRFF_y
TKRFF,2020-08-28,0.17845,0.18,0.17845,0.18,106200,0.18,0.18,0.18,0.0,0.0
TKRFF,2020-08-27,0.18,0.18,0.171545,0.171545,10658,0.171545,0.17869923076923078,0.1793737037037037,-0.000674472934472925,-0.000134894586894585
TKRFF,2020-08-26,0.16399999999999998,0.1915,0.16399999999999998,0.1809,24012,0.1809,0.1790378106508876,0.17948676268861455,-0.0004489520377269629,-0.00019770607706105504
TKRFF,2020-08-25,0.1805,0.1805,0.1706,0.1732,31214,0.17319999999999994,0.17813968593536642,0.17902107656353197,-0.0008813906281655848,-0.00033444298728195547
TKRFF,2020-08-24,0.16,0.1671,0.1556,0.16699999999999998,196115,0.16699999999999995,0.1764258880991562,0.17813062644771482,-0.0017047383485586376,-0.0006085020595372919
TKRFF,2020-08-21,0.1551,0.1645,0.1551,0.1645,7100,0.16449999999999998,0.1745911360839014,0.17712095041455075,-0.0025298143306493603,-0.0009927645137597057
TKRFF,2020-08-20,0.1626,0.1626,0.1626,0.1626,900,0.16259999999999994,0.17274634591714733,0.17604532445791735,-0.0032989785407700483,-0.0014540073191617688
TKRFF,2020-08-19,0.18,0.18,0.17,0.170475,22670,0.1704749999999999,0.17239690808374006,0.17563270783140494,-0.003235799747664941,-0.0018103658048623924
TKRFF,2020-08-18,0.1625,0.1672,0.1625,0.1672,12425,0.1671999999999999,0.17159738376316466,0.17500806280685646,-0.003410679043691828,-0.002130428452628274
TKRFF,2020-08-17,0.142,0.1624,0.142,0.1624,11899,0.1623999999999999,0.17018240164575468,0.17407413222857082,-0.003891730582816138,-0.002482688878665847
TKRFF,2020-08-14,0.16484000000000001,0.16484000000000001,0.16484000000000001,0.16484000000000001,1000,0.16483999999999993,0.16936049370025394,0.17339012243386187,-0.004029628733607904,-0.002792076849654264
TKRFF,2020-08-13,0.168,0.1719,0.168,0.1719,67323,0.17189999999999991,0.16975118697713795,0.17327974299431653,-0.0035285560171785797,-0.0029393726831591274
TKRFF,2020-08-12,0.1445,0.1445,0.1445,0.1445,6030,0.1444999999999999,0.16586638898065514,0.17114791017992273,-0.005281521199267558,-0.0034078023863808194
TKRFF,2020-08-11,0.1674,0.1694,0.16601,0.16601,5192,0.1660099999999999,0.1658884829836313,0.17076732424066918,-0.004878841257037886,-0.0037020101605122328
TKRFF,2020-08-10,0.17,0.172808,0.15,0.1723,87536,0.1722999999999999,0.1668748702169188,0.1708808557783974,-0.004005985561478603,-0.003762805240705507
TKRFF,2020-08-07,0.1645,0.1645,0.16,0.16,57010,0.15999999999999992,0.16581719787585436,0.1700748664614791,-0.004257668585624735,-0.0038617779096893528
TKRFF,2020-08-06,0.155,0.155,0.15,0.155,64000,0.15499999999999994,0.1641530135872614,0.16895820968655473,-0.004805196099293335,-0.004050461547610149
TKRFF,2020-08-05,0.145,0.145,0.145,0.145,5000,0.14499999999999993,0.1612063961122981,0.1671835274875507,-0.005977131375252603,-0.00443579551313864
TKRFF,2020-08-04,0.148384,0.148384,0.14735,0.14735,8250,0.14734999999999995,0.15907464286425224,0.1657143773032877,-0.006639734439035454,-0.004876583298318003
TKRFF,2020-08-03,0.15,0.15,0.15,0.15,3000,0.14999999999999994,0.15767854396205958,0.164550349354896,-0.006871805392836439,-0.005275627717221685
TKRFF,2020-07-31,0.158,0.158,0.158,0.158,5000,0.15799999999999995,0.15772799873712734,0.1640651382915704,-0.0063371395544430656,-0.005487930084665961
TKRFF,2020-07-30,0.1455,0.1551,0.14400000000000002,0.1551,27506,0.15509999999999993,0.15732369123910775,0.1634010539736763,-0.006077362734568548,-0.005605816614646479
TKRFF,2020-07-29,0.1532,0.1532,0.1521,0.1521,65500,0.15209999999999993,0.15652004643309114,0.1625639388645151,-0.00604389243142392,-0.005693431778001972
TKRFF,2020-07-28,0.1445,0.17800000000000002,0.1445,0.1663,3700,0.1662999999999999,0.15802465467415405,0.16284068413381025,-0.004816029459656202,-0.0055179513143328186
TKRFF,2020-07-27,0.1605,0.1657,0.155,0.155,58600,0.15499999999999992,0.15755932318582264,0.16225989271649094,-0.0047005695306683035,-0.005354474957599916
TKRFF,2020-07-24,0.14,0.1421,0.14,0.1421,20000,0.14209999999999992,0.15518096577261914,0.16076656733008424,-0.005585601557465071,-0.005400700277572953
TKRFF,2020-07-23,0.170221,0.170221,0.170221,0.170221,2312,0.17022099999999996,0.1574948171922162,0.16146689567600392,-0.003972078483787722,-0.005114975918815907
TKRFF,2020-07-22,0.17300000000000001,0.1731,0.1602,0.17,112500,0.16999999999999998,0.1594186914703368,0.1620989774777814,-0.002680286007444605,-0.004628037936541646
TKRFF,2020-07-21,0.1709,0.1842,0.17,0.18,134300,0.17999999999999994,0.1625850466287465,0.16342497914609388,-0.0008399325173473747,-0.0038704168527027923
TKRFF,2020-07-20,0.1532,0.1564,0.1495,0.1548,66358,0.1548,0.1613873471474009,0.16278609180193876,-0.0013987446545378481,-0.0033760824130698035
TKRFF,2020-07-17,0.141,0.149,0.141,0.149,8400,0.14899999999999994,0.15948160143241616,0.16176489981660996,-0.0022832983841938053,-0.003157525607294604
TKRFF,2020-07-16,0.15,0.15,0.15,0.15,120,0.14999999999999994,0.15802289351973675,0.16089342575612034,-0.0028705322363835888,-0.003100126933112401
TKRFF,2020-07-15,0.1605,0.1605,0.145548,0.145548,2461,0.14554799999999993,0.15610367913208495,0.1597567275519633,-0.0036530484198783455,-0.0032107112304655904
TKRFF,2020-07-14,0.15,0.15,0.15,0.15,12000,0.1499999999999999,0.15516465157330264,0.1590340069925586,-0.003869355419255953,-0.0033424400682236636
TKRFF,2020-07-13,0.1601,0.1601,0.15,0.15,76000,0.14999999999999994,0.15437008979279454,0.1583648212894061,-0.00399473149661156,-0.003472898353901243
