Symbol,Date,Open,High,Low,Close,Volume,CIG SMA,CIG spanTwelveEMA,CIG spanTwntySixEMA,CIG_x,CIG_y
CIG,2021-04-12,2.18,2.19,2.17,2.18,192028,2.18,2.1967907907399327,2.1672444253392658,0.0295463654006669,0.03520789905514431
CIG,2021-04-09,2.2,2.2,2.19,2.19,59331,2.19,2.199843661783557,2.166223979366407,0.0336196824171497,0.03662328246876366
CIG,2021-04-08,2.24,2.24,2.22,2.22,94231,2.22,2.2016334184714763,2.16432189771572,0.0373115207557566,0.03737418248166714
CIG,2021-04-07,2.24,2.24,2.23,2.23,105621,2.23,2.1982940400117443,2.1598676495329774,0.0384263904787669,0.03738984791314488
CIG,2021-04-06,2.18,2.18,2.18,2.18,20088,2.18,2.19252932001388,2.154257061495616,0.0382722585182637,0.03713071227173936
CIG,2021-04-05,2.22,2.24,2.22,2.225,81432,2.225,2.1948073781982207,2.1521976264152647,0.042609751782956,0.03684532571010826
CIG,2021-04-05,2.22,2.24,2.22,2.225,81432,2.225,2.189317810597897,2.146373436528486,0.0429443740694113,0.035404219191896326
CIG,2021-04-01,2.29,2.29,2.285,2.2853,32577,2.2853,2.182830139797515,2.140083311450765,0.04274682834675,0.033519180472517576
CIG,2021-03-31,2.22,2.23,2.215,2.22,60142,2.22,2.164199256124336,2.128465976366826,0.03573327975751,0.03121226850395946
CIG,2021-03-30,2.19,2.19,2.1701,2.175,37341,2.175,2.1540536663287604,2.121143254476172,0.0329104118525886,0.030082015690571808
CIG,2021-03-29,2.19,2.21,2.19,2.21,126245,2.21,2.1502452420248988,2.116834714834265,0.0334105271906333,0.029374916650067695
CIG,2021-03-26,2.14,2.15,2.13,2.145,98311,2.145,2.1393807405748806,2.109381492021007,0.0299992485538735,0.02836601401492618
CIG,2021-03-25,2.08,2.1,2.08,2.1,34257,2.1,2.138359057043041,2.1065320113826878,0.0318270456603535,0.027957705380189324
CIG,2021-03-24,2.18,2.18,2.17,2.17,21187,2.17,2.1453334310508665,2.1070545722933023,0.0382788587575642,0.026990370310148375
CIG,2021-03-23,2.2,2.2,2.19,2.19,25894,2.19,2.140848600332842,2.1020189380767667,0.0388296622560755,0.02416824819829442
CIG,2021-03-22,2.22,2.235,2.22,2.235,26711,2.235,2.1319119822115407,2.094980453122908,0.0369315290886325,0.020502894683849138
CIG,2021-03-19,2.2,2.219,2.2,2.219,43361,2.219,2.1131687062500024,2.083778889372741,0.0293898168772615,0.01639573608265329
CIG,2021-03-18,2.14,2.145,2.14,2.14,15802,2.14,2.093926652840912,2.07296120052256,0.0209654523183515,0.013147215884001237
CIG,2021-03-17,2.08,2.08,2.07,2.07,24307,2.07,2.085549680630168,2.0675980965643648,0.0179515840658033,0.011192656775413543
CIG,2021-03-16,2.16,2.16,2.16,2.16,51967,2.16,2.0883768952901987,2.0674059442895136,0.020970951000685,0.009502924952816096
CIG,2021-03-15,2.14,2.14,2.13,2.135,36354,2.135,2.0753545126156894,2.0599984198326746,0.0153560927830147,0.006635918440848865
CIG,2021-03-12,2.13,2.13,2.13,2.13,32983,2.13,2.064509878545815,2.053998293419289,0.010511585126526,0.004455874855307393
CIG,2021-03-11,2.13,2.13,2.12,2.1211,143717,2.1211,2.052602583735963,2.047918156892832,0.0046844268431307,0.002941947287502726
CIG,2021-03-10,2.02,2.02,2.0,2.01,105139,2.01,2.040148508051592,2.042063609444259,-0.0019151013926665,0.0025063273985957194
CIG,2021-03-09,1.99,1.99,1.9695,1.97,145851,1.97,2.045630054970064,2.0446286981998,0.001001356770264,0.003611684596411298
CIG,2021-03-08,2.05,2.06,2.04,2.055,62194,2.055,2.05938097405553,2.050598994055784,0.0087819799997461,0.004264266552948115
CIG,2021-03-05,2.11,2.11,2.095,2.095,37066,2.095,2.0601775147929,2.0502469135802466,0.0099306012126527,0.003134838191248601
CIG,2021-03-04,2.13,2.132,2.12,2.13,102279,2.13,2.0538461538461537,2.0466666666666664,0.0071794871794872,0.0014358974358974486
CIG,2021-03-03,2.05,2.05,2.03,2.04,55963,2.04,2.04,2.04,0.0,0.0
