Symbol,Date,Open,High,Low,Close,Volume,ADAP SMA,ADAP spanTwelveEMA,ADAP spanTwntySixEMA,ADAP_x,ADAP_y
ADAP,2021-09-08,6.2,6.2,6.1,6.15,91689,6.15,5.214074895608072,4.675254776209413,0.5388201193986593,0.39102109113821304
ADAP,2021-09-07,6.1,6.1,5.815,5.85,952831,5.85,5.04390669480954,4.557275158306166,0.4866315365033733,0.35407133407310143
ADAP,2021-09-07,6.1,6.1,5.815,5.85,952831,5.85,4.897344275684001,4.453857170970659,0.4434871047133422,0.32093128346553323
ADAP,2021-09-03,4.95,4.95,4.94,4.94,5556,4.94,4.724134143990184,4.342165744648312,0.3819683993418721,0.29029232815358097
ADAP,2021-09-02,5.05,5.085,5.04,5.045,13706,5.045,4.684885806533853,4.294339004220176,0.3905468023136773,0.26737331035650835
ADAP,2021-09-01,5.14,5.1436,5.08,5.1436,16516,5.1436,4.619410498630918,4.23428612455779,0.3851243740731283,0.23657993736721628
ADAP,2021-08-31,5.21,5.236,5.21,5.23,7391,5.23,4.524103316563813,4.161541014522413,0.3625623020413995,0.19944382819073825
ADAP,2021-08-30,5.26,5.3,5.26,5.26,43672,5.26,4.39575846502996,4.076064295684207,0.3196941693457535,0.15866420972807294
ADAP,2021-08-27,5.03,5.07,5.03,5.05,26688,5.05,4.238623640489953,3.981349439338943,0.2572742011510103,0.11840671982365278
ADAP,2021-08-26,4.91,4.91,4.85,4.905,32438,4.905,4.091100666033581,3.895857394486058,0.1952432715475232,0.08368984949181338
ADAP,2021-08-25,4.38,4.38,4.36,4.38,37689,4.38,3.943118968948778,3.815125986044943,0.1279929829038355,0.05580149397788592
ADAP,2021-08-24,4.32,4.36,4.32,4.33,19851,4.33,3.863686054212193,3.769936064928538,0.0937499892836544,0.037753621746398736
ADAP,2021-08-23,3.99,3.99,3.93,3.93,30096,3.93,3.7789017004325913,3.725130950122821,0.0537707503097699,0.0237545298620847
ADAP,2021-08-20,3.752,3.77,3.75,3.75,2120,3.75,3.751429282329426,3.7087414261326472,0.0426878561967787,0.016250474750163266
ADAP,2021-08-19,3.87,3.87,3.87,3.87,3562,3.87,3.751689151843866,3.705440740223259,0.0462484116206076,0.009641129388509398
ADAP,2021-08-18,3.82,3.82,3.79,3.79,4168,3.79,3.7301780885427513,3.69227599944112,0.0379020891016317,0.0004893088304849412
ADAP,2021-08-17,3.95,3.95,3.93,3.95,12417,3.95,3.719301377368706,3.684458079396409,0.034843297972297,-0.008863886237301645
ADAP,2021-08-16,3.95,3.95,3.89,3.89,15966,3.89,3.6773561732539255,3.663214725748122,0.0141414475058034,-0.019790682289701312
ADAP,2021-08-13,3.84,3.84,3.8,3.84,14180,3.84,3.638693659300094,3.645071903807972,-0.0063782445078777,-0.02827371473857751
ADAP,2021-08-12,3.69,3.735,3.69,3.725,8130,3.725,3.602092506445566,3.629477656112609,-0.0273851496670434,-0.03374758229625235
ADAP,2021-08-11,3.55,3.6,3.55,3.6,12832,3.6,3.5797456894356685,3.6218358686016177,-0.0420901791659491,-0.035338190453554574
ADAP,2021-08-10,3.55,3.59,3.54,3.54,21012,3.54,3.576063087514881,3.623582738089747,-0.0475196505748658,-0.033650193275455924
ADAP,2021-08-09,3.47,3.58,3.47,3.56,11369,3.56,3.582620012517587,3.6302693571369264,-0.0476493446193395,-0.03018282895060344
ADAP,2021-08-06,3.5,3.535,3.5,3.51,2267,3.51,3.586732742066239,3.635890905707881,-0.0491581636416413,-0.025816200033419407
ADAP,2021-08-05,3.46,3.46,3.46,3.46,7977,3.46,3.6006841497146462,3.645962178164511,-0.0452780284498648,-0.0199807091313638
ADAP,2021-08-04,3.49,3.49,3.47,3.47,3283,3.47,3.6262630860264,3.660839152417672,-0.0345760663912719,-0.013656379301738542
ADAP,2021-08-03,3.58,3.6,3.58,3.6,8000,3.6,3.654674556213018,3.6761062846110857,-0.0214317283980678,-0.008426457529355183
ADAP,2021-08-02,3.655,3.655,3.58,3.58,12553,3.58,3.664615384615384,3.6821947873799727,-0.0175794027645883,-0.005175139812177019
ADAP,2021-07-30,3.57,3.58,3.5068,3.57,9725,3.57,3.68,3.6903703703703705,-0.0103703703703708,-0.002074074074074073
ADAP,2021-07-29,3.69,3.7,3.69,3.7,4502,3.7,3.7,3.7,0.0,0.0
