Symbol,Date,Open,High,Low,Close,Volume,GENE SMA,GENE spanTwelveEMA,GENE spanTwntySixEMA,GENE_x,GENE_y
GENE,2021-09-08,3.34,3.34,3.34,3.34,1150,3.34,3.3478962609187226,3.330501410664884,0.0173948502538392,-0.007160929288281599
GENE,2021-09-07,3.46,3.46,3.4,3.4,5146,3.4,3.349331944722127,3.329741523518074,0.0195904212040529,-0.013299874173811697
GENE,2021-09-07,3.46,3.46,3.4,3.4,5146,3.4,3.340119571035241,3.32412084539952,0.015998725635721,-0.02152244801827786
GENE,2021-09-03,3.56,3.56,3.55,3.55,984,3.55,3.329232220314376,3.318050513031481,0.0111817072828945,-0.030902741431777583
GENE,2021-09-02,3.43,3.4345,3.4165,3.4165,1167,3.4165,3.2890926240078984,3.299494554074,-0.0104019300661013,-0.04142385361044573
GENE,2021-09-01,3.4,3.4,3.4,3.4,1071,3.4,3.265927646554789,3.2901341183999198,-0.0242064718451304,-0.04917933449653171
GENE,2021-08-31,3.23,3.23,3.23,3.23,1702,3.23,3.241550855019296,3.2813448478719125,-0.0397939928526165,-0.05542255015938191
GENE,2021-08-30,3.36,3.36,3.33,3.33,891,3.33,3.243651010477349,3.2854524357016657,-0.0418014252243161,-0.059329689486073256
GENE,2021-08-27,3.1886,3.28,3.1798,3.213,4829,3.213,3.227951194200504,3.2818886305577992,-0.0539374363572955,-0.06371175555151241
GENE,2021-08-26,3.37,3.37,3.35,3.35,440,3.35,3.23066959314605,3.2873997210024237,-0.0567301278563734,-0.06615533535006675
GENE,2021-08-25,3.32,3.32,3.32,3.32,410,3.32,3.208973155536241,3.282391698682617,-0.073418543146376,-0.06851163722348996
GENE,2021-08-24,3.15,3.15,3.15,3.15,114,3.15,3.1887864565428305,3.2793830345772266,-0.090596578034396,-0.06728491074276843
GENE,2021-08-23,3.1,3.1,3.09,3.09,1769,3.09,3.195838539550618,3.2897336773434045,-0.0938951377927863,-0.06145699391986153
GENE,2021-08-20,3.01,3.104,3.01,3.05,896,3.05,3.2150819103780037,3.305712371530877,-0.0906304611528736,-0.05334745795163032
GENE,2021-08-19,3.08,3.09,3.0,3.09,2653,3.09,3.245096803174004,3.326169361253347,-0.081072558079343,-0.044026707151319594
GENE,2021-08-18,3.05,3.05,3.05,3.05,1456,3.05,3.273296221932914,3.3450629101536147,-0.0717666882207006,-0.03476524441931374
GENE,2021-08-17,3.16,3.18,3.15,3.15,2324,3.15,3.3138955350116257,3.368667942965904,-0.0547724079542781,-0.025514883468967003
GENE,2021-08-16,3.15,3.15,3.13,3.13,8288,3.13,3.343694723195558,3.386161378403176,-0.042466655207618,-0.018200502347639206
GENE,2021-08-13,3.3,3.32,3.26,3.26,1201,3.26,3.382548309231113,3.40665428867543,-0.0241059794443163,-0.012133964132644493
GENE,2021-08-12,3.38,3.38,3.36,3.36,1403,3.36,3.4048298200004075,3.418386631769464,-0.0135568117690567,-0.009140960304726414
GENE,2021-08-11,3.43,3.43,3.43,3.43,1903,3.43,3.412980696364118,3.4230575623110213,-0.0100768659469032,-0.008036997438643936
GENE,2021-08-10,3.4,3.4,3.4,3.4,1466,3.4,3.40988627752123,3.422502167295903,-0.0126158897746724,-0.0075270303115791025
GENE,2021-08-09,3.38,3.381,3.38,3.381,2332,3.381,3.411683782525091,3.424302340679575,-0.0126185581544842,-0.006254815445805659
GENE,2021-08-06,3.44,3.44,3.37,3.37,3018,3.37,3.417262652075108,3.427766527933941,-0.0105038758588338,-0.004663879768636022
GENE,2021-08-05,3.4,3.4,3.4,3.4,3161,3.4,3.425855861543309,3.432387850168657,-0.0065319886253476,-0.003203880746086791
GENE,2021-08-04,3.44,3.46,3.44,3.46,4394,3.46,3.430556927278457,3.4349788781821493,-0.0044219509036924,-0.002371853776271465
GENE,2021-08-03,3.38,3.38,3.38,3.38,1855,3.38,3.425203641329085,3.432977188436721,-0.0077735471076363,-0.0018593294944162153
GENE,2021-08-02,3.37,3.37,3.37,3.37,760,3.37,3.4334224852071005,3.43721536351166,-0.003792878304559,-0.00038077509111129616
GENE,2021-07-30,3.49,3.4999,3.47,3.47,5915,3.47,3.4449538461538465,3.4425925925925926,0.0023612535612538,0.00047225071225076576
GENE,2021-07-29,3.48,3.48,3.4404,3.4404,1792,3.4404,3.4404,3.4404,0.0,0.0
