Symbol,Date,Open,High,Low,Close,Volume,REAXF SMA,REAXF spanTwelveEMA,REAXF spanTwntySixEMA,REAXF_x,REAXF_y
REAXF,2021-01-22,0.9243,0.92995,0.9243,0.92995,3100,0.92995,0.8810237948128281,0.9116775592568208,-0.030653764443992593,-0.039422949015471886
REAXF,2021-01-21,0.9316,0.9389,0.9,0.9389,9807,0.9389,0.8721281211424332,0.9102157639973664,-0.038087642854933164,-0.04161524515834168
REAXF,2021-01-20,0.85,0.85,0.81,0.85,83600,0.85,0.8599877795319666,0.9079210251171556,-0.047933245585189084,-0.04249714573419381
REAXF,2021-01-19,0.7978,0.88,0.7816,0.8,111381,0.7999999999999999,0.8618037394468696,0.912554707126528,-0.05075096767965848,-0.04113812077144502
REAXF,2021-01-19,0.7978,0.88,0.7816,0.8,111381,0.8,0.8730407829826641,0.9215590836966504,-0.04851830071398633,-0.038734909044391676
REAXF,2021-01-15,0.86,0.86,0.86,0.86,1733,0.8600000000000001,0.8863209253431484,0.9312838103923824,-0.04496288504923407,-0.03628906112699301
REAXF,2021-01-14,0.86462,0.86462,0.8489,0.8489,2770,0.8489000000000001,0.8911065481328118,0.9369865152237732,-0.045879967090961316,-0.034120605146432774
REAXF,2021-01-13,0.88,0.9,0.8288,0.8288,121718,0.8288000000000002,0.8987804659751413,0.9440334364416749,-0.04525297046653376,-0.031180764660300613
REAXF,2021-01-12,0.86721,0.86793,0.8573,0.8678,28375,0.8678000000000001,0.9115041870615306,0.9532521113570089,-0.04174792429547847,-0.02766271320874235
REAXF,2021-01-11,0.8467,0.8702,0.81224,0.8538,20744,0.8538,0.9194504028908996,0.9600882802655698,-0.04063787737467006,-0.024141410437058343
REAXF,2021-01-08,0.845,0.845,0.845,0.845,2380,0.8449999999999999,0.9313868397801542,0.9685913426868152,-0.037204502906661115,-0.020017293702655384
REAXF,2021-01-07,0.8711,0.8711,0.8523,0.8523,13875,0.8522999999999998,0.9470935379220004,0.9784786501017606,-0.031385112179760144,-0.015720491401653977
REAXF,2021-01-06,0.8779,0.8967,0.8763,0.88874,9397,0.88874,0.9643287266350916,0.9885729421099014,-0.024244215474809927,-0.011804336207127404
REAXF,2021-01-05,0.92,0.96,0.8341,0.96,53300,0.96,0.9780721314778354,0.9965595774786936,-0.018487446000858162,-0.0086943663902068
REAXF,2021-01-04,0.8624,0.9,0.85415,0.9,23559,0.8999999999999999,0.9813579735647148,0.9994843436769892,-0.01812637011227447,-0.006246096487543957
REAXF,2021-01-04,0.8624,0.9,0.85415,0.9,23559,0.8999999999999998,0.9961503323946628,1.0074430911711485,-0.0112927587764855,-0.0032760280813613285
REAXF,2020-12-31,1.03,1.03,0.946,0.99,53981,0.9899999999999995,1.013632211011874,1.0160385384648398,-0.002406327452965984,-0.0012718454075802293
REAXF,2020-12-30,0.9975,1.015,0.99,1.0144,38150,1.0143999999999995,1.0179289766503965,1.0181216215420272,-0.00019264489163073328,-0.0009882248962338463
REAXF,2020-12-29,1.07,1.15199,0.9990000000000001,1.0287,192673,1.0286999999999995,1.0185706087686504,1.0184193512653894,0.0001512575032609487,-0.0011871198973846244
REAXF,2020-12-28,1.02,1.05,1.02,1.03,7005,1.0299999999999996,1.0167289012720413,1.017596899366621,-0.0008679980945793807,-0.0015217142475460175
REAXF,2020-12-28,1.02,1.05,1.02,1.03,7005,1.0299999999999996,1.0143159742305945,1.0166046513159503,-0.0022886770853560727,-0.0016851432857876208
REAXF,2020-12-24,0.6885,1.03,0.6885,1.0,20500,0.9999999999999992,1.011464333181611,1.0155330234212263,-0.0040686902396152025,-0.0015342598358955633
REAXF,2020-12-23,0.9933,1.06,0.981,0.9949899999999999,99287,0.9949899999999992,1.0135487573964497,1.0167756652949247,-0.0032269078984750177,-0.0009006522349656533
REAXF,2020-12-22,1.0165,1.0165,1.0,1.0,6675,0.9999999999999992,1.016923076923077,1.0185185185185186,-0.0015954415954415602,-0.00031908831908831207
REAXF,2020-12-21,1.04,1.05,1.0,1.02,14643,1.0199999999999991,1.02,1.02,0.0,0.0
