Symbol,Date,Open,High,Low,Close,Volume,VERB SMA,VERB spanTwelveEMA,VERB spanTwntySixEMA,VERB_x,VERB_y
VERB,2021-01-22,1.8,1.82,1.76,1.7990000000000002,68520,1.7990000000000002,1.7717425052801519,1.786903618218047,-0.015161112937895238,-0.02046183386904491
VERB,2021-01-21,1.8,1.82,1.76,1.7699,88628,1.7699,1.7667865971492709,1.7859359076754913,-0.0191493105262206,-0.021787014101832328
VERB,2021-01-20,1.86,1.864,1.76,1.8,88962,1.8,1.7662205239036837,1.7872187802895303,-0.020998256385846847,-0.022446439995735312
VERB,2021-01-19,1.79,1.79,1.65,1.65,357261,1.65,1.7600788009770805,1.7861962827126932,-0.026117481735612458,-0.022808485898207484
VERB,2021-01-19,1.79,1.79,1.65,1.65,357261,1.65,1.7800931284274588,1.7970919853297085,-0.01699885690224945,-0.02198123693885618
VERB,2021-01-15,1.88,1.88,1.76,1.83,128970,1.83,1.8037464245051784,1.808859344156085,-0.0051129196509063215,-0.023226831948007808
VERB,2021-01-14,2.07,2.1399,1.97,1.9801,269387,1.9801,1.7989730471424838,1.807168091688572,-0.008195044546087882,-0.02775531002228312
VERB,2021-01-13,1.82,1.895,1.81,1.8705,231186,1.8705,1.7660408738956628,1.793333539023657,-0.027292665127994557,-0.03264537639133187
VERB,2021-01-12,1.83,1.83,1.73,1.75,122231,1.7499999999999998,1.747048305513056,1.7871602221455498,-0.040111916632493694,-0.033983554207166256
VERB,2021-01-11,1.79,1.79,1.71,1.725,151784,1.7249999999999996,1.7465116337881572,1.790133039917194,-0.043621406129036984,-0.032451463600834334
VERB,2021-01-08,1.8,1.8,1.71,1.72,193867,1.7199999999999993,1.7504228399314583,1.7953436831105696,-0.04492084317911127,-0.029658977968783723
VERB,2021-01-07,1.7,1.73,1.69,1.7256,94257,1.7255999999999994,1.7559542653735416,1.801371177759415,-0.04541691238587342,-0.025843511666201836
VERB,2021-01-06,1.77,1.77,1.7,1.72,128804,1.7199999999999993,1.7614732227141854,1.807432871980168,-0.04595964926598284,-0.020950161486283942
VERB,2021-01-05,1.7,1.7,1.66,1.68,66601,1.6799999999999995,1.7690138086622191,1.8144275017385816,-0.04541369307636245,-0.014697789541359273
VERB,2021-01-04,1.68,1.6973,1.61,1.6546,147600,1.6545999999999996,1.7851981375098953,1.825181701877668,-0.03998356436777284,-0.007018813657608478
VERB,2021-01-04,1.68,1.6973,1.61,1.6546,147600,1.6545999999999996,1.8089432534207852,1.838828238027881,-0.0298849846070961,0.0012223740199325574
VERB,2020-12-31,1.68,1.7,1.65,1.6717,108525,1.6716999999999995,1.8370056631336555,1.853566497070112,-0.01656083393645646,0.008999213676689665
VERB,2020-12-30,1.63,1.679,1.61,1.675,88462,1.6749999999999998,1.8670612382488656,1.8681158168357208,-0.0010545785868554258,0.015389225579976197
VERB,2020-12-29,1.755,1.8299,1.75,1.76,178430,1.7599999999999996,1.9019814633850232,1.8835650821825791,0.018416381202444043,0.019500176621684046
VERB,2020-12-28,1.98,1.98,1.91,1.97,146712,1.9699999999999995,1.9277962749095727,1.8934502887571851,0.034345986152387376,0.019771125476494046
VERB,2020-12-28,1.98,1.98,1.91,1.97,146712,1.9699999999999995,1.920122870347677,1.8873263118577603,0.03279655848991658,0.016127410307520657
VERB,2020-12-24,2.14,2.17,2.0,2.03,281038,2.03,1.9110543013199817,1.880712416806381,0.030341884513600762,0.011960123261921671
VERB,2020-12-23,1.86,1.97,1.86,1.9101,309804,1.9101,1.8894278106508875,1.868769410150892,0.02065840049999568,0.0073646829490019
VERB,2020-12-22,2.06,2.2,2.05,2.1,818152,2.1,1.8856692307692309,1.8654629629629633,0.020206267806267556,0.0040412535612535105
VERB,2020-12-21,1.87,1.9,1.84,1.8467,246525,1.8467,1.8467,1.8467,0.0,0.0
