Symbol,Date,Open,High,Low,Close,Volume,TV SMA,TV spanTwelveEMA,TV spanTwntySixEMA,TV_x,TV_y
TV,2021-03-04,7.59,7.59,7.5,7.54,87064,7.54,7.769613303378826,8.020960262796644,-0.2513469594178179,-0.17885409085748538
TV,2021-03-03,7.54,7.66,7.54,7.56,55602,7.56,7.81136117672043,8.059437083820375,-0.2480759070999454,-0.16073087371740225
TV,2021-03-02,7.41,7.52,7.4,7.51,91220,7.51,7.857063208851418,8.099392050526005,-0.2423288416745865,-0.13889461537176645
TV,2021-03-01,7.57,7.57,7.37,7.42,184235,7.42,7.920165610460766,8.146543414568086,-0.2263778041073196,-0.1130360587960614
TV,2021-02-26,7.41,7.55,7.18,7.305,379481,7.305,8.011104812362724,8.204666887733532,-0.1935620753708082,-0.08470062246824683
TV,2021-02-25,7.91,7.969,7.882,7.92,51860,7.92,8.139487505519583,8.276640238752215,-0.1371527332326323,-0.05748525924260646
TV,2021-02-24,7.71,7.82,7.71,7.8,77871,7.8,8.179394324704962,8.305171457852392,-0.1257771331474302,-0.03756839074509999
TV,2021-02-23,7.79,7.83,7.46,7.49,86938,7.49,8.248375111014955,8.345585174480583,-0.0972100634656278,-0.015516205144517424
TV,2021-02-22,8.0,8.08,7.935,7.94,126644,7.94,8.386261494835855,8.41403198843903,-0.0277704936031746,0.004907259435760195
TV,2021-02-19,8.22,8.31,8.15,8.265,69054,8.265,8.467399948442374,8.451954547514152,0.0154454009282218,0.0130766976954939
TV,2021-02-18,8.5,8.5,8.4,8.43,71483,8.43,8.50419993906826,8.466910911315283,0.0372890277529762,0.012484521887311903
TV,2021-02-17,8.58,8.63,8.46,8.565,88431,8.565,8.51769083708067,8.469863784220506,0.047827052860164,0.006283395420895812
TV,2021-02-16,8.53,8.62,8.5,8.535,102462,8.535,8.509089171095336,8.462252886958145,0.0468362841371909,-0.004102518938921258
TV,2021-02-16,8.53,8.62,8.5,8.535,102462,8.535,8.50437811129449,8.456433117914797,0.0479449933796924,-0.016837219707949318
TV,2021-02-12,8.75,8.815,8.68,8.81,64806,8.81,8.498810495166214,8.45014776734798,0.0486627278182343,-0.03303277297985977
TV,2021-02-11,8.79,8.89,8.69,8.875,52649,8.875,8.442230585196436,8.421359588735818,0.0208709964606175,-0.053456648179383295
TV,2021-02-10,8.63,8.76,8.63,8.74,64171,8.74,8.363545237050333,8.385068355834685,-0.0215231187843514,-0.0720385593393835
TV,2021-02-09,8.43,8.61,8.405,8.6,161623,8.6,8.29509891651403,8.35667382430146,-0.0615749077874294,-0.08466741947814152
TV,2021-02-08,8.22,8.48,8.1838,8.395,112053,8.395,8.239662355880217,8.337207730245577,-0.0975453743653602,-0.09044054740081953
TV,2021-02-05,8.13,8.41,8.13,8.35,130892,8.35,8.211419147858438,8.332584348665224,-0.1211652008067858,-0.08866434065968434
TV,2021-02-04,8.05,8.05,7.96,7.96,62956,7.96,8.186222629287245,8.331191096558442,-0.1449684672711964,-0.08053912562290895
TV,2021-02-03,7.96,8.01,7.945,7.96,91571,7.96,8.22735401643038,8.360886384283118,-0.1335323678527373,-0.06443179021083709
TV,2021-02-02,7.95,7.96,7.84,7.93,78988,7.93,8.27596383759954,8.392957295025768,-0.1169934574262274,-0.04715664580036201
TV,2021-02-01,7.73,7.9,7.68,7.9,192163,7.9,8.338866353526731,8.42999387862783,-0.0911275251010987,-0.029697442893895646
TV,2021-01-29,8.15,8.32,8.06,8.115,114791,8.115,8.418660235986136,8.472393388918055,-0.0537331529319189,-0.01433992234209486
TV,2021-01-28,8.18,8.3,8.1601,8.22,50838,8.22,8.473871187983615,8.5009848600315,-0.0271136720478839,-0.004491614694638841
TV,2021-01-27,8.69,8.73,8.37,8.37,100083,8.37,8.520029585798818,8.523463648834019,-0.0034340630352005,0.001163899643672437
TV,2021-01-26,8.76,8.76,8.655,8.67,63990,8.67,8.547307692307694,8.53574074074074,0.0115669515669534,0.0023133903133906843
TV,2021-01-25,8.6,8.62,8.48,8.525,91945,8.525,8.525,8.525,0.0,0.0
