Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-03-04,4.51,4.56,4.3731,4.38,49463,4.38,4.772463602452295,5.097165099751439,-0.3247014972991433,-0.27329403339483405
QTNT,2021-03-03,4.55,4.66,4.465,4.51,56833,4.51,4.843820621079986,5.154538307731554,-0.3107176866515679,-0.2604421674187567
QTNT,2021-03-02,4.62,4.62,4.47,4.58,54028,4.58,4.904515279458165,5.206101372350078,-0.3015860928919132,-0.24787328761055388
QTNT,2021-03-01,4.59,4.61,4.46,4.4771,65662,4.4771,4.963518057541468,5.256189482138084,-0.292671424596616,-0.23444508629021407
QTNT,2021-02-26,4.65,4.65,4.46,4.485,156360,4.485,5.05195770436719,5.318516640709131,-0.2665589363419407,-0.2198885017136136
QTNT,2021-02-25,4.7,4.87,4.61,4.61,146636,4.61,5.1550409233430425,5.3851979719658605,-0.2301570486228179,-0.2082208930565318
QTNT,2021-02-24,4.94,5.1,4.88,4.89,128168,4.89,5.254139273041777,5.44721380972313,-0.1930745366813528,-0.20273685416496023
QTNT,2021-02-23,5.15,5.33,5.06,5.26,263758,5.26,5.320346413594828,5.491790914500981,-0.1714445009061531,-0.20515243353586207
QTNT,2021-02-22,5.46,5.46,5.32,5.46,22364,5.46,5.331318488793887,5.510334187661059,-0.1790156988671727,-0.2135794166932895
QTNT,2021-02-19,5.23,5.31,5.18,5.2729,56382,5.2729,5.307921850392775,5.514360922673944,-0.2064390722811691,-0.22222034614981867
QTNT,2021-02-18,5.35,5.36,5.21,5.27,69434,5.27,5.314289459555098,5.53367779648786,-0.219388336932762,-0.22616566461698107
QTNT,2021-02-17,5.37,5.39,5.14,5.14,126837,5.14,5.322342088565115,5.554772020206888,-0.2324299316417724,-0.22785999653803582
QTNT,2021-02-16,5.35,5.54,5.3207,5.34,117387,5.34,5.355495195576955,5.587953781823438,-0.2324585862464827,-0.22671751276210145
QTNT,2021-02-16,5.35,5.54,5.3207,5.34,117387,5.34,5.358312503863674,5.607790084369313,-0.2494775805056388,-0.2252822443910061
QTNT,2021-02-12,5.13,5.18,5.05,5.18,36624,5.18,5.361642050020706,5.629213291118858,-0.2675712410981523,-0.2192334103623479
QTNT,2021-02-11,5.08,5.17,5.05,5.13,72970,5.13,5.394667877297198,5.665150354408366,-0.2704824771111687,-0.20714895267839675
QTNT,2021-02-10,5.11,5.28,5.1,5.17,768230,5.17,5.442789309533051,5.707962382761036,-0.2651730732279844,-0.19131557157020374
QTNT,2021-02-09,5.16,5.2989,5.14,5.2905,97404,5.2905,5.492387365811787,5.750999373381919,-0.2586120075701315,-0.1728511961557583
QTNT,2021-02-08,5.22,5.25,4.94,5.0,234126,5.0,5.529094159595749,5.787839323252472,-0.258745163656723,-0.1514109933021648
QTNT,2021-02-05,5.36,5.39,5.23,5.32,55015,5.32,5.625293097704067,5.8508664691126695,-0.2255733714086023,-0.12457745071352519
QTNT,2021-02-04,5.15,5.32,5.06,5.29,161832,5.29,5.680800933650261,5.893335786641684,-0.212534852991423,-0.0993284705397559
QTNT,2021-02-03,4.98,5.07,4.9,5.0573,112073,5.0573,5.751855648859399,5.941602649573018,-0.189747000713619,-0.0710268749268391
QTNT,2021-02-02,5.18,5.4,5.15,5.28,406040,5.28,5.878138494106563,6.01234686153886,-0.1342083674322971,-0.04134684348014411
QTNT,2021-02-01,5.0,5.5,4.86,5.1273,393292,5.1273,5.986890947580482,6.070934610461968,-0.084043662881486,-0.018131462492105854
QTNT,2021-01-29,6.42,6.42,6.081,6.2,64411,6.2,6.143180210776934,6.146425379298925,-0.0032451685219916,-0.0016534123947608108
QTNT,2021-01-28,6.05,6.16,5.91,6.06,44825,6.06,6.132849340009104,6.14213940964284,-0.0092900696337361,-0.0012554733629531042
QTNT,2021-01-27,5.87,6.04,5.81,6.04,76939,6.04,6.146094674556213,6.148710562414267,-0.0026158878580533,0.0007531757047426526
QTNT,2021-01-26,6.23,6.28,6.14,6.25,34543,6.25,6.165384615384616,6.157407407407407,0.0079772079772082,0.001595441595441649
QTNT,2021-01-25,6.1,6.2,6.01,6.15,24951,6.15,6.15,6.15,0.0,0.0
