Symbol,Date,Open,High,Low,Close,Volume,AUY SMA,AUY spanTwelveEMA,AUY spanTwntySixEMA,AUY_x,AUY_y
AUY,2021-03-04,4.19,4.27,4.16,4.175,1404592,4.175,4.3337620355904924,4.550128774361031,-0.2163667387705388,-0.1812488194292745
AUY,2021-03-03,4.12,4.1401,4.08,4.14,2345235,4.14,4.362627860243309,4.580139076309914,-0.2175112160666046,-0.17246933959395844
AUY,2021-03-02,4.07,4.12,4.06,4.115,2047874,4.115,4.40310565301482,4.615350202414707,-0.2122445493998865,-0.1612088704757969
AUY,2021-03-01,4.1,4.16,4.07,4.13,2584365,4.13,4.455488499017514,4.655378218607883,-0.1998897195903684,-0.1484499507447745
AUY,2021-02-26,4.2,4.21,4.1,4.111,2977330,4.111,4.514668226111607,4.697408476096514,-0.1827402499849064,-0.135590008533376
AUY,2021-02-25,4.45,4.52,4.43,4.4355,2140474,4.4355,4.58806244904099,4.7443211541842345,-0.1562587051432444,-0.12380244817049335
AUY,2021-02-24,4.42,4.42,4.3,4.36,3075063,4.36,4.615801076139352,4.7690268465189725,-0.1532257703796204,-0.11568838392730557
AUY,2021-02-23,4.55,4.57,4.38,4.43,2630765,4.43,4.662310362710143,4.80174899424049,-0.1394386315303464,-0.10630403731422684
AUY,2021-02-22,4.48,4.58,4.43,4.55,3427006,4.55,4.704548610475624,4.8314889137797286,-0.1269403033041047,-0.09802038876019695
AUY,2021-02-19,4.53,4.57,4.49,4.55,1926853,4.55,4.732648357834828,4.854008026882107,-0.1213596690472789,-0.09079041012421998
AUY,2021-02-18,4.59,4.64,4.54,4.553,1333894,4.553,4.765857150168433,4.878328669032675,-0.1124715188642424,-0.08314809539345523
AUY,2021-02-17,4.59,4.615,4.49,4.555,4975195,4.555,4.804558450199057,4.904354962555289,-0.0997965123562325,-0.07581723952575843
AUY,2021-02-16,4.76,4.76,4.61,4.66,4578341,4.66,4.849932713871613,4.932303359559713,-0.0823706456880994,-0.0698224213181399
AUY,2021-02-16,4.76,4.76,4.61,4.66,4578341,4.66,4.884465934575543,4.95408762832449,-0.0696216937489468,-0.06668536522565
AUY,2021-02-12,4.87,4.9,4.76,4.8979,2047737,4.8979,4.925277922680187,4.977614638590449,-0.0523367159102621,-0.06595128309482576
AUY,2021-02-11,4.94,5.01,4.93,5.01,1760765,5.01,4.930255726803857,4.9839918096776845,-0.0537360828738275,-0.06935492489096667
AUY,2021-02-10,4.98,5.0,4.91,4.915,1327266,4.915,4.9157567680409215,4.981911154451899,-0.066154386410977,-0.07325963539525145
AUY,2021-02-09,5.03,5.05,4.9548,5.0018,2218405,5.0018,4.91589436223018,4.98726404680805,-0.0713696845778697,-0.07503594764132004
AUY,2021-02-08,4.97,4.99,4.9301,4.98,2066466,4.98,4.90027515536294,4.986101170552693,-0.0858260151897534,-0.07595251340718262
AUY,2021-02-05,4.79,4.8,4.74,4.78,1550083,4.78,4.885779729065292,4.986589264196909,-0.1008095351316171,-0.07348413796153991
AUY,2021-02-04,4.75,4.75,4.625,4.7001,3170540,4.7001,4.905012407077164,5.003116405332662,-0.0981039982554978,-0.0666527886690206
AUY,2021-02-03,4.86,4.91,4.81,4.905,1091139,4.905,4.942269208363921,5.0273577177592745,-0.0850885093953532,-0.05878998627240127
AUY,2021-02-02,4.84,4.85,4.71,4.81,3169968,4.81,4.949045428066452,5.037146335180016,-0.0881009071135645,-0.05221535549166326
AUY,2021-02-01,4.95,4.96,4.82,4.84,4545061,4.84,4.974326414987624,5.0553180419944175,-0.0809916270067931,-0.04324396758618815
AUY,2021-01-29,4.93,4.97,4.83,4.9214,2553027,4.9214,4.998749399530829,5.072543485353971,-0.0737940858231418,-0.03380705273103688
AUY,2021-01-28,4.75,4.82,4.7,4.765,3243277,4.765,5.012812926718252,5.084634964182289,-0.0718220374640372,-0.02381029445801064
AUY,2021-01-27,4.87,4.87,4.545,4.585,4174240,4.585,5.057869822485207,5.110205761316872,-0.052335938831665,-0.011807358706503984
AUY,2021-01-26,5.11,5.11,4.94,5.055,4258284,5.055,5.1438461538461535,5.152222222222222,-0.0083760683760685,-0.0016752136752137049
AUY,2021-01-25,5.21,5.27,5.16,5.16,1548023,5.16,5.16,5.16,0.0,0.0
