Symbol,Date,Open,High,Low,Close,Volume,IAG SMA,IAG spanTwelveEMA,IAG spanTwntySixEMA,IAG_x,IAG_y
IAG,2021-03-04,2.97,3.02,2.94,2.955,554940,2.955,3.0907488833973087,3.2255513223490806,-0.1348024389517719,-0.09331417440694656
IAG,2021-03-03,2.94,2.98,2.9,2.9,823182,2.9,3.115430498560456,3.2471954281370072,-0.1317649295765512,-0.08294210827074022
IAG,2021-03-02,2.88,2.92,2.87,2.89,701363,2.89,3.1545996801169025,3.274971062387968,-0.1203713822710654,-0.07073640294428746
IAG,2021-03-01,3.07,3.07,2.97,2.98,1250983,2.98,3.20270871286543,3.3057687473790054,-0.1030600345135752,-0.05832765811259295
IAG,2021-02-26,3.06,3.08,2.97,2.99,1215119,2.99,3.2432012061136897,3.331830247169325,-0.0886290410556358,-0.04714456401234737
IAG,2021-02-25,3.2,3.25,3.18,3.2,656443,3.2,3.2892377890434514,3.3591766669428718,-0.0699388778994198,-0.036773444751525365
IAG,2021-02-24,3.17,3.18,3.11,3.16,702334,3.16,3.3054628415968064,3.371910800298301,-0.0664479587014947,-0.028482086464551623
IAG,2021-02-23,3.3,3.3,3.13,3.185,1571642,3.185,3.331910630978044,3.388863664322165,-0.0569530333441212,-0.018990618405315834
IAG,2021-02-22,3.26,3.28,3.18,3.19,3825621,3.19,3.358621654792233,3.405172757467938,-0.0465511026757048,-0.009500014670614584
IAG,2021-02-19,3.23,3.24,3.18,3.18,1399123,3.18,3.3892801374817303,3.4223865780653733,-0.0331064405836429,-0.00023724266934202053
IAG,2021-02-18,3.38,3.43,3.26,3.285,1700687,3.285,3.4273310715693173,3.441777504310603,-0.0144464327412858,0.00798005680923322
IAG,2021-02-17,3.31,3.31,3.22,3.2699,1476090,3.2699,3.453209448218284,3.454319704655452,-0.0011102564371676,0.013586679196862994
IAG,2021-02-16,3.46,3.4788,3.42,3.445,988275,3.445,3.486538438803427,3.469073281027888,0.0174651577755389,0.01726091310537077
IAG,2021-02-16,3.46,3.4788,3.42,3.445,988275,3.445,3.494090882222232,3.4709991435101197,0.0230917387121127,0.017209851937828733
IAG,2021-02-12,3.51,3.52,3.445,3.5,634926,3.5,3.5030164971717284,3.4730790749909284,0.0299374221807999,0.01573938024425783
IAG,2021-02-11,3.61,3.63,3.575,3.61,260697,3.61,3.503564951202952,3.470925400990202,0.0326395502127492,0.012189869760122292
IAG,2021-02-10,3.59,3.6,3.5513,3.5681,371863,3.5681,3.484213124148943,3.459799433069419,0.0244136910795242,0.007077449646965448
IAG,2021-02-09,3.6,3.6,3.54,3.57,720128,3.57,3.468960964903296,3.4511353877149724,0.0178255771883235,0.0027433892888257374
IAG,2021-02-08,3.54,3.59,3.54,3.55,419515,3.55,3.450590231249349,3.44162621873217,0.0089640125171794,-0.0010271576860487186
IAG,2021-02-05,3.49,3.5,3.43,3.46,470506,3.46,3.43251572784014,3.432956316230744,-0.0004405883906035,-0.003524950236855659
IAG,2021-02-04,3.425,3.425,3.3647,3.41,725796,3.41,3.4275185874474383,3.430792821529203,-0.0032742340817648,-0.0042960406984185705
IAG,2021-02-03,3.44,3.5,3.44,3.49,272768,3.49,3.4307037851651545,3.4324562472515394,-0.0017524620863849,-0.004551492352581998
IAG,2021-02-02,3.44,3.44,3.355,3.4,835177,3.4,3.4199226551951822,3.427852747031663,-0.0079300918364806,-0.00525124991913127
IAG,2021-02-01,3.5,3.52,3.39,3.39,1270609,3.39,3.423544956139761,3.430080966794196,-0.0065360106544347,-0.004581539439793928
IAG,2021-01-29,3.51,3.55,3.45,3.5111,1016160,3.5111,3.429644039074262,3.433287444137731,-0.0036434050634683,-0.004092921636133607
IAG,2021-01-28,3.39,3.48,3.3775,3.39,1264398,3.39,3.414833864360492,3.4270624396687497,-0.0122285753082578,-0.004205300779299801
IAG,2021-01-27,3.4,3.4,3.27,3.31,912787,3.31,3.419349112426036,3.4300274348422493,-0.0106783224162136,-0.0021994821470602945
IAG,2021-01-26,3.39,3.44,3.3744,3.435,512458,3.435,3.439230769230769,3.4396296296296294,-0.0003988603988602,-7.97720797720558e-05
IAG,2021-01-25,3.48,3.51,3.43,3.44,414110,3.44,3.44,3.44,0.0,0.0
