Symbol,Date,Open,High,Low,Close,Volume,GFI SMA,GFI spanTwelveEMA,GFI spanTwntySixEMA,GFI_x,GFI_y
GFI,2021-03-04,8.73,8.81,8.58,8.63,960318,8.63,8.632553056379024,8.913983332888174,-0.2814302765091501,-0.2717534751057473
GFI,2021-03-03,8.43,8.51,8.38,8.425,1252430,8.425,8.633017248447938,8.936701999519228,-0.3036847510712892,-0.26933427475489663
GFI,2021-03-02,8.32,8.52,8.32,8.485,1440133,8.485,8.670838566347562,8.977638159480767,-0.3067995931332046,-0.26074665567579847
GFI,2021-03-01,8.36,8.43,8.305,8.335,773497,8.335,8.704627396592574,9.017049212239227,-0.3124218156466547,-0.24923342131144688
GFI,2021-02-26,8.5,8.51,8.3,8.325,948890,8.325,8.771832377791224,9.071613149218368,-0.2997807714271427,-0.23343632272764536
GFI,2021-02-25,8.54,8.73,8.52,8.65,1069999,8.65,8.85307462829872,9.131342201155835,-0.278267572857116,-0.21685021055277054
GFI,2021-02-24,8.47,8.49,8.34,8.42,1012841,8.42,8.889997287989395,9.169849577248302,-0.2798522892589066,-0.20149586997668414
GFI,2021-02-23,8.78,8.79,8.48,8.65,1073977,8.65,8.975451340351103,9.229837543428165,-0.2543862030770611,-0.18190676515612852
GFI,2021-02-22,8.66,8.7923,8.61,8.735,1054318,8.735,9.03462431132403,9.276224546902418,-0.241600235578387,-0.16378690567589535
GFI,2021-02-19,8.55,8.6,8.5,8.565,1049423,8.565,9.08910145883749,9.319522510654611,-0.230421051817121,-0.1443335732002724
GFI,2021-02-18,8.64,8.79,8.48,8.55,603805,8.55,9.18439263317158,9.37988431150698,-0.1954916783354008,-0.12281170354606022
GFI,2021-02-17,8.86,8.9,8.751,8.81,1313569,8.81,9.299736748293686,9.44627505642754,-0.146538308133854,-0.10464170984872506
GFI,2021-02-16,9.25,9.3,9.16,9.19,1653234,9.19,9.388779793437992,9.497177060941745,-0.1083972675037507,-0.0941675602774428
GFI,2021-02-16,9.25,9.3,9.16,9.19,1653234,9.19,9.424921574063085,9.521751225817082,-0.0968296517539997,-0.09061013347086536
GFI,2021-02-12,9.35,9.37,9.22,9.335,754143,9.335,9.4676345875291,9.54829132388245,-0.080656736353351,-0.0890552539000822
GFI,2021-02-11,9.59,9.67,9.57,9.63,707095,9.63,9.491749967079844,9.565354629793044,-0.0736046627132012,-0.091154883286765
GFI,2021-02-10,9.86,9.875,9.7,9.73,703829,9.73,9.466613597457998,9.560183000176488,-0.0935694027184901,-0.09554243843015639
GFI,2021-02-09,9.5,9.5,9.335,9.385,573403,9.385,9.41872516063218,9.546597640190608,-0.1278724795584267,-0.09603569735807296
GFI,2021-02-08,9.59,9.63,9.4,9.485,1071301,9.485,9.424857008019847,9.559525451405856,-0.1346684433860066,-0.08807650180798407
GFI,2021-02-05,9.14,9.165,9.05,9.1,373214,9.1,9.413921918568912,9.565487487518324,-0.1515655689494117,-0.076428516413478
GFI,2021-02-04,8.9,9.04,8.67,8.955,1672616,8.955,9.470998631035986,9.602726486519789,-0.1317278554838026,-0.05764425327949456
GFI,2021-02-03,9.2,9.31,9.18,9.22,510786,9.22,9.564816563951622,9.654544605441371,-0.0897280414897494,-0.039123352728417535
GFI,2021-02-02,9.36,9.36,9.22,9.28,831328,9.28,9.6275104846701,9.68930817387668,-0.0617976892065819,-0.02647218053808456
GFI,2021-02-01,9.61,9.66,9.45,9.5,2525527,9.5,9.690694209155572,9.722052827786817,-0.0313586186312431,-0.01764080337096067
GFI,2021-01-29,10.02,10.05,9.8,9.89,1360931,9.89,9.725365883547497,9.73981705400976,-0.014451170462264,-0.014211349555889614
GFI,2021-01-28,9.79,9.835,9.695,9.745,1109456,9.745,9.695432407828855,9.72780241833054,-0.0323700105016833,-0.014151394329295998
GFI,2021-01-27,9.52,9.54,9.285,9.36,694845,9.36,9.686420118343197,9.726426611796985,-0.0400064934537862,-0.009596740286198724
GFI,2021-01-26,9.63,9.71,9.555,9.64,504162,9.64,9.745769230769232,9.75574074074074,-0.0099715099715087,-0.001994301994301395
GFI,2021-01-25,9.74,9.93,9.71,9.765,952941,9.765,9.765,9.765,0.0,0.0
