Symbol,Date,Open,High,Low,Close,Volume,MRKR SMA,MRKR spanTwelveEMA,MRKR spanTwntySixEMA,MRKR_x,MRKR_y
MRKR,2021-02-09,3.23,3.77,3.22,3.7,760244,3.7,2.3009343257796067,2.0974131814358263,0.20352114434378032,0.07984583920076607
MRKR,2021-02-08,2.27,2.4423,2.23,2.43,217561,2.4300000000000006,2.046558748648626,1.9692062359506923,0.07735251269793353,0.04892701291501249
MRKR,2021-02-05,2.18,2.18,2.1,2.14,93347,2.14,1.9768421574938304,1.932342734826748,0.04449942266708296,0.041820637969282225
MRKR,2021-02-04,2.08,2.09,2.03,2.06,153233,2.06,1.9471770952199816,1.9157301536128877,0.031446941607094166,0.04115094179483215
MRKR,2021-02-03,1.85,1.9434,1.85,1.93,41969,1.93,1.9266638398054328,1.9041885659019184,0.022475273903514337,0.0435769418417667
MRKR,2021-02-02,1.91,1.94,1.8501,1.8796,27235,1.8796,1.9260572652246024,1.902123651174072,0.023933614050530627,0.04885235882632978
MRKR,2021-02-01,1.96,1.96,1.84,1.86,33584,1.8600000000000003,1.9345040407199847,1.9039255432679976,0.03057849745198715,0.05508204502027962
MRKR,2021-01-29,1.9,1.9,1.81,1.84,17840,1.84,1.9480502299417999,1.9074395867294371,0.04061064321236274,0.061207931912352735
MRKR,2021-01-28,1.89,2.01,1.89,1.9,114063,1.9,1.967695726294855,1.9128347536677923,0.054860972627062576,0.06635725408735023
MRKR,2021-01-27,1.98,1.9826,1.88,1.92,77516,1.9200000000000004,1.9800040401666463,1.913861533961216,0.06614250620543083,0.06923132445242214
MRKR,2021-01-26,2.03,2.03,1.99,2.02,19391,2.0200000000000005,1.9909138656514915,1.9133704566781131,0.07754340897337841,0.07000352901417006
MRKR,2021-01-25,2.03,2.05,2.02,2.0216,19133,2.0216000000000007,1.985625477588126,1.904840093212362,0.08078538437576421,0.06811855902436796
MRKR,2021-01-22,2.02,2.0262,1.974,2.0199,67434,2.0199000000000007,1.9790846553314216,1.8954993006693508,0.08358535466207108,0.06495185268651894
MRKR,2021-01-21,2.27,2.27,2.05,2.0644,110988,2.064400000000001,1.9716636835734984,1.8855472447228987,0.08611643885059994,0.060293477192630965
MRKR,2021-01-20,2.06,2.0646,2.01,2.05,37643,2.0500000000000007,1.9548025351323168,1.8712390243007304,0.08356351083158597,0.05383773677813877
MRKR,2021-01-19,2.07,2.09,1.94,2.02,136036,2.0200000000000005,1.9374939051563744,1.8569381462447891,0.08055575891158527,0.046406293264776854
MRKR,2021-01-19,2.07,2.09,1.94,2.02,136036,2.020000000000001,1.922492797002988,1.8438931979443718,0.07859959905861569,0.03786892685307475
MRKR,2021-01-15,2.14,2.18,2.13,2.14,77896,2.140000000000001,1.9047642146398944,1.8298046537799215,0.0749595608599729,0.027686258801689394
MRKR,2021-01-14,2.1,2.18,2.08,2.12,124681,2.120000000000001,1.861994071847148,1.8049890260823156,0.057005045764832785,0.015867933287118517
MRKR,2021-01-13,2.0896,2.14,2.0501,2.12,265878,2.120000000000002,1.815083903092084,1.7797881481689006,0.0352957549231836,0.0055836551676900605
MRKR,2021-01-12,1.86,1.9,1.85,1.88,71200,1.8800000000000017,1.7596446127451904,1.7525712000224127,0.0070734127227776175,-0.0018443697711832685
MRKR,2021-01-11,1.78,1.8039,1.76,1.785,86844,1.785000000000002,1.7377618150624978,1.742376896024206,-0.00461508096170804,-0.00407381539467349
MRKR,2021-01-08,1.72,1.74,1.66,1.6998,23342,1.6998000000000018,1.7291730541647703,1.7389670477061423,-0.009793993541372005,-0.003938499002914797
MRKR,2021-01-07,1.71,1.74,1.68,1.7128,81488,1.712800000000002,1.7345136094674558,1.7421004115226335,-0.0075868020551779205,-0.002474625368300494
MRKR,2021-01-06,1.71,1.7243,1.65,1.675,84867,1.675000000000002,1.7384615384615385,1.7444444444444445,-0.005982905982905962,-0.0011965811965811925
MRKR,2021-01-05,1.74,1.85,1.65,1.75,494208,1.750000000000002,1.75,1.75,0.0,0.0
