Symbol,Date,Open,High,Low,Close,Volume,PHX SMA,PHX spanTwelveEMA,PHX spanTwntySixEMA,PHX_x,PHX_y
PHX,2021-02-09,3.25,3.25,2.92,3.0416,178295,3.0416,2.9985063818655737,2.8805422500936197,0.11796413177195485,0.1067884521861396
PHX,2021-02-08,3.45,3.45,3.3249,3.3799,66737,3.3799,2.990671178568406,2.867657630101109,0.12301354846729715,0.103994532289686
PHX,2021-02-05,3.14,3.21,3.08,3.16,107953,3.16,2.91990230194448,2.8266782405091977,0.0932240614352824,0.09923977824528318
PHX,2021-02-04,2.98,2.99,2.95,2.96,12848,2.96,2.8762481750252937,2.8000124997499336,0.07623567527536057,0.10074370744778337
PHX,2021-02-03,2.76,2.839,2.76,2.8264,3982,2.8264000000000005,2.8610205704844387,2.7872134997299285,0.0738070707545102,0.10687071549088917
PHX,2021-02-02,2.79,2.83,2.73,2.74,15675,2.7400000000000007,2.8673152196634275,2.7840785797083236,0.08323663995510433,0.11513662667498391
PHX,2021-02-01,2.8,2.8027,2.71,2.7707,6016,2.7707000000000006,2.8904634414204144,2.7876048660849895,0.10285857533542543,0.1231116233549539
PHX,2021-01-29,2.92,2.94,2.87,2.94,9053,2.9400000000000013,2.9122386125877617,2.788957255371788,0.12328135721597412,0.12817488535983612
PHX,2021-01-28,3.03,3.06,2.917,2.96,37339,2.9600000000000004,2.9071910876037186,2.7768738358015312,0.13031725180218778,0.12939826739580174
PHX,2021-01-27,2.96,3.0,2.85,2.85,14077,2.8500000000000005,2.897589467168032,2.7622237426656544,0.13536572450237785,0.12916852129420534
PHX,2021-01-26,2.83,2.93,2.81,2.93,20050,2.930000000000001,2.9062420975622194,2.7552016420789056,0.15104045548331335,0.12761922049216232
PHX,2021-01-25,2.96,2.96,2.81,2.93,12404,2.930000000000001,2.901922478937168,2.7412177734452188,0.16070470549194926,0.12176391174437445
PHX,2021-01-22,2.93,2.94,2.81,2.91,90200,2.910000000000001,2.896817475107562,2.7261151953208365,0.1707022797867257,0.11202871330748074
PHX,2021-01-21,3.3,3.4186,3.26,3.35,43304,3.3500000000000014,2.8944206523998464,2.7114044109465034,0.18301624145334291,0.09736032168766948
PHX,2021-01-20,3.21,3.28,3.1518,3.227,27845,3.2270000000000016,2.8115880437452727,2.660316763822224,0.15127127992304912,0.0759463417462511
PHX,2021-01-19,2.92,3.11,2.92,3.1,68890,3.100000000000002,2.7360585971535047,2.6149821049280018,0.121076492225503,0.05711510720205171
PHX,2021-01-19,2.92,3.11,2.92,3.1,68890,3.100000000000002,2.6698874329995963,2.576180673322241,0.09370675967735488,0.04112476094618889
PHX,2021-01-15,2.73,2.85,2.7,2.84,50025,2.840000000000001,2.5916851480904315,2.5342751271880206,0.057410020902411325,0.027979261263397278
PHX,2021-01-14,2.58,2.67,2.58,2.67,12462,2.6700000000000017,2.5465369931977837,2.5098171373630622,0.03671985583472104,0.020621571353643876
PHX,2021-01-13,2.66,2.7167,2.62,2.63,22558,2.6300000000000017,2.5240891737791986,2.4970025083521072,0.02708666542709137,0.016597000233374473
PHX,2021-01-12,2.43,2.55,2.43,2.54,33063,2.5400000000000023,2.5048326599208712,2.4863627090202756,0.018469950900595226,0.013974583934945245
PHX,2021-01-11,2.38,2.43,2.35,2.41,8297,2.410000000000002,2.4984385980883017,2.4820717257418976,0.016366872346404104,0.01285074219353264
PHX,2021-01-08,2.53,2.5399,2.46,2.4831,17336,2.483100000000002,2.5145183431952662,2.4878374638012497,0.026680879394016088,0.011971709655314772
PHX,2021-01-07,2.65,2.77,2.64,2.7437,35788,2.7437000000000027,2.520230769230769,2.4882164609053503,0.032014308325419634,0.008294417220639332
PHX,2021-01-06,2.58,2.6499,2.5,2.605,52373,2.605000000000002,2.4796,2.4677777777777776,0.0118222222222224,0.00236444444444448
PHX,2021-01-05,2.36,2.47,2.36,2.4568,10710,2.4568000000000025,2.4568,2.4568,0.0,0.0
