Symbol,Date,Open,High,Low,Close,Volume,ADMP SMA,ADMP spanTwelveEMA,ADMP spanTwntySixEMA,ADMP_x,ADMP_y
ADMP,2021-02-09,1.64,1.74,1.56,1.6189,7895862,1.6189,1.2650560811664409,1.1165676278255146,0.1484884533409263,0.15304683598688018
ADMP,2021-02-08,1.3,1.33,1.28,1.31,4142830,1.31,1.2007208231967028,1.0763810380515555,0.1243397851451471,0.15418643164836865
ADMP,2021-02-05,1.17,1.18,1.15,1.1501,1580392,1.1500999999999997,1.1808518819597396,1.0576915210956803,0.12316036086405925,0.16164809327417395
ADMP,2021-02-04,1.14,1.16,1.1381,1.15,2558850,1.1499999999999997,1.1864431332251468,1.0502988427833349,0.13614429044181198,0.1712700263767026
ADMP,2021-02-03,1.12,1.14,1.1,1.13,2204820,1.1299999999999994,1.1930691574479009,1.0423227502060015,0.15074640724189914,0.18005146036042524
ADMP,2021-02-02,1.12,1.12,1.06,1.0701,1821944,1.0700999999999996,1.204536276983883,1.035308570222482,0.16922770676140098,0.18737772364005673
ADMP,2021-02-01,1.17,1.18,1.1,1.1,2201396,1.0999999999999996,1.2289792364354983,1.0325252558402809,0.19645398059521768,0.19191522785972062
ADMP,2021-01-29,1.14,1.18,1.13,1.1701,6248565,1.1700999999999993,1.2524300066964982,1.027127276307503,0.2253027303889949,0.1907805396758464
ADMP,2021-01-28,1.4011,1.6,1.37,1.5354,3540020,1.5353999999999994,1.2673990988231338,1.0156894584121032,0.2517096404110306,0.1821499919975592
ADMP,2021-01-27,1.43,1.43,1.25,1.3189,4820287,1.3188999999999993,1.2186716622455218,0.9741126150850716,0.24455904716045015,0.16476007989419134
ADMP,2021-01-26,1.74,1.8,1.68,1.6889,3748567,1.6888999999999996,1.200448328108344,0.9465296242918774,0.25391870381646664,0.1448103380776266
ADMP,2021-01-25,1.73,1.75,1.59,1.5943,3793114,1.5942999999999998,1.111638933218952,0.8871399942352275,0.22449893898372453,0.11753324664291659
ADMP,2021-01-22,2.33,2.34,1.87,1.915,55063467,1.915,1.0238823756223978,0.8305671937740458,0.19331518184835209,0.09079182355771459
ADMP,2021-01-21,1.18,1.23,1.1,1.1311,13148186,1.1310999999999996,0.8618609893719247,0.7438125692759695,0.11804842009595518,0.06516098398505521
ADMP,2021-01-20,1.028,1.34,0.9806,1.3189,27785714,1.3188999999999993,0.8129084419850019,0.7128295748180471,0.1000788671669548,0.051939124957330225
ADMP,2021-01-19,0.8,0.8,0.7506,0.765007,1136551,0.7650069999999991,0.7209099768913658,0.6643439408034909,0.05656603608787492,0.03990418940492407
ADMP,2021-01-19,0.8,0.8,0.7506,0.765007,1136551,0.7650069999999991,0.7128923363261597,0.6562908960677701,0.056601440258389535,0.03573872773418636
ADMP,2021-01-15,0.81,0.8372,0.7902,0.83,2366080,0.829999999999999,0.7034169429309161,0.6475936077531917,0.05582333517772431,0.030523049603135566
ADMP,2021-01-14,0.78,0.84,0.76,0.8226,4217157,0.822599999999999,0.6804018416456281,0.6330010963734471,0.047400745272180966,0.02419797820948838
ADMP,2021-01-13,0.74,0.7698,0.74,0.750742,1025269,0.7507419999999989,0.6545476310357423,0.617833184083323,0.03671444695241932,0.01839728644381523
ADMP,2021-01-12,0.7140000000000001,0.7140000000000001,0.691,0.7069,606819,0.706899999999999,0.6370577457695136,0.6072004788099888,0.02985726695952473,0.013817996316664204
ADMP,2021-01-11,0.69,0.7168,0.6829999999999999,0.7026,1019963,0.7025999999999991,0.6243591540912433,0.599224517114788,0.02513463697645535,0.009808178655949074
ADMP,2021-01-08,0.7047,0.7188,0.6799,0.6915,1025114,0.691499999999999,0.6101335457441966,0.5909544784839711,0.01917906726022567,0.005976564075822505
ADMP,2021-01-07,0.6825,0.75,0.6825,0.7155,4425763,0.7154999999999991,0.5953396449704143,0.5829108367626887,0.012428808207725515,0.0026759382797217415
ADMP,2021-01-06,0.6024,0.6185,0.583,0.5861,808913,0.5860999999999992,0.5734923076923077,0.5723037037037038,0.0011886039886039867,0.00023772079772079737
ADMP,2021-01-05,0.55,0.5870000000000001,0.54465,0.5712,1708783,0.5711999999999994,0.5712,0.5712,0.0,0.0
