Symbol,Date,Open,High,Low,Close,Volume,UAMY SMA,UAMY spanTwelveEMA,UAMY spanTwntySixEMA,UAMY_x,UAMY_y
UAMY,2021-02-09,0.8873,0.98,0.88,0.956,5938593,0.956,0.8264998995436305,0.7723393713702155,0.05416052817341499,0.05546508321653981
UAMY,2021-02-08,0.7789,0.83,0.7789,0.83,2481358,0.8300000000000001,0.8029544267333815,0.7576465210798328,0.0453079056535487,0.05579122197732101
UAMY,2021-02-05,0.7912,0.7912,0.7609999999999999,0.7609999999999999,663578,0.7609999999999999,0.7980370497758145,0.7518582427662194,0.04617880700959509,0.05841205105826409
UAMY,2021-02-04,0.8069,0.81,0.79,0.7997,886440,0.7997000000000001,0.8047710588259626,0.7511269021875169,0.053644156638445684,0.06147036207043133
UAMY,2021-02-03,0.82,0.847,0.8105,0.8290000000000001,2256120,0.8290000000000003,0.8056930695215921,0.7472410543625183,0.05845201515907372,0.06342691342842774
UAMY,2021-02-02,0.8101,0.8265,0.77,0.7853,1564134,0.7853000000000002,0.8014554457982449,0.7407003387115199,0.060755107086725164,0.06467063799576622
UAMY,2021-02-01,0.748,0.81,0.7390000000000001,0.7671,8395704,0.7671000000000002,0.8043927995797441,0.7371323658084415,0.06726043377130253,0.06564952072302652
UAMY,2021-01-29,0.8482,0.8768,0.815,0.86,621463,0.8600000000000002,0.811173308594243,0.7347349550731169,0.07643835352112605,0.0652467924609575
UAMY,2021-01-28,0.8925,0.8959999999999999,0.84,0.8598,590309,0.8598000000000002,0.8022957283386507,0.7247137514789662,0.07758197685968449,0.06244890219591537
UAMY,2021-01-27,0.83,0.85,0.8007,0.84,1947304,0.8400000000000002,0.7918404062184053,0.7139068515972835,0.07793355462112184,0.05866563352997308
UAMY,2021-01-26,0.966,0.9670000000000001,0.91,0.938,719374,0.938,0.7830841164399336,0.7038193997250662,0.07926471671486733,0.05384865325718589
UAMY,2021-01-25,0.8478,0.867,0.84,0.849899,524864,0.849899,0.7549175921562851,0.6850849517030716,0.06983264045321347,0.04749463739276552
UAMY,2021-01-22,0.889,0.89,0.862,0.8675510000000001,321871,0.8675510000000001,0.7376482452756097,0.6718998278393173,0.06574841743629234,0.041910136627653534
UAMY,2021-01-21,0.92,0.92,0.83,0.8503,673355,0.8503,0.7140295625984479,0.6562477340664628,0.0577818285319851,0.03595056642549383
UAMY,2021-01-20,0.82,0.83,0.78,0.780001,1035903,0.780001,0.6892531194345293,0.6407235527917798,0.04852956664274943,0.03049275089887101
UAMY,2021-01-19,0.69,0.793099,0.68,0.7656,2470359,0.7656,0.6727535047862618,0.6295813570151223,0.043172147771139535,0.0259835469629014
UAMY,2021-01-19,0.69,0.793099,0.68,0.7656,2470359,0.7656,0.6558723238383094,0.618699865576332,0.03717245826197735,0.02168639676084187
UAMY,2021-01-15,0.69,0.69,0.660301,0.6847989999999999,387484,0.6847989999999999,0.6359218372634565,0.6069478548224386,0.028973982441017895,0.017814881385557996
UAMY,2021-01-14,0.6679999999999999,0.677,0.64,0.6551,321989,0.6551,0.6270350804022667,0.6007197632082337,0.026315317194033017,0.01502510612169302
UAMY,2021-01-13,0.6709999999999999,0.674999,0.655,0.668351,399535,0.6683509999999999,0.6219323677481334,0.5963693442648924,0.025563023483241017,0.01220255335360802
UAMY,2021-01-12,0.6624,0.7455,0.66,0.7052,2264751,0.7051999999999999,0.6134926164296122,0.5906108118060839,0.02288180462352829,0.00886243582119977
UAMY,2021-01-11,0.71,0.71,0.63,0.660201,865856,0.6602009999999998,0.5968185466895417,0.5814436767505705,0.01537486993897119,0.00535759362061764
UAMY,2021-01-08,0.64,0.6936,0.629,0.637501,2359003,0.6375009999999997,0.5852944642694583,0.5751430908906162,0.010151373378842088,0.0028532745410292507
UAMY,2021-01-07,0.6428,0.68,0.58,0.6419,1860523,0.6418999999999996,0.5758023668639053,0.5701544581618655,0.005647908702039794,0.0010287498315760413
UAMY,2021-01-06,0.589,0.589,0.5437,0.5571,465876,0.5570999999999996,0.5637846153846153,0.5644148148148148,-0.0006301994301994852,-0.00012603988603989701
UAMY,2021-01-05,0.5119,0.5770000000000001,0.501,0.565,2059707,0.5649999999999996,0.565,0.565,0.0,0.0
