Symbol,Date,Open,High,Low,Close,Volume,BXRX SMA,BXRX spanTwelveEMA,BXRX spanTwntySixEMA,BXRX_x,BXRX_y
BXRX,2021-02-09,2.01,2.1,1.96,2.025,4685647,2.025,1.5828796229444977,1.4278740321295915,0.15500559081490572,0.1068964890926554
BXRX,2021-02-08,1.77,1.95,1.7,1.9299,3112570,1.9299,1.5024940998434966,1.3801039546999592,0.12239014514353785,0.0948692136620927
BXRX,2021-02-05,1.6,1.63,1.57,1.5911,744567,1.5911,1.4247839361786785,1.336120271075956,0.08866366510272239,0.08798898079173151
BXRX,2021-02-04,1.58,1.63,1.5,1.52,930541,1.52,1.3945446518475288,1.3157218927620322,0.07882275908549663,0.08782030971398377
BXRX,2021-02-03,1.45,1.46,1.43,1.44,400974,1.44,1.3717345885470795,1.2993796441829948,0.07235494436408474,0.09006969737110555
BXRX,2021-02-02,1.32,1.33,1.29,1.315,477185,1.315,1.3593226955556394,1.2881300157176343,0.07119267983800515,0.09449838562286075
BXRX,2021-02-01,1.35,1.35,1.28,1.3,595101,1.3000000000000005,1.3673813674748467,1.2859804169750448,0.08140095049980167,0.10032481206907465
BXRX,2021-01-29,1.38,1.38,1.31,1.3499,566574,1.3499000000000003,1.3796325251975463,1.2848588503330487,0.0947736748644976,0.10505577746139282
BXRX,2021-01-28,1.36,1.36,1.31,1.335,643948,1.3350000000000006,1.3850384388698274,1.2796555583596925,0.10538288051013488,0.1076263031106166
BXRX,2021-01-27,1.42,1.45,1.21,1.3702,2155126,1.3702000000000003,1.3941363368461597,1.275228003028468,0.1189083338176915,0.10818715876073702
BXRX,2021-01-26,1.54,1.5548,1.5,1.5,879982,1.5000000000000004,1.3984883980909155,1.2676302432707456,0.13085815482016994,0.10550686499649833
BXRX,2021-01-25,1.5,1.57,1.5,1.52,605701,1.5200000000000005,1.3800317431983546,1.249040662732405,0.13099108046594954,0.09916904254058041
BXRX,2021-01-22,1.51,1.53,1.39,1.4601,1338293,1.4601000000000002,1.3545829692344191,1.2273639157509977,0.12721905348342166,0.09121353305923813
BXRX,2021-01-21,1.72,1.85,1.64,1.65,2807947,1.65,1.335398054549768,1.2087450290110773,0.12665302553869084,0.08221215295319229
BXRX,2021-01-20,1.5507,1.59,1.46,1.5090000000000001,1964191,1.5090000000000003,1.2781977008315442,1.1734446313319635,0.10475306949958063,0.0711019348068177
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312000000000002,1.2362336464372794,1.1466002018385206,0.08963344459875877,0.06268915113362697
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312,1.2189670366986027,1.1318322179856022,0.08713481871300055,0.05595307776734401
BXRX,2021-01-15,1.31,1.37,1.3,1.35,416923,1.35,1.1985610433710758,1.1158827954244503,0.08267824794662547,0.04815764253092987
BXRX,2021-01-14,1.29,1.3,1.27,1.285,532913,1.2849999999999997,1.1710266876203623,1.0971534190584062,0.07387326856195607,0.03952749117700596
BXRX,2021-01-13,1.37,1.38,1.3,1.32,903747,1.3199999999999996,1.1503042671877008,1.082125692583079,0.0681785746046224,0.03094104683076843
BXRX,2021-01-12,1.41,1.44,1.33,1.345,2912102,1.3449999999999995,1.1194504975854649,1.063095747989725,0.05635474959573994,0.021631664887305044
BXRX,2021-01-11,1.23,1.3,1.22,1.2787,2528722,1.2786999999999995,1.0784414971464584,1.0405434078289029,0.03789808931755556,0.01295089371019632
BXRX,2021-01-08,1.18,1.18,1.12,1.125,475093,1.1249999999999998,1.0420308602639965,1.0214908804552152,0.020539979808781084,0.006714094808356509
BXRX,2021-01-07,1.19,1.19,1.14,1.1413,1152287,1.1412999999999998,1.0269455621301775,1.0132101508916325,0.013735411238545048,0.003257623558250309
BXRX,2021-01-06,1.05,1.08,1.02,1.04,1414758,1.0399999999999998,1.0061538461538462,1.002962962962963,0.0031908831908831203,0.0006381766381766241
BXRX,2021-01-05,1.02,1.02,1.0,1.0,348085,1.0,1.0,1.0,0.0,0.0
