Symbol,Date,Open,High,Low,Close,Volume,SNCA SMA,SNCA spanTwelveEMA,SNCA spanTwntySixEMA,SNCA_x,SNCA_y
SNCA,2021-02-09,1.72,1.7505,1.675,1.72,374996,1.72,1.490253059164776,1.3817661114492552,0.1084869477155208,0.10187393658298416
SNCA,2021-02-08,1.55,1.6,1.51,1.5586,750582,1.5586,1.4484808881038262,1.3547074003651955,0.0937734877386307,0.10022068379985
SNCA,2021-02-05,1.46,1.47,1.43,1.4403,76423,1.4403,1.428459231395431,1.3383959923944109,0.09006323900101988,0.1018324828151548
SNCA,2021-02-04,1.5,1.5081,1.4,1.45,198426,1.45,1.4263063643764182,1.330243671785964,0.0960626925904542,0.10477479376868848
SNCA,2021-02-03,1.53,1.56,1.48,1.5115,222545,1.5115,1.4219984306266762,1.3206631655288412,0.10133526509783476,0.10695281906324705
SNCA,2021-02-02,1.41,1.43,1.38,1.4,121569,1.4,1.4057254180133445,1.3053962187711483,0.10032919924219597,0.10835720755460007
SNCA,2021-02-01,1.47,1.48,1.38,1.41,309941,1.41,1.4067664031066796,1.2978279162728403,0.10893848683383922,0.11036420963270104
SNCA,2021-01-29,1.53,1.5479,1.47,1.5,324986,1.5000000000000002,1.406178476398803,1.2888541495746677,0.1173243268241353,0.11072064033241648
SNCA,2021-01-28,1.46,1.48,1.45,1.4539,453580,1.4539,1.3891200175622216,1.271962481540641,0.11715753602158065,0.10906971870948677
SNCA,2021-01-27,1.35,1.41,1.3,1.37,421254,1.37,1.3773418389371708,1.257407480063892,0.11993435887327886,0.1070477643814633
SNCA,2021-01-26,1.65,1.65,1.52,1.61,526437,1.6100000000000003,1.3786767187439293,1.2484000784690037,0.1302766402749258,0.10382611575850939
SNCA,2021-01-25,1.47,1.49,1.42,1.4679,154051,1.4679000000000004,1.3366179403337346,1.2194720847465241,0.11714585558721068,0.09721348462940534
SNCA,2021-01-22,1.36,1.52,1.31,1.473,1889233,1.4730000000000003,1.312748474939868,1.1995978515262458,0.11315062341362235,0.09223039188995405
SNCA,2021-01-21,1.45,1.45,1.35,1.37,178421,1.3700000000000008,1.283611834019844,1.1777256796483453,0.10588615437149884,0.08700033400903702
SNCA,2021-01-20,1.33,1.34,1.28,1.29,419365,1.2900000000000011,1.2679048947507248,1.162343734020213,0.1055611607305118,0.08227887891842162
SNCA,2021-01-19,1.38,1.4,1.35,1.379,220038,1.379000000000001,1.26388760288722,1.1521312327418298,0.1117563701453903,0.07645830846539907
SNCA,2021-01-19,1.38,1.4,1.35,1.379,220038,1.379000000000001,1.242958076139442,1.1339817313611762,0.1089763447782659,0.0676337930454013
SNCA,2021-01-15,1.34,1.42,1.29,1.3801,771563,1.380100000000001,1.2182231808920678,1.1143802698700702,0.10384291102199784,0.05729815511218515
SNCA,2021-01-14,1.44,1.44,1.3624,1.3999,425806,1.3999000000000008,1.188791031963353,1.0931226914596757,0.09566834050367734,0.04566196613473203
SNCA,2021-01-13,1.61,1.61,1.41,1.4533,2039508,1.4533000000000011,1.1504075832294172,1.0685805067764498,0.08182707645296737,0.033160372542495695
SNCA,2021-01-12,1.3269,1.36,1.27,1.2772,560156,1.277200000000001,1.0953362347256748,1.0378029473185657,0.057533287407109064,0.02099369656487777
SNCA,2021-01-11,1.37,1.47,1.33,1.3999,1601618,1.3999000000000013,1.0622700955848885,1.018651183104051,0.04361891248083727,0.011858798854319945
SNCA,2021-01-08,1.1,1.13,1.08,1.0802,343347,1.0802000000000012,1.0008828402366865,0.9881512777523752,0.012731562484311176,0.003918770447690557
SNCA,2021-01-07,1.05,1.07,1.01,1.011,146916,1.011000000000001,0.9864615384615384,0.9807873799725652,0.005674158488973236,0.0017155724385353732
SNCA,2021-01-06,1.08,1.08,1.02,1.0205,416703,1.0205000000000013,0.982,0.9783703703703704,0.0036296296296296493,0.0007259259259259077
SNCA,2021-01-05,0.9863,0.9899,0.9277,0.975,678825,0.9750000000000012,0.975,0.975,0.0,0.0
