Symbol,Date,Open,High,Low,Close,Volume,PHAS SMA,PHAS spanTwelveEMA,PHAS spanTwntySixEMA,PHAS_x,PHAS_y
PHAS,2021-02-09,4.46,4.5397,4.4088,4.53,19161,4.53,4.186292934642692,4.098328426874222,0.08796450776846942,0.05644255616315889
PHAS,2021-02-08,4.35,4.38,4.33,4.3503,61395,4.3503,4.123800740941362,4.063794701024158,0.060006039917202436,0.04856206826183103
PHAS,2021-02-05,4.25,4.25,4.1,4.1957,32452,4.1957,4.082619057476155,4.040874277106092,0.04174478037006235,0.04570107534798795
PHAS,2021-02-04,4.2,4.25,4.2,4.22,10978,4.219999999999999,4.062058886108184,4.028488219274578,0.033570666833603546,0.04669014909246935
PHAS,2021-02-03,4.11,4.1774,4.11,4.135,14586,4.134999999999999,4.033342319946034,4.013167276816547,0.020175043129488483,0.04997001965718535
PHAS,2021-02-02,3.85,3.98,3.85,3.95,20031,3.9499999999999993,4.014859105390768,4.003420658961869,0.011438446428898352,0.05741876378910979
PHAS,2021-02-01,3.9,3.99,3.79,3.8199,21489,3.8199,4.02665167000727,4.007694311678819,0.01895735832845169,0.06891384312916264
PHAS,2021-01-29,3.79,3.8499,3.77,3.83,7032,3.83,4.064242882735865,4.0227178566131245,0.04152502612274045,0.08140296432934037
PHAS,2021-01-28,3.93,3.93,3.83,3.9,12705,3.9,4.1068324977787505,4.0381352851421735,0.06869721263657523,0.09137244888099035
PHAS,2021-01-27,4.02,4.06,3.84,3.98,63581,3.979999999999999,4.144438406465795,4.049186107953548,0.09525229851224726,0.09704125794209367
PHAS,2021-01-26,4.33,4.37,4.3086,4.3299,17521,4.3298999999999985,4.174336298550487,4.0547209965898325,0.1196153019606534,0.09748849779955526
PHAS,2021-01-25,4.33,4.36,4.2517,4.3349,9361,4.334899999999998,4.146051989196029,4.0327066763170185,0.11334531287900962,0.0919567967592805
PHAS,2021-01-22,4.16,4.2473,4.16,4.24,10231,4.239999999999998,4.111715987231671,4.0085312104223805,0.1031847768092904,0.086609667729348
PHAS,2021-01-21,4.0,4.1899,4.0,4.065,37481,4.065,4.088391621273793,3.9900137072561703,0.0983779140176222,0.0824658904593624
PHAS,2021-01-20,4.21,4.24,4.18,4.205,40612,4.204999999999999,4.092644643323573,3.984014803836665,0.10862983948690852,0.07848788456979731
PHAS,2021-01-19,4.13,4.19,4.12,4.17,15774,4.17,4.072216396655132,3.9663359881435976,0.10588040851153437,0.07095239584051961
PHAS,2021-01-19,4.13,4.19,4.12,4.17,15774,4.17,4.054437559683338,3.950042867195085,0.10439469248825263,0.062220392672765926
PHAS,2021-01-15,4.4,4.45,4.3,4.3001,126003,4.300099999999999,4.03342620689849,3.932446296570692,0.10097991032779774,0.05167681771889414
PHAS,2021-01-14,4.0,4.2,4.0,4.1901,54842,4.190099999999998,3.984940062698215,3.903034000296348,0.08190606240186682,0.03935104456666824
PHAS,2021-01-13,4.17,4.17,4.1,4.135,8197,4.134999999999999,3.9476382559160714,3.880068720320056,0.0675695355960162,0.028712290107868597
PHAS,2021-01-12,4.06,4.1398,4.0406,4.1398,16766,4.139799999999998,3.913572484264448,3.85967421794566,0.053898266318788135,0.018997978735831915
PHAS,2021-01-11,4.0,4.1,3.89,4.0,55127,3.999999999999999,3.8724402086761662,3.837264155381313,0.035176053294853286,0.01027290684009286
PHAS,2021-01-08,4.14,4.23,4.13,4.14,65119,4.139999999999999,3.84924751934456,3.8242452878118183,0.025002231532742503,0.004047120226402751
PHAS,2021-01-07,3.76,3.81,3.76,3.81,17190,3.81,3.796383431952663,3.7989849108367633,-0.002601478884100672,-0.0011916576001819658
PHAS,2021-01-06,3.81,3.8998,3.69,3.7494,49256,3.7494,3.793907692307692,3.798103703703704,-0.0041960113960120005,-0.0008392022792024002
PHAS,2021-01-05,3.74,3.82,3.68,3.802,49354,3.802,3.802,3.802,0.0,0.0
