Symbol,Date,Open,High,Low,Close,Volume,GENE SMA,GENE spanTwelveEMA,GENE spanTwntySixEMA,GENE_x,GENE_y
GENE,2021-08-18,3.05,3.05,3.05,3.05,1456,3.05,3.291413785471234,3.426954609604268,-0.135540824133034,-0.10552000890067398
GENE,2021-08-17,3.16,3.18,3.15,3.15,2324,3.15,3.3353072010114584,3.4571109783726097,-0.1218037773611513,-0.09801480509258408
GENE,2021-08-16,3.15,3.15,3.13,3.13,8288,3.13,3.368999419377178,3.4816798566424185,-0.1126804372652405,-0.09206756202544225
GENE,2021-08-13,3.3,3.32,3.26,3.26,1201,3.26,3.412453859263937,3.509814245173812,-0.0973603859098743,-0.08691434321549266
GENE,2021-08-12,3.38,3.38,3.36,3.36,1403,3.36,3.440172742766472,3.5297993847877165,-0.0896266420212446,-0.0843028325418971
GENE,2021-08-11,3.43,3.43,3.43,3.43,1903,3.43,3.4547496050876485,3.543383335570734,-0.0886337304830853,-0.08297188017206023
GENE,2021-08-10,3.4,3.4,3.4,3.4,1466,3.4,3.4592495332854027,3.5524540024163924,-0.0932044691309896,-0.08155641759430395
GENE,2021-08-09,3.38,3.381,3.38,3.381,2332,3.381,3.470022175700931,3.564650322609704,-0.0946281469087728,-0.07864440471013251
GENE,2021-08-06,3.44,3.44,3.37,3.37,3018,3.37,3.4862080258283727,3.5793423484184803,-0.0931343225901075,-0.0746484691604723
GENE,2021-08-05,3.4,3.4,3.4,3.4,3161,3.4,3.5073367577971672,3.596089736291959,-0.0887529784947918,-0.07002700580306348
GENE,2021-08-04,3.44,3.46,3.44,3.46,4394,3.46,3.526852531942107,3.6117769151953154,-0.0849243832532082,-0.0653455126301314
GENE,2021-08-03,3.38,3.38,3.38,3.38,1855,3.38,3.539007537749763,3.623919068410941,-0.0849115306611776,-0.060450794974362176
GENE,2021-08-02,3.37,3.37,3.37,3.37,760,3.37,3.5679179991588112,3.643432593883816,-0.0755145947250048,-0.054335611052658314
GENE,2021-07-30,3.49,3.4999,3.47,3.47,5915,3.47,3.603903089914959,3.665307201394522,-0.0614041114795629,-0.049040865134571676
GENE,2021-07-29,3.48,3.48,3.4404,3.4404,1792,3.4404,3.628249106263133,3.680931777506084,-0.0526826712429508,-0.04595005354832386
GENE,2021-07-28,3.49,3.5196,3.43,3.4901,7606,3.4901,3.6624034892200665,3.70017431970657,-0.037770830486504,-0.044266899124667
GENE,2021-07-27,4.02,4.09,4.0,4.0499,100084,4.0499,3.693731396350988,3.716980265283096,-0.0232488689321082,-0.045890916284207835
GENE,2021-07-26,3.56,3.56,3.56,3.56,2314,3.56,3.628973468414805,3.690346686505744,-0.0613732180909392,-0.05155142812223285
GENE,2021-07-23,3.64,3.64,3.62,3.62,998,3.62,3.6415140990356782,3.7007744214262033,-0.059260322390525,-0.04909598063005626
GENE,2021-07-22,3.66,3.68,3.66,3.68,3027,3.68,3.645425753405801,3.7072363751403,-0.0618106217344984,-0.04655489518993906
GENE,2021-07-21,3.68,3.68,3.65,3.65,2975,3.65,3.6391395267523103,3.709415285151524,-0.0702757583992133,-0.042740963553799104
GENE,2021-07-20,3.52,3.55,3.5,3.5,780,3.5,3.637164895252731,3.7141685079636457,-0.0770036127109148,-0.03585726484244545
GENE,2021-07-19,3.42,3.5155,3.42,3.44,5166,3.44,3.662103967116864,3.7313019886007375,-0.0691980214838734,-0.0255706778753281
GENE,2021-07-16,3.43,3.43,3.41,3.41,310,3.41,3.7024865065926575,3.7546061476887966,-0.052119641096139,-0.014663841973191769
GENE,2021-07-15,3.63,3.63,3.63,3.63,362,3.63,3.755665871427686,3.782174639503901,-0.0265087680762143,-0.005299892192454937
GENE,2021-07-14,3.63,3.63,3.63,3.63,1628,3.63,3.7785142116872654,3.794348610664213,-0.0158343989769473,2.3267784850363946e-06
GENE,2021-07-13,3.66,3.66,3.6392,3.6392,1657,3.6392,3.805516795630405,3.80749649951735,-0.0019797038869451,0.003961508217343142
GENE,2021-07-12,3.84,3.84,3.84,3.84,2183,3.84,3.835756213017752,3.820960219478738,0.0147959935390131,0.005446811243415209
GENE,2021-07-09,4.0,4.0,3.94,3.9999,3154,3.9999,3.834984615384615,3.819437037037037,0.015547578347578,0.003109515669515606
GENE,2021-07-08,3.78,3.8316,3.75,3.805,2197,3.805,3.805,3.805,0.0,0.0
