Symbol,Date,Open,High,Low,Close,Volume,ABUS SMA,ABUS spanTwelveEMA,ABUS spanTwntySixEMA,ABUS_x,ABUS_y
ABUS,2020-12-04,3.98,4.02,3.8,3.855,453909,3.855,3.9328481223071137,3.6296644190310072,0.30318370327610644,0.2896746922461181
ABUS,2020-12-03,4.03,4.09,3.965,4.0,242305,4.0,3.947002326362953,3.611637572553488,0.3353647538094653,0.28629743948862096
ABUS,2020-12-02,4.09,4.1,3.88,4.005,737563,4.004999999999999,3.937366385701672,3.5805685783577665,0.3567978073439053,0.27403061090840997
ABUS,2020-12-01,4.85,4.9,4.71,4.7330000000000005,1011360,4.7330000000000005,3.925069364920157,3.546614064626388,0.3784553002937696,0.2533388117995361
ABUS,2020-11-30,4.89,4.9,4.57,4.6599,1307547,4.6599,3.778172885814732,3.4517031897964987,0.3264696960182323,0.2220596896759779
ABUS,2020-11-27,4.0,4.15,3.95,4.095,955629,4.094999999999999,3.617858865053773,3.3550474449802183,0.26281142007355474,0.19595718809041404
ABUS,2020-11-27,4.0,4.15,3.95,4.095,955629,4.094999999999998,3.5311059314271867,3.2958512405786364,0.23525469084855066,0.17924363009462888
ABUS,2020-11-25,3.61,3.75,3.61,3.71,312458,3.709999999999998,3.428579737141221,3.231919339824927,0.1966603973162937,0.16524086490614853
ABUS,2020-11-24,3.6981,3.8664,3.63,3.66,549266,3.6599999999999984,3.3774124166214428,3.1936728870109214,0.18373952961052176,0.1573859818036121
ABUS,2020-11-23,3.44,3.5,3.405,3.4411,337852,3.4410999999999987,3.32603285600716,3.1563667179717947,0.16966613803536526,0.1507975948518848
ABUS,2020-11-20,3.36,3.395,3.32,3.3314,142444,3.331399999999999,3.3051115570993708,3.1335880554095383,0.17152350168983246,0.14608045905601466
ABUS,2020-11-19,3.43,3.46,3.23,3.23,337981,3.229999999999998,3.3003318402083472,3.117763099842301,0.1825687403660461,0.1397196983975602
ABUS,2020-11-18,3.58,3.675,3.58,3.59,225385,3.5899999999999985,3.313119447518956,3.1087841478296854,0.20433529968927025,0.12900743790543873
ABUS,2020-11-17,3.63,3.7,3.41,3.49,566306,3.4899999999999984,3.2627775288860383,3.0702868796560603,0.19249064922997805,0.11017547245948073
ABUS,2020-11-16,3.98,4.14,3.81,3.82,1763236,3.82,3.221464352319864,3.0367098300285447,0.1847545222913185,0.08959667826685638
ABUS,2020-11-13,3.56,3.5698,3.43,3.46,375598,3.459999999999998,3.112639689105293,2.974046616430829,0.13859307267446486,0.06580721726074062
ABUS,2020-11-12,3.62,3.75,3.46,3.52,692777,3.5199999999999987,3.04948326894262,2.935170345745295,0.11431292319732478,0.047610753407309775
ABUS,2020-11-11,3.27,3.2899,3.23,3.275,123294,3.274999999999998,2.963934772386733,2.8883839734049177,0.07555079898181473,0.030935210959805913
ABUS,2020-11-10,3.3,3.3099,3.135,3.16,322284,3.159999999999999,2.9073774582752296,2.857454691277312,0.04992276699791809,0.0197813139543036
ABUS,2020-11-09,2.98,3.045,2.9,2.991,391577,2.9909999999999988,2.861446087052544,2.8332510665794963,0.02819502047304745,0.012245950693400086
ABUS,2020-11-06,2.84,2.8648,2.79,2.815,152174,2.8149999999999986,2.837890830153006,2.820631151905857,0.017259678247150134,0.008258683248488134
ABUS,2020-11-05,2.87,3.05,2.87,2.95,203672,2.949999999999999,2.8420527992717344,2.8210816440583244,0.020971155213409972,0.0060084344988228545
ABUS,2020-11-04,2.9,2.97,2.87,2.95,164611,2.9499999999999984,2.822426035502959,2.8107681755829903,0.011657859919968594,0.002267754320176074
ABUS,2020-11-03,2.76,2.81,2.76,2.795,46357,2.794999999999998,2.7992307692307694,2.7996296296296297,-0.000398860398860279,-7.97720797720558e-05
ABUS,2020-11-02,2.84,2.85,2.78,2.8,86410,2.799999999999998,2.8,2.8,0.0,0.0
