Symbol,Date,Open,High,Low,Close,Volume,SLS SMA,SLS spanTwelveEMA,SLS spanTwntySixEMA,SLS_x,SLS_y
SLS,2020-12-04,3.72,3.75,3.6839,3.75,11129,3.75,3.4381778549543887,3.133408438698277,0.3047694162561125,0.2458316894290127
SLS,2020-12-03,3.66,3.71,3.59,3.6657,4458,3.6657,3.3814829194915506,3.0840811137941384,0.2974018056974117,0.23109725772223794
SLS,2020-12-02,3.52,3.53,3.37,3.38,22758,3.38,3.329807086671833,3.0375516028976697,0.29225548377416244,0.21452112072844437
SLS,2020-12-01,3.88,3.9,3.75,3.79,31953,3.79,3.320681102430348,3.0101557311294838,0.31052537130086444,0.19508752996701462
SLS,2020-11-30,3.79,3.96,3.7548,3.8065,56544,3.8065000000000007,3.2353503937813204,2.9477681896198424,0.28758220416147795,0.16622806963355216
SLS,2020-11-27,3.59,3.8,3.59,3.7880000000000003,49649,3.7880000000000007,3.1315050108324693,2.8790696447894297,0.2524353660430392,0.1358895360015707
SLS,2020-11-27,3.59,3.8,3.59,3.7880000000000003,49649,3.7880000000000003,3.0121422855292823,2.806355216372584,0.2057870691566981,0.10675307849120345
SLS,2020-11-25,3.17,3.29,3.1279,3.2527,86304,3.2527,2.8710772465346066,2.727823633682391,0.14325361285221572,0.08199458082482967
SLS,2020-11-24,3.03,3.1199,2.9,2.92,64013,2.92,2.8016912913590803,2.685833524376982,0.11585776698209838,0.06667982281798315
SLS,2020-11-23,3.17,3.19,3.08,3.0954,69737,3.0954,2.7801806170607315,2.6671002063271407,0.11308041073359075,0.05438533677695434
SLS,2020-11-20,3.06,3.1,3.03,3.09,106872,3.0899999999999994,2.7228680019808644,2.6328362228333124,0.09003177914755199,0.03971156828779523
SLS,2020-11-19,2.82,2.93,2.78,2.8464,64782,2.8463999999999987,2.656116729613749,2.5962631206599776,0.059853608953771335,0.02713151557285603
SLS,2020-11-18,2.8,2.93,2.8,2.8501,69639,2.8500999999999985,2.621519771361704,2.576252170312776,0.045267601048927915,0.018950992227627198
SLS,2020-11-17,2.64,2.78,2.56,2.7312,28227,2.731199999999999,2.579959729791105,2.5543443439377986,0.02561538585330636,0.01237184002230202
SLS,2020-11-16,2.52,2.68,2.52,2.5972,12896,2.5971999999999986,2.5524614988440324,2.5401958914528224,0.012265607391209963,0.009060953564550934
SLS,2020-11-13,2.57,2.575,2.47,2.5,10610,2.499999999999999,2.544327225906584,2.5356355627690483,0.008691663137535333,0.008259790107886175
SLS,2020-11-12,2.54,2.5403,2.5,2.5,20902,2.499999999999999,2.552386721525963,2.5384864077905718,0.01390031373539058,0.008151821850473775
SLS,2020-11-11,2.65,2.65,2.5403,2.6073,6143,2.6072999999999986,2.561911579985229,2.5415653204138184,0.02034625957141101,0.0067146988792444635
SLS,2020-11-10,2.65,2.65,2.5712,2.5906,5765,2.590599999999999,2.5536591399825435,2.5363065460469234,0.017352593935620053,0.0033068087062029386
SLS,2020-11-09,2.69,2.7,2.5178,2.69,5547,2.6899999999999986,2.546942619979369,2.5319630697306774,0.014979550248691798,-0.00020463760115133978
SLS,2020-11-06,2.68,2.68,2.625,2.6579,1345,2.6579,2.520932187248345,2.519320115309132,0.001612071939213866,-0.004000684563612124
SLS,2020-11-05,2.5,2.5,2.44,2.4968,1791,2.496799999999999,2.496028948566227,2.508233724533862,-0.012204775967635141,-0.005403873689318399
SLS,2020-11-04,2.47,2.5101,2.4198,2.4198,3915,2.419799999999999,2.4958887573964503,2.5091484224965708,-0.013259665100120888,-0.0037036481197392137
SLS,2020-11-03,2.39,2.44,2.39,2.44,960,2.439999999999999,2.509723076923077,2.5162962962962965,-0.00657321937321953,-0.001314643874643906
SLS,2020-11-02,2.58,2.58,2.43,2.5224,5803,2.5223999999999998,2.5224,2.5224,0.0,0.0
