Symbol,Date,Open,High,Low,Close,Volume,LXRX SMA,LXRX spanTwelveEMA,LXRX spanTwntySixEMA,LXRX_x,LXRX_y
LXRX,2020-12-04,1.53,1.59,1.52,1.5701,268307,1.5701,1.52578604764407,1.4215828498469143,0.1042031977971556,0.11176598658137481
LXRX,2020-12-03,1.56,1.57,1.53,1.57,98423,1.5700000000000005,1.5177289653975372,1.4097014778346677,0.10802748756286973,0.11365668377742955
LXRX,2020-12-02,1.48,1.53,1.44,1.5,302389,1.5000000000000002,1.5082251409243623,1.3968775960614408,0.11134754486292152,0.11506398283106954
LXRX,2020-12-01,1.54,1.56,1.52,1.5316,253625,1.5316,1.5097206210924283,1.388627803746356,0.12109281734607212,0.11599309232310653
LXRX,2020-11-30,1.59,1.62,1.57,1.5786,320383,1.5785999999999998,1.5057425522001422,1.3771900280460645,0.12855252415407792,0.11471816106736507
LXRX,2020-11-27,1.65,1.66,1.59,1.6218,329673,1.6217999999999997,1.492495743509259,1.3610772302897494,0.1314185132195096,0.11125957029568691
LXRX,2020-11-27,1.65,1.66,1.59,1.6218,329673,1.6218,1.4689858786927608,1.3402194087129295,0.1287664699798312,0.10621983456473122
LXRX,2020-11-25,1.62,1.64,1.55,1.6,408000,1.6,1.4412014930005357,1.3176929614099635,0.12350853159057175,0.10058317571095621
LXRX,2020-11-24,1.48,1.49,1.45,1.46,207275,1.46,1.4123290371824508,1.2951083983227611,0.11722063885969015,0.0948518367410522
LXRX,2020-11-23,1.49,1.5,1.44,1.4534,384289,1.4534000000000002,1.4036615893974422,1.2819170701885818,0.12174451920886042,0.08925963621139282
LXRX,2020-11-20,1.53,1.56,1.48,1.5019999999999998,384058,1.5019999999999998,1.3946182420151592,1.2681984358036682,0.12641980621149074,0.08113841546202592
LXRX,2020-11-19,1.57,1.58,1.49,1.51,764881,1.5100000000000002,1.375094286017915,1.2494943106679617,0.12559997534995326,0.06981806777465965
LXRX,2020-11-18,1.8,1.815,1.65,1.65,2690293,1.65,1.3505659743848086,1.2286538555213986,0.12191211886341002,0.05587259088083625
LXRX,2020-11-17,2.25,2.38,1.88,1.95,36859392,1.95,1.2961234242729558,1.1949461639631105,0.10117726030984532,0.039362708885192804
LXRX,2020-11-16,1.28,1.31,1.27,1.285,77966,1.2850000000000004,1.177236774140766,1.1345418570801593,0.042694917060606574,0.02390907102902968
LXRX,2020-11-13,1.23,1.23,1.19,1.2101,72206,1.2101000000000004,1.1576434603481778,1.1225052056465719,0.0351382547016057,0.019212609521135397
LXRX,2020-11-12,1.25,1.26,1.23,1.23,51671,1.2300000000000002,1.14810590768421,1.115497622098298,0.032608285585912,0.015231198226017765
LXRX,2020-11-11,1.29,1.29,1.225,1.235,151521,1.2350000000000003,1.1332160727177023,1.1063374318661618,0.02687864085154068,0.010886926386044203
LXRX,2020-11-10,1.17,1.23,1.1666,1.2234,162467,1.2234,1.1147099041209212,1.0960444264154547,0.01866547770546645,0.006888997769670139
LXRX,2020-11-09,1.03,1.14,1.03,1.14,241796,1.14,1.0949480685065434,1.0858559805286911,0.009092087977852216,0.003944877785721061
LXRX,2020-11-06,1.11,1.1245,1.069,1.09,107673,1.09,1.086756808235006,1.0815244589709865,0.005232349264019387,0.002658075237688273
LXRX,2020-11-05,1.11,1.13,1.08,1.1,50088,1.1000000000000003,1.0861671370050068,1.0808464156886652,0.005320721316341537,0.0020145067311054385
LXRX,2020-11-04,1.1,1.13,1.1,1.11,37729,1.1100000000000003,1.0836520710059172,1.0793141289437584,0.004337942062158762,0.0011879530847964137
LXRX,2020-11-03,1.06,1.11,1.06,1.1001,165520,1.1001000000000003,1.0788615384615383,1.0768592592592592,0.002002279202279356,0.00040045584045582676
LXRX,2020-11-02,1.09,1.09,1.05,1.075,109870,1.0750000000000004,1.075,1.075,0.0,0.0
