Symbol,Date,Open,High,Low,Close,Volume,SFET SMA,SFET spanTwelveEMA,SFET spanTwntySixEMA,SFET_x,SFET_y
SFET,2020-12-04,1.03,1.0494,1.03,1.035,11194,1.035,1.0386127923938742,1.0172136563568108,0.02139913603706312,0.02451347241086216
SFET,2020-12-03,1.06,1.06,1.04,1.0455,13000,1.0455,1.0392696637382146,1.0157907488653557,0.023478914872858917,0.025292056504311867
SFET,2020-12-02,1.01,1.06,1.01,1.03,150540,1.0299999999999998,1.0381368753269808,1.0134140087745842,0.024722866552396642,0.0257453419121751
SFET,2020-12-01,1.04,1.065,1.03,1.06,91689,1.0599999999999998,1.0396163072046136,1.012087129476551,0.027529177728062626,0.026000960752119714
SFET,2020-11-30,1.06,1.0632,0.9801,1.0197,233465,1.0196999999999998,1.0359101812418159,1.0082540998346752,0.02765608140714093,0.025618906508133983
SFET,2020-11-27,1.09,1.09,1.05,1.06,60621,1.0599999999999998,1.0388574869221463,1.0073384278214492,0.031519059100697085,0.0251096127833823
SFET,2020-11-27,1.09,1.09,1.05,1.06,60621,1.06,1.0350133936352641,1.0031255020471652,0.03188789158809868,0.023507251204053607
SFET,2020-11-25,1.2,1.2,1.06,1.075,651058,1.0749999999999995,1.030470374296221,0.9985755422109384,0.03189483208528243,0.02141209110804228
SFET,2020-11-24,1.09,1.11,1.06,1.0884,110319,1.0883999999999998,1.0223740787137157,0.9924615855878136,0.02991249312590205,0.018791405863732215
SFET,2020-11-23,1.06,1.08,1.04,1.0501,35600,1.0500999999999996,1.010369365752573,0.9847865124348386,0.025582853317734355,0.016011134048189754
SFET,2020-11-20,1.08,1.1,1.062,1.07,18304,1.0699999999999998,1.0031456140712227,0.9795614334296256,0.023584180641597063,0.013618204230803604
SFET,2020-11-19,1.07,1.07,1.04,1.05,28716,1.05,0.9909902711750814,0.9723263481039957,0.01866392307108577,0.011126710128105238
SFET,2020-11-18,1.02,1.02,0.9905,1.0087,26614,1.0087,0.9802612295705508,0.9661124559523152,0.014148773618235631,0.009242406892360102
SFET,2020-11-17,1.0,1.0094,0.99,0.9949,21128,0.9949,0.9750905440379236,0.9627054524285004,0.012385091609423249,0.008015815210891218
SFET,2020-11-16,0.9946,1.02,0.9902,0.9902,35666,0.9902,0.9714888247720916,0.9601298886227806,0.01135893614931105,0.00692349611125821
SFET,2020-11-13,0.99,1.0,0.98,0.9867,12478,0.9867,0.968086792912472,0.9577242797126031,0.010362513199868915,0.005814636101744999
SFET,2020-11-12,0.98,1.0,0.9797,0.9837,7910,0.9837,0.9647025734420122,0.9554062220896112,0.009296351352400922,0.00467766682721402
SFET,2020-11-11,0.9851,1.0,0.97,0.97,5221,0.97,0.9612484958860144,0.95314271985678,0.008105776029234235,0.0035229956959172935
SFET,2020-11-10,1.0,1.02,0.9841,0.9851,22882,0.9851,0.9596573133198352,0.9517941374453224,0.007863175874512573,0.0023773006125880304
SFET,2020-11-09,1.08,1.08,0.9701,0.9937,85943,0.9937,0.955031370287078,0.9491296684409484,0.005901701846129592,0.001005831797106839
SFET,2020-11-06,1.03,1.03,0.99,1.0,100565,1.0,0.948000710339274,0.945564041916224,0.002436668423049904,-0.00021813571514884926
SFET,2020-11-05,0.922,0.955,0.922,0.93,66292,0.9300000000000002,0.9385462940373236,0.941209165269522,-0.002662871232198216,-0.0008818367496985653
SFET,2020-11-04,0.94,0.9497,0.92051,0.9209999999999999,10944,0.9209999999999999,0.9401001656804734,0.9421058984910836,-0.0020057328106102283,-0.00043657812907359705
SFET,2020-11-03,0.9219,0.9446,0.92,0.941224,15191,0.941224,0.9435729230769232,0.9437943703703704,-0.0002214472934473077,-4.4289458689439345e-05
SFET,2020-11-02,0.9221,0.96,0.9221,0.9440000000000001,15330,0.9440000000000001,0.944,0.944,0.0,0.0
