OPTT,AFMD,CHKKF,MDRPF,DOCRF,EQXWF,LADFF,SOHFF,IDCBF,ENZN,PSRU,RZLT,EANRF,NBIO,ENKS,RSSV,TLOFF,OCX,AGE,PPSI
,TKRFF,OMEX,RAZFF
